hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps)
0, 10.00000, 1928.15, 1517.17, 1354.35, 2.76974, 2.15546, 3.05858
0, 20.00000, 1928.3, 1517.6, 1354.21, 2.76933, 2.15443, 3.05881
0, 30.00000, 1928.42, 1518.03, 1354.02, 2.76912, 2.1534, 3.05909
0, 40.00000, 1916.4, 1508.88, 1345.29, 2.75174, 2.13895, 3.04044
0, 50.00000, 1904.36, 1499.7, 1336.53, 2.73446, 2.12455, 3.02184
0, 60.00000, 1904.35, 1499.99, 1336.15, 2.73481, 2.12383, 3.02241
0, 70.00000, 1904.32, 1500.27, 1335.69, 2.73527, 2.1231, 3.02308
0, 80.00000, 1904.43, 1500.74, 1335.48, 2.73517, 2.12198, 3.0234
0, 90.00000, 1904.48, 1501.19, 1335.19, 2.73536, 2.12091, 3.0238
0, 100.00000, 1904.5, 1501.59, 1334.84, 2.73565, 2.11994, 3.02431
0, 110.00000, 1904.48, 1501.97, 1334.38, 2.73612, 2.11901, 3.02497
0, 120.00000, 1904.41, 1502.3, 1333.89, 2.73688, 2.11818, 3.02566
0, 130.00000, 1904.31, 1502.61, 1333.34, 2.73774, 2.1174, 3.02646
0, 140.00000, 1904.35, 1503.11, 1333.01, 2.73804, 2.11623, 3.0269
0, 150.00000, 1904.35, 1503.58, 1332.65, 2.73854, 2.1151, 3.02739
0, 160.00000, 1904.3, 1504.01, 1332.23, 2.73922, 2.11408, 3.02797
0, 170.00000, 1904.24, 1504.41, 1331.74, 2.74, 2.1131, 3.02865
0, 180.00000, 1904.11, 1504.77, 1331.18, 2.74106, 2.11222, 3.02943
0, 190.00000, 1903.98, 1505.1, 1330.58, 2.74212, 2.11139, 3.03026
0, 200.00000, 1903.97, 1505.59, 1330.19, 2.74272, 2.11021, 3.03078
0, 210.00000, 1903.92, 1506.09, 1329.76, 2.74352, 2.10903, 3.03134
0, 220.00000, 1903.84, 1506.52, 1329.3, 2.7444, 2.10801, 3.03196
0, 230.00000, 1903.72, 1506.92, 1328.74, 2.74547, 2.10703, 3.03273
0, 240.00000, 1903.58, 1507.3, 1328.15, 2.74664, 2.10609, 3.03354
0, 250.00000, 1903.39, 1507.64, 1327.52, 2.7481, 2.10526, 3.03439
0, 260.00000, 1903.36, 1508.16, 1327.12, 2.7488, 2.10403, 3.0349
0, 270.00000, 1903.27, 1508.66, 1326.66, 2.7498, 2.10285, 3.03549
0, 280.00000, 1903.18, 1509.11, 1326.16, 2.75078, 2.10177, 3.03615
0, 290.00000, 1903.03, 1509.52, 1325.63, 2.75206, 2.10079, 3.03684
0, 300.00000, 1902.86, 1509.9, 1325, 2.75342, 2.09986, 3.03769
0, 310.00000, 1902.64, 1510.25, 1324.37, 2.75497, 2.09903, 3.03853
0, 320.00000, 1902.58, 1510.77, 1323.97, 2.75588, 2.09779, 3.03902
0, 330.00000, 1902.49, 1511.27, 1323.51, 2.75687, 2.09661, 3.03961
0, 340.00000, 1902.37, 1511.73, 1323.04, 2.75806, 2.09553, 3.04019
0, 350.00000, 1902.22, 1512.14, 1322.48, 2.75933, 2.09454, 3.04093
0, 360.00000, 1902.02, 1512.5, 1321.88, 2.76078, 2.09366, 3.04172
0, 370.00000, 1901.81, 1512.87, 1321.28, 2.76234, 2.09278, 3.04249
0, 380.00000, 1901.75, 1513.37, 1320.88, 2.76324, 2.09159, 3.04299
0, 390.00000, 1901.66, 1513.88, 1320.48, 2.76424, 2.09041, 3.04347
0, 400.00000, 1901.53, 1514.31, 1320.01, 2.76541, 2.08938, 3.04405
0, 410.00000, 1901.38, 1514.73, 1319.51, 2.76669, 2.08839, 3.04468
0, 420.00000, 1901.19, 1515.09, 1318.95, 2.76814, 2.08751, 3.04541
0, 430.00000, 1900.99, 1515.44, 1318.38, 2.76959, 2.08668, 3.04614
0, 440.00000, 1900.93, 1515.95, 1318.05, 2.77049, 2.08549, 3.04652
0, 450.00000, 1900.84, 1516.43, 1317.68, 2.77149, 2.08436, 3.04696
0, 460.00000, 1900.73, 1516.87, 1317.28, 2.77257, 2.08332, 3.04744
0, 470.00000, 1900.6, 1517.27, 1316.85, 2.77374, 2.08239, 3.04797
0, 480.00000, 1900.44, 1517.62, 1316.38, 2.77499, 2.08156, 3.04856
0, 490.00000, 1900.26, 1517.94, 1315.85, 2.77634, 2.08077, 3.04924
0, 500.00000, 1900.23, 1518.45, 1315.61, 2.77704, 2.07959, 3.04948
0, 510.00000, 1900.18, 1518.92, 1315.34, 2.77784, 2.0785, 3.04977
0, 520.00000, 1900.1, 1519.34, 1315.01, 2.77871, 2.07752, 3.05017
0, 530.00000, 1899.98, 1519.72, 1314.64, 2.77978, 2.07663, 3.05061
0, 540.00000, 1899.86, 1520.07, 1314.24, 2.78084, 2.0758, 3.0511
0, 550.00000, 1899.71, 1520.37, 1313.81, 2.78198, 2.07507, 3.05164
0, 560.00000, 1899.69, 1520.84, 1313.64, 2.78258, 2.07398, 3.05179
0, 570.00000, 1899.67, 1521.29, 1313.44, 2.78317, 2.07295, 3.052
0, 580.00000, 1899.63, 1521.71, 1313.2, 2.78386, 2.07196, 3.05225
0, 590.00000, 1899.56, 1522.07, 1312.93, 2.78463, 2.07113, 3.05256
0, 600.00000, 1899.48, 1522.38, 1312.67, 2.78538, 2.0704, 3.05287
0, 610.00000, 1899.4, 1522.67, 1312.4, 2.78613, 2.06972, 3.05319
0, 620.00000, 1899.49, 1523.12, 1312.4, 2.78614, 2.06869, 3.05313
0, 630.00000, 1899.58, 1523.55, 1312.4, 2.78614, 2.0677, 3.05307
0, 640.00000, 1899.66, 1523.93, 1312.42, 2.78613, 2.06682, 3.05297
0, 650.00000, 1899.71, 1524.24, 1312.39, 2.7862, 2.0661, 3.05297
0, 660.00000, 1899.75, 1524.53, 1312.33, 2.78627, 2.06542, 3.05303
0, 670.00000, 1899.78, 1524.8, 1312.26, 2.78643, 2.06479, 3.05308
0, 680.00000, 1899.95, 1525.24, 1312.46, 2.78594, 2.06381, 3.05275
0, 690.00000, 1900.12, 1525.62, 1312.59, 2.78545, 2.06293, 3.05253
0, 700.00000, 1900.25, 1525.98, 1312.72, 2.78514, 2.0621, 3.0523
0, 710.00000, 1900.35, 1526.28, 1312.79, 2.78491, 2.06142, 3.05218
0, 720.00000, 1900.44, 1526.55, 1312.82, 2.78468, 2.06079, 3.0521
0, 730.00000, 1900.51, 1526.77, 1312.86, 2.78454, 2.06027, 3.05203
0, 740.00000, 1900.74, 1527.18, 1313.12, 2.78375, 2.05934, 3.05162
0, 750.00000, 1900.96, 1527.55, 1313.39, 2.78296, 2.05851, 3.05122
0, 760.00000, 1901.16, 1527.89, 1313.59, 2.78225, 2.05773, 3.05092
0, 770.00000, 1901.34, 1528.16, 1313.79, 2.78153, 2.0571, 3.05062
0, 780.00000, 1901.49, 1528.41, 1313.96, 2.781, 2.05653, 3.05037
0, 790.00000, 1901.63, 1528.61, 1314.1, 2.78046, 2.05606, 3.05017
0, 800.00000, 1901.93, 1528.97, 1314.47, 2.77917, 2.05522, 3.04965
0, 810.00000, 1902.2, 1529.32, 1314.83, 2.77807, 2.05445, 3.04912
0, 820.00000, 1902.48, 1529.61, 1315.17, 2.77686, 2.05377, 3.04865
0, 830.00000, 1902.72, 1529.89, 1315.45, 2.77585, 2.05314, 3.04827
0, 840.00000, 1902.93, 1530.09, 1315.72, 2.77491, 2.05267, 3.04789
0, 850.00000, 1903.14, 1530.27, 1315.96, 2.77397, 2.05225, 3.04757
0, 860.00000, 1903.49, 1530.62, 1316.43, 2.77238, 2.05146, 3.04692
0, 870.00000, 1903.85, 1530.94, 1316.9, 2.77078, 2.05073, 3.04626
0, 880.00000, 1904.16, 1531.23, 1317.31, 2.76937, 2.05005, 3.0457
0, 890.00000, 1904.46, 1531.46, 1317.69, 2.76795, 2.04953, 3.0452
0, 900.00000, 1904.74, 1531.64, 1318.03, 2.76661, 2.04911, 3.04475
0, 910.00000, 1905.02, 1531.8, 1318.38, 2.76527, 2.04874, 3.0443
0, 920.00000, 1905.44, 1532.14, 1318.92, 2.76327, 2.04795, 3.04356
0, 930.00000, 1905.84, 1532.42, 1319.5, 2.76136, 2.04732, 3.04278
0, 940.00000, 1906.24, 1532.69, 1319.98, 2.75945, 2.04669, 3.04214
0, 950.00000, 1906.59, 1532.89, 1320.46, 2.75772, 2.04622, 3.04151
0, 960.00000, 1906.94, 1533.05, 1320.88, 2.75598, 2.04584, 3.04098
0, 970.00000, 1907.26, 1533.2, 1321.27, 2.75433, 2.04547, 3.0405
0, 980.00000, 1907.74, 1533.5, 1321.92, 2.75203, 2.04479, 3.03962
0, 990.00000, 1908.21, 1533.77, 1322.53, 2.74971, 2.04415, 3.03881
0, 1000.00000, 1908.63, 1534, 1323.09, 2.74759, 2.04362, 3.03808
0, 1010.00000, 1909.05, 1534.2, 1323.61, 2.74545, 2.04314, 3.03742
0, 1020.00000, 1909.45, 1534.36, 1324.1, 2.7434, 2.04277, 3.0368
0, 1030.00000, 1909.82, 1534.47, 1324.56, 2.74144, 2.0425, 3.03623
0, 1040.00000, 1910.35, 1534.76, 1325.25, 2.73883, 2.04181, 3.03532
0, 1050.00000, 1910.86, 1535.01, 1325.91, 2.7362, 2.04123, 3.03447
0, 1060.00000, 1911.36, 1535.23, 1326.54, 2.73366, 2.04069, 3.03366
0, 1070.00000, 1911.81, 1535.39, 1327.1, 2.73131, 2.04032, 3.03295
0, 1080.00000, 1912.25, 1535.52, 1327.6, 2.72895, 2.03999, 3.03236
0, 1090.00000, 1912.67, 1535.62, 1328.1, 2.72668, 2.03971, 3.03175
0, 1100.00000, 1913.25, 1535.92, 1328.83, 2.72375, 2.03902, 3.0308
0, 1110.00000, 1913.8, 1536.14, 1329.53, 2.72091, 2.03848, 3.0299
0, 1120.00000, 1914.33, 1536.36, 1330.16, 2.71816, 2.03794, 3.0291
0, 1130.00000, 1914.83, 1536.51, 1330.77, 2.71549, 2.03756, 3.02835
0, 1140.00000, 1915.3, 1536.62, 1331.31, 2.71291, 2.03728, 3.02771
0, 1150.00000, 1915.76, 1536.72, 1331.81, 2.71043, 2.037, 3.02712
0, 1160.00000, 1916.36, 1536.96, 1332.55, 2.70728, 2.03641, 3.02617
0, 1170.00000, 1916.94, 1537.18, 1333.26, 2.70422, 2.03587, 3.02528
0, 1180.00000, 1917.51, 1537.36, 1333.94, 2.70114, 2.03543, 3.02444
0, 1190.00000, 1918.03, 1537.5, 1334.52, 2.69836, 2.03504, 3.02375
0, 1200.00000, 1918.54, 1537.63, 1335.06, 2.69557, 2.0347, 3.02311
0, 1210.00000, 1919.03, 1537.73, 1335.57, 2.69288, 2.03442, 3.02252
0, 1220.00000, 1919.65, 1537.99, 1336.26, 2.68961, 2.03376, 3.02168
0, 1230.00000, 1920.27, 1538.25, 1336.94, 2.68634, 2.03311, 3.02084
0, 1240.00000, 1920.87, 1538.48, 1337.56, 2.68316, 2.0325, 3.0201
0, 1250.00000, 1921.42, 1538.67, 1338.12, 2.68018, 2.032, 3.01946
0, 1260.00000, 1921.95, 1538.81, 1338.6, 2.67727, 2.0316, 3.01892
0, 1270.00000, 1922.46, 1538.95, 1339.06, 2.67447, 2.0312, 3.01843
0, 1280.00000, 1923.1, 1539.23, 1339.71, 2.67109, 2.03048, 3.01764
0, 1290.00000, 1923.74, 1539.49, 1340.37, 2.6677, 2.02982, 3.01685
0, 1300.00000, 1924.33, 1539.69, 1340.96, 2.6645, 2.02926, 3.01616
0, 1310.00000, 1924.9, 1539.88, 1341.49, 2.66139, 2.02875, 3.01558
0, 1320.00000, 1925.44, 1540.01, 1341.95, 2.65837, 2.02835, 3.0151
0, 1330.00000, 1925.94, 1540.1, 1342.37, 2.65554, 2.02805, 3.01467
0, 1340.00000, 1926.6, 1540.38, 1343.01, 2.65204, 2.02733, 3.01393
0, 1350.00000, 1927.21, 1540.61, 1343.63, 2.64873, 2.02671, 3.01318
0, 1360.00000, 1927.82, 1540.82, 1344.16, 2.64541, 2.02615, 3.0126
0, 1370.00000, 1928.36, 1540.97, 1344.63, 2.64238, 2.02569, 3.01212
0, 1380.00000, 1928.9, 1541.08, 1345.06, 2.63934, 2.02533, 3.01169
0, 1390.00000, 1929.41, 1541.19, 1345.42, 2.6365, 2.02497, 3.01136
0, 1400.00000, 1930.04, 1541.44, 1346.02, 2.63308, 2.0243, 3.01067
0, 1410.00000, 1930.66, 1541.67, 1346.59, 2.62965, 2.02368, 3.01003
0, 1420.00000, 1931.23, 1541.85, 1347.08, 2.62651, 2.02316, 3.00949
0, 1430.00000, 1931.78, 1542.01, 1347.51, 2.62346, 2.0227, 3.00906
0, 1440.00000, 1932.29, 1542.11, 1347.88, 2.62051, 2.02233, 3.00873
0, 1450.00000, 1932.77, 1542.17, 1348.18, 2.61774, 2.02208, 3.00851
0, 1460.00000, 1933.38, 1542.42, 1348.71, 2.61441, 2.0214, 3.00792
0, 1470.00000, 1933.99, 1542.62, 1349.21, 2.61105, 2.02083, 3.00738
0, 1480.00000, 1934.53, 1542.8, 1349.65, 2.608, 2.02031, 3.00694
0, 1490.00000, 1935.05, 1542.93, 1350.01, 2.60504, 2.01989, 3.00661
0, 1500.00000, 1935.53, 1543.01, 1350.31, 2.60227, 2.01958, 3.00638
0, 1510.00000, 1935.99, 1543.06, 1350.54, 2.5996, 2.01932, 3.00626
0, 1520.00000, 1936.58, 1543.29, 1351.01, 2.59634, 2.01869, 3.00577
0, 1530.00000, 1937.13, 1543.49, 1351.44, 2.59328, 2.01812, 3.00532
0, 1540.00000, 1937.65, 1543.64, 1351.81, 2.59031, 2.01764, 3.00499
0, 1550.00000, 1938.13, 1543.74, 1352.08, 2.58754, 2.01728, 3.00481
0, 1560.00000, 1938.57, 1543.8, 1352.31, 2.58496, 2.01702, 3.00468
0, 1570.00000, 1938.99, 1543.83, 1352.5, 2.58247, 2.01681, 3.00461
0, 1580.00000, 1939.52, 1544.03, 1352.87, 2.57951, 2.01623, 3.00426
0, 1590.00000, 1940.03, 1544.21, 1353.23, 2.57664, 2.01571, 3.00391
0, 1600.00000, 1940.52, 1544.33, 1353.53, 2.57386, 2.01529, 3.00368
0, 1610.00000, 1940.94, 1544.44, 1353.73, 2.57138, 2.01492, 3.00359
0, 1620.00000, 1941.34, 1544.47, 1353.89, 2.56899, 2.01471, 3.00356
0, 1630.00000, 1941.72, 1544.48, 1353.98, 2.5667, 2.01456, 3.00364
0, 1640.00000, 1942.2, 1544.66, 1354.31, 2.56403, 2.01403, 3.00334
0, 1650.00000, 1942.67, 1544.81, 1354.57, 2.56135, 2.01356, 3.00314
0, 1660.00000, 1943.1, 1544.93, 1354.77, 2.55887, 2.01314, 3.00305
0, 1670.00000, 1943.47, 1544.99, 1354.92, 2.55669, 2.01288, 3.00301
0, 1680.00000, 1943.81, 1545, 1354.98, 2.5546, 2.01272, 3.00313
0, 1690.00000, 1944.13, 1545.01, 1355, 2.55262, 2.01257, 3.0033
0, 1700.00000, 1944.57, 1545.16, 1355.26, 2.55014, 2.0121, 3.00309
0, 1710.00000, 1944.97, 1545.29, 1355.45, 2.54787, 2.01168, 3.00299
0, 1720.00000, 1945.34, 1545.37, 1355.57, 2.54568, 2.01136, 3.003
0, 1730.00000, 1945.65, 1545.41, 1355.65, 2.54381, 2.01116, 3.00305
0, 1740.00000, 1945.94, 1545.39, 1355.64, 2.54202, 2.01106, 3.00326
0, 1750.00000, 1946.21, 1545.38, 1355.59, 2.54034, 2.01096, 3.00353
0, 1760.00000, 1946.57, 1545.51, 1355.74, 2.53827, 2.01054, 3.00347
0, 1770.00000, 1946.93, 1545.61, 1355.86, 2.53619, 2.01018, 3.00346
0, 1780.00000, 1947.22, 1545.67, 1355.91, 2.53442, 2.00992, 3.00356
0, 1790.00000, 1947.48, 1545.69, 1355.89, 2.53284, 2.00977, 3.00376
0, 1800.00000, 1947.7, 1545.66, 1355.83, 2.53147, 2.00973, 3.00401
0, 1810.00000, 1947.89, 1545.6, 1355.74, 2.53019, 2.00974, 3.00431
0, 1820.00000, 1948.2, 1545.71, 1355.85, 2.52843, 2.00938, 3.00429
0, 1830.00000, 1948.47, 1545.8, 1355.95, 2.52687, 2.00908, 3.00426
0, 1840.00000, 1948.69, 1545.84, 1355.96, 2.52551, 2.00888, 3.00438
0, 1850.00000, 1948.88, 1545.84, 1355.93, 2.52435, 2.0088, 3.00456
0, 1860.00000, 1949.01, 1545.79, 1355.82, 2.52349, 2.00882, 3.00484
0, 1870.00000, 1949.13, 1545.72, 1355.69, 2.52263, 2.00889, 3.00517
0, 1880.00000, 1949.36, 1545.79, 1355.79, 2.52128, 2.00865, 3.00513
0, 1890.00000, 1949.56, 1545.87, 1355.82, 2.52013, 2.00841, 3.00519
0, 1900.00000, 1949.72, 1545.89, 1355.78, 2.51919, 2.00827, 3.00535
0, 1910.00000, 1949.85, 1545.86, 1355.67, 2.51834, 2.00824, 3.00562
0, 1920.00000, 1949.92, 1545.8, 1355.5, 2.51779, 2.00832, 3.00599
0, 1930.00000, 1949.99, 1545.7, 1355.29, 2.51724, 2.00844, 3.00642
0, 1940.00000, 1950.15, 1545.75, 1355.32, 2.5163, 2.00826, 3.00647
0, 1950.00000, 1950.29, 1545.8, 1355.27, 2.51547, 2.00807, 3.00662
0, 1960.00000, 1950.39, 1545.81, 1355.2, 2.51484, 2.008, 3.00682
0, 1970.00000, 1950.45, 1545.74, 1355.05, 2.5144, 2.00808, 3.00713
0, 1980.00000, 1950.46, 1545.65, 1354.83, 2.51417, 2.00821, 3.00754
0, 1990.00000, 1950.46, 1545.54, 1354.58, 2.51403, 2.0084, 3.008
0, 2000.00000, 1950.57, 1545.59, 1354.53, 2.51341, 2.00822, 3.00814
0, 2010.00000, 1950.64, 1545.62, 1354.45, 2.51299, 2.00809, 3.00832
0, 2020.00000, 1950.69, 1545.59, 1354.33, 2.51267, 2.00813, 3.00857
0, 2030.00000, 1950.69, 1545.52, 1354.11, 2.51254, 2.00821, 3.00896
0, 2040.00000, 1950.66, 1545.44, 1353.86, 2.51263, 2.00835, 3.00941
0, 2050.00000, 1950.58, 1545.31, 1353.56, 2.51291, 2.0086, 3.0099
0, 2060.00000, 1950.63, 1545.32, 1353.47, 2.5126, 2.00853, 3.01008
0, 2070.00000, 1950.67, 1545.33, 1353.38, 2.51239, 2.00846, 3.01025
0, 2080.00000, 1950.66, 1545.29, 1353.19, 2.51238, 2.0085, 3.01059
0, 2090.00000, 1950.59, 1545.21, 1352.96, 2.51268, 2.00865, 3.01096
0, 2100.00000, 1950.51, 1545.11, 1352.67, 2.51307, 2.00885, 3.01144
0, 2110.00000, 1950.39, 1544.96, 1352.34, 2.51356, 2.00915, 3.01198
0, 2120.00000, 1950.4, 1544.97, 1352.21, 2.51357, 2.00909, 3.0122
0, 2130.00000, 1950.38, 1544.96, 1352.08, 2.51367, 2.00908, 3.01241
0, 2140.00000, 1950.32, 1544.91, 1351.88, 2.51397, 2.00917, 3.01272
0, 2150.00000, 1950.22, 1544.83, 1351.61, 2.51448, 2.00933, 3.01314
0, 2160.00000, 1950.07, 1544.68, 1351.28, 2.51518, 2.00964, 3.01366
0, 2170.00000, 1949.92, 1544.54, 1350.94, 2.51589, 2.00995, 3.01418
0, 2180.00000, 1949.87, 1544.56, 1350.8, 2.51621, 2.00989, 3.01438
0, 2190.00000, 1949.82, 1544.53, 1350.64, 2.51651, 2.00993, 3.01464
0, 2200.00000, 1949.71, 1544.48, 1350.4, 2.51713, 2.01004, 3.01499
0, 2210.00000, 1949.57, 1544.38, 1350.12, 2.51785, 2.01025, 3.01539
0, 2220.00000, 1949.39, 1544.24, 1349.78, 2.51876, 2.01056, 3.0159
0, 2230.00000, 1949.19, 1544.07, 1349.44, 2.51978, 2.01093, 3.0164
0, 2240.00000, 1949.12, 1544.1, 1349.3, 2.5202, 2.01088, 3.01659
0, 2250.00000, 1949.02, 1544.07, 1349.13, 2.52083, 2.01093, 3.01683
0, 2260.00000, 1948.89, 1544, 1348.88, 2.52155, 2.01109, 3.01717
0, 2270.00000, 1948.7, 1543.91, 1348.6, 2.52258, 2.0113, 3.01756
0, 2280.00000, 1948.5, 1543.77, 1348.26, 2.5236, 2.01162, 3.01806
0, 2290.00000, 1948.27, 1543.61, 1347.91, 2.52482, 2.012, 3.01855
0, 2300.00000, 1948.17, 1543.61, 1347.77, 2.52545, 2.012, 3.01872
0, 2310.00000, 1948.04, 1543.59, 1347.59, 2.52619, 2.01206, 3.01895
0, 2320.00000, 1947.88, 1543.55, 1347.37, 2.52712, 2.01217, 3.01923
0, 2330.00000, 1947.67, 1543.43, 1347.09, 2.52825, 2.01244, 3.01961
0, 2340.00000, 1947.44, 1543.3, 1346.77, 2.52948, 2.01277, 3.02004
0, 2350.00000, 1947.19, 1543.14, 1346.42, 2.53081, 2.01315, 3.02052
0, 2360.00000, 1947.04, 1543.15, 1346.3, 2.53176, 2.01316, 3.02062
0, 2370.00000, 1946.89, 1543.13, 1346.12, 2.5327, 2.01322, 3.02084
0, 2380.00000, 1946.7, 1543.07, 1345.93, 2.53373, 2.01339, 3.02105
0, 2390.00000, 1946.48, 1542.99, 1345.67, 2.53497, 2.01362, 3.02137
0, 2400.00000, 1946.24, 1542.88, 1345.35, 2.53631, 2.01389, 3.02179
0, 2410.00000, 1946, 1542.74, 1345.03, 2.53764, 2.01422, 3.02221
0, 2420.00000, 1945.9, 1542.77, 1344.95, 2.53828, 2.01417, 3.02227
0, 2430.00000, 1945.78, 1542.78, 1344.84, 2.53901, 2.01418, 3.02239
0, 2440.00000, 1945.64, 1542.76, 1344.69, 2.53985, 2.01424, 3.02256
0, 2450.00000, 1945.48, 1542.72, 1344.51, 2.54078, 2.01436, 3.02278
0, 2460.00000, 1945.29, 1542.63, 1344.26, 2.54181, 2.01458, 3.0231
0, 2470.00000, 1945.08, 1542.52, 1343.98, 2.54293, 2.01485, 3.02348
0, 2480.00000, 1945.01, 1542.57, 1343.93, 2.54347, 2.01475, 3.02349
0, 2490.00000, 1944.89, 1542.61, 1343.88, 2.54421, 2.01471, 3.0235
0, 2500.00000, 1944.74, 1542.62, 1343.76, 2.54515, 2.01472, 3.0236
0, 2510.00000, 1944.56, 1542.58, 1343.6, 2.54619, 2.01484, 3.02376
0, 2520.00000, 1944.34, 1542.5, 1343.38, 2.54743, 2.01507, 3.02402
0, 2530.00000, 1944.12, 1542.39, 1343.13, 2.54866, 2.01535, 3.02433
0, 2540.00000, 1944.02, 1542.48, 1343.14, 2.54941, 2.01521, 3.02422
0, 2550.00000, 1943.89, 1542.53, 1343.08, 2.55026, 2.01512, 3.02422
0, 2560.00000, 1943.74, 1542.55, 1343.03, 2.5512, 2.01514, 3.02421
0, 2570.00000, 1943.54, 1542.52, 1342.9, 2.55235, 2.01526, 3.02431
0, 2580.00000, 1943.33, 1542.46, 1342.71, 2.55359, 2.01544, 3.02451
0, 2590.00000, 1943.1, 1542.4, 1342.52, 2.55493, 2.01561, 3.02471
0, 2600.00000, 1942.97, 1542.49, 1342.55, 2.55579, 2.01548, 3.02454
0, 2610.00000, 1942.85, 1542.55, 1342.56, 2.55664, 2.0154, 3.02442
0, 2620.00000, 1942.69, 1542.59, 1342.53, 2.55769, 2.01537, 3.02436
0, 2630.00000, 1942.5, 1542.59, 1342.44, 2.55884, 2.01544, 3.0244
0, 2640.00000, 1942.27, 1542.56, 1342.31, 2.56019, 2.01557, 3.02448
0, 2650.00000, 1942.02, 1542.51, 1342.17, 2.56164, 2.01576, 3.02456
0, 2660.00000, 1941.9, 1542.62, 1342.25, 2.5625, 2.01557, 3.02433
0, 2670.00000, 1941.75, 1542.74, 1342.31, 2.56357, 2.01539, 3.02409
0, 2680.00000, 1941.59, 1542.78, 1342.31, 2.56462, 2.01536, 3.02397
0, 2690.00000, 1941.39, 1542.83, 1342.28, 2.56588, 2.01534, 3.02389
0, 2700.00000, 1941.15, 1542.8, 1342.21, 2.56734, 2.01548, 3.02386
0, 2710.00000, 1940.89, 1542.78, 1342.07, 2.56889, 2.01561, 3.02393
0, 2720.00000, 1940.76, 1542.92, 1342.2, 2.56986, 2.01538, 3.02359
0, 2730.00000, 1940.63, 1543.04, 1342.33, 2.57083, 2.0152, 3.02325
0, 2740.00000, 1940.44, 1543.14, 1342.39, 2.5721, 2.01508, 3.023
0, 2750.00000, 1940.23, 1543.19, 1342.39, 2.57347, 2.01506, 3.02286
0, 2760.00000, 1939.99, 1543.21, 1342.35, 2.57493, 2.0151, 3.02277
0, 2770.00000, 1939.72, 1543.22, 1342.3, 2.5766, 2.01519, 3.02267
0, 2780.00000, 1939.59, 1543.39, 1342.46, 2.57757, 2.01491, 3.02227
0, 2790.00000, 1939.43, 1543.54, 1342.62, 2.57875, 2.01468, 3.02185
0, 2800.00000, 1939.25, 1543.66, 1342.71, 2.58003, 2.01451, 3.02155
0, 2810.00000, 1939.04, 1543.73, 1342.77, 2.5814, 2.01444, 3.0213
0, 2820.00000, 1938.78, 1543.79, 1342.78, 2.58307, 2.01443, 3.02108
0, 2830.00000, 1938.51, 1543.82, 1342.77, 2.58474, 2.01447, 3.02092
0, 2840.00000, 1938.37, 1544.02, 1342.99, 2.58582, 2.01415, 3.02041
0, 2850.00000, 1938.21, 1544.19, 1343.21, 2.58701, 2.01387, 3.01988
0, 2860.00000, 1938.02, 1544.35, 1343.36, 2.58839, 2.01365, 3.01946
0, 2870.00000, 1937.8, 1544.45, 1343.45, 2.58987, 2.01354, 3.01914
0, 2880.00000, 1937.54, 1544.53, 1343.49, 2.59155, 2.01348, 3.01887
0, 2890.00000, 1937.26, 1544.59, 1343.54, 2.59332, 2.01347, 3.0186
0, 2900.00000, 1937.11, 1544.82, 1343.82, 2.59452, 2.0131, 3.01796
0, 2910.00000, 1936.94, 1545.04, 1344.04, 2.59581, 2.01272, 3.01742
0, 2920.00000, 1936.75, 1545.22, 1344.25, 2.5972, 2.01245, 3.01689
0, 2930.00000, 1936.52, 1545.35, 1344.4, 2.59879, 2.01229, 3.01645
0, 2940.00000, 1936.25, 1545.46, 1344.47, 2.60057, 2.01218, 3.01611
0, 2950.00000, 1935.97, 1545.55, 1344.55, 2.60235, 2.01213, 3.01578
0, 2960.00000, 1935.82, 1545.8, 1344.87, 2.60355, 2.0117, 3.01509
0, 2970.00000, 1935.66, 1546.05, 1345.14, 2.60485, 2.01128, 3.01444
0, 2980.00000, 1935.48, 1546.25, 1345.36, 2.60624, 2.01096, 3.0139
0, 2990.00000, 1935.23, 1546.43, 1345.53, 2.60794, 2.01069, 3.01339
0, 3000.00000, 1934.97, 1546.57, 1345.67, 2.60972, 2.01053, 3.01294
0, 3010.00000, 1934.68, 1546.71, 1345.81, 2.61161, 2.01038, 3.01249
0, 3020.00000, 1934.49, 1547.01, 1346.18, 2.61313, 2.00986, 3.01166
0, 3030.00000, 1934.3, 1547.3, 1346.51, 2.61464, 2.00939, 3.01088
0, 3040.00000, 1934.06, 1547.56, 1346.81, 2.61646, 2.00898, 3.01014
0, 3050.00000, 1933.79, 1547.77, 1347.07, 2.61837, 2.00867, 3.00946
0, 3060.00000, 1933.48, 1547.97, 1347.27, 2.62047, 2.00842, 3.00887
0, 3070.00000, 1933.15, 1548.16, 1347.46, 2.62268, 2.00817, 3.00828
0, 3080.00000, 1932.97, 1548.49, 1347.86, 2.6242, 2.00759, 3.00739
0, 3090.00000, 1932.77, 1548.82, 1348.23, 2.62583, 2.00702, 3.00654
0, 3100.00000, 1932.53, 1549.11, 1348.56, 2.62764, 2.00656, 3.00574
0, 3110.00000, 1932.27, 1549.35, 1348.82, 2.62945, 2.00619, 3.00506
0, 3120.00000, 1931.99, 1549.59, 1349.05, 2.63146, 2.00583, 3.00442
