hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps)
0, 3000.00000, 7288.17, 7238.42, 7250.7, 15.3448, 7.17755, 6.7577
0, 3060.00000, 7289.61, 7237.16, 7250.92, 15.2701, 7.18337, 6.79501
0, 3120.00000, 7290.71, 7235.98, 7251.47, 15.2364, 7.18955, 6.82922
0, 3180.00000, 7291.62, 7234.61, 7252.12, 15.2235, 7.20306, 6.86515
0, 3240.00000, 7292.34, 7233.07, 7252.79, 15.2311, 7.22437, 6.90294
0, 3300.00000, 7292.85, 7231.38, 7253.44, 15.2587, 7.25352, 6.94261
0, 3360.00000, 7293.16, 7229.55, 7253.99, 15.3047, 7.29032, 6.9841
0, 3420.00000, 7293.28, 7227.61, 7254.4, 15.3672, 7.33422, 7.02728
0, 3480.00000, 7293.22, 7225.59, 7254.61, 15.4435, 7.38437, 7.07181
0, 3540.00000, 7293.01, 7223.55, 7254.58, 15.5306, 7.4396, 7.11725
1, 0.00000, 7292.67, 7221.52, 7254.27, 15.625, 7.49843, 7.16297
1, 60.00000, 7292.24, 7219.55, 7253.65, 15.7231, 7.5591, 7.20818
1, 120.00000, 7291.86, 7217.29, 7252.39, 15.8103, 7.63486, 7.26234
1, 180.00000, 7291.44, 7215.23, 7250.85, 15.8945, 7.70726, 7.31322
1, 240.00000, 7291, 7213.48, 7249.09, 15.9735, 7.77258, 7.35876
1, 300.00000, 7290.56, 7212.13, 7247.17, 16.0448, 7.82733, 7.39697
1, 360.00000, 7290.13, 7211.25, 7245.17, 16.1065, 7.86825, 7.42604
1, 420.00000, 7289.74, 7210.91, 7243.16, 16.1571, 7.8926, 7.44433
1, 480.00000, 7289.39, 7211.17, 7241.22, 16.1954, 7.89825, 7.45054
1, 540.00000, 7289.09, 7212.04, 7239.42, 16.2207, 7.88383, 7.44374
1, 600.00000, 7288.84, 7213.54, 7237.86, 16.233, 7.84888, 7.42343
1, 660.00000, 7288.65, 7215.63, 7236.59, 16.2325, 7.79388, 7.38963
1, 720.00000, 7288.66, 7219.17, 7236.09, 16.2093, 7.68675, 7.32264
1, 780.00000, 7288.7, 7223.11, 7235.96, 16.1762, 7.56652, 7.24538
1, 840.00000, 7288.75, 7227.28, 7236.18, 16.1359, 7.4395, 7.16113
1, 900.00000, 7288.79, 7231.47, 7236.73, 16.0911, 7.31198, 7.07335
1, 960.00000, 7288.8, 7235.52, 7237.59, 16.0445, 7.19017, 6.98556
1, 1020.00000, 7288.76, 7239.24, 7238.72, 15.9988, 7.07995, 6.90127
1, 1080.00000, 7288.64, 7242.48, 7240.09, 15.9567, 6.98659, 6.82375
1, 1140.00000, 7288.41, 7245.09, 7241.65, 15.9202, 6.91457, 6.75596
1, 1200.00000, 7288.08, 7246.96, 7243.34, 15.8913, 6.86747, 6.70037
1, 1260.00000, 7287.63, 7248, 7245.13, 15.8713, 6.84791, 6.65889
1, 1320.00000, 7286.87, 7247.14, 7246.77, 15.8764, 6.89675, 6.6544
1, 1380.00000, 7286.01, 7245.46, 7248.43, 15.8904, 6.97252, 6.66397
1, 1440.00000, 7285.07, 7243.08, 7250.08, 15.9117, 7.07134, 6.68568
1, 1500.00000, 7284.1, 7240.13, 7251.69, 15.9383, 7.18837, 6.71707
1, 1560.00000, 7283.13, 7236.76, 7253.25, 15.9681, 7.31786, 6.75526
1, 1620.00000, 7282.18, 7233.16, 7254.73, 15.9986, 7.45331, 6.7971
1, 1680.00000, 7281.31, 7229.51, 7256.11, 16.0273, 7.58777, 6.83933
1, 1740.00000, 7280.54, 7226, 7257.38, 16.0519, 7.71424, 6.87871
1, 1800.00000, 7279.89, 7222.81, 7258.54, 16.0701, 7.82597, 6.91225
1, 1860.00000, 7279.39, 7220.12, 7259.56, 16.08, 7.91695, 6.93731
1, 1920.00000, 7279.41, 7219.12, 7260.56, 16.0567, 7.93701, 6.92988
1, 1980.00000, 7279.57, 7218.78, 7261.39, 16.0249, 7.93139, 6.91226
1, 2040.00000, 7279.85, 7219.07, 7262.05, 15.9863, 7.90228, 6.88544
1, 2100.00000, 7280.21, 7219.94, 7262.53, 15.9429, 7.85277, 6.85094
1, 2160.00000, 7280.63, 7221.32, 7262.81, 15.8972, 7.78676, 6.81071
1, 2220.00000, 7281.06, 7223.1, 7262.9, 15.8517, 7.70887, 6.76703
1, 2280.00000, 7281.47, 7225.18, 7262.77, 15.8087, 7.62402, 6.7224
1, 2340.00000, 7281.84, 7227.44, 7262.44, 15.7707, 7.53718, 6.67941
1, 2400.00000, 7282.14, 7229.75, 7261.91, 15.7398, 7.45314, 6.64057
1, 2460.00000, 7282.35, 7231.99, 7261.16, 15.7179, 7.37621, 6.60828
1, 2520.00000, 7282.12, 7233.51, 7260.41, 15.7205, 7.34102, 6.59465
1, 2580.00000, 7281.82, 7234.8, 7259.47, 15.7333, 7.3168, 6.59036
1, 2640.00000, 7281.46, 7235.84, 7258.31, 15.7553, 7.30321, 6.59595
1, 2700.00000, 7281.1, 7236.61, 7256.95, 15.7853, 7.29945, 6.6115
1, 2760.00000, 7280.78, 7237.08, 7255.38, 15.8218, 7.30416, 6.63669
1, 2820.00000, 7280.53, 7237.27, 7253.64, 15.8628, 7.31558, 6.67081
1, 2880.00000, 7280.39, 7237.19, 7251.72, 15.9065, 7.33158, 6.71277
1, 2940.00000, 7280.41, 7236.87, 7249.67, 15.9506, 7.34986, 6.76121
1, 3000.00000, 7280.6, 7236.34, 7247.51, 15.993, 7.368, 6.81443
1, 3060.00000, 7281.01, 7235.66, 7245.3, 16.0316, 7.38366, 6.87055
1, 3120.00000, 7282.06, 7235.09, 7242.8, 16.0485, 7.37279, 6.92563
1, 3180.00000, 7283.3, 7234.45, 7240.38, 16.0592, 7.35754, 6.9797
1, 3240.00000, 7284.68, 7233.75, 7238.12, 16.064, 7.33838, 7.03068
1, 3300.00000, 7286.14, 7233.04, 7236.11, 16.0631, 7.31612, 7.07661
1, 3360.00000, 7287.62, 7232.35, 7234.45, 16.057, 7.29173, 7.11562
1, 3420.00000, 7289.06, 7231.71, 7233.2, 16.0463, 7.26634, 7.14606
1, 3480.00000, 7290.41, 7231.14, 7232.45, 16.0317, 7.24119, 7.1665
1, 3540.00000, 7291.59, 7230.68, 7232.23, 16.0138, 7.21748, 7.17582
2, 0.00000, 7292.57, 7230.33, 7232.59, 15.9935, 7.1964, 7.17327
2, 60.00000, 7293.3, 7230.13, 7233.56, 15.9714, 7.17898, 7.15849
2, 120.00000, 7293.44, 7230.17, 7235.59, 15.9566, 7.17694, 7.12499
2, 180.00000, 7293.3, 7230.37, 7238.16, 15.9406, 7.17914, 7.08028
2, 240.00000, 7292.9, 7230.69, 7241.18, 15.923, 7.18526, 7.0259
2, 300.00000, 7292.28, 7231.13, 7244.56, 15.9035, 7.19481, 6.96368
2, 360.00000, 7291.46, 7231.66, 7248.17, 15.8815, 7.2072, 6.89568
2, 420.00000, 7290.5, 7232.26, 7251.91, 15.8569, 7.22172, 6.82416
2, 480.00000, 7289.44, 7232.9, 7255.66, 15.8294, 7.23764, 6.75149
2, 540.00000, 7288.34, 7233.56, 7259.28, 15.7989, 7.25422, 6.6801
2, 600.00000, 7287.24, 7234.2, 7262.68, 15.7655, 7.27074, 6.61232
2, 660.00000, 7286.2, 7234.8, 7265.73, 15.7294, 7.28659, 6.55038
2, 720.00000, 7285.52, 7235.28, 7268.04, 15.6788, 7.29075, 6.50018
2, 780.00000, 7284.96, 7235.67, 7269.86, 15.6278, 7.29427, 6.45931
2, 840.00000, 7284.52, 7235.97, 7271.17, 15.5785, 7.29776, 6.4288
2, 900.00000, 7284.21, 7236.17, 7271.96, 15.5332, 7.30199, 6.40946
2, 960.00000, 7284.02, 7236.27, 7272.21, 15.4938, 7.30777, 6.40178
2, 1020.00000, 7283.95, 7236.27, 7271.93, 15.4625, 7.31587, 6.40589
2, 1080.00000, 7283.99, 7236.18, 7271.17, 15.441, 7.32704, 6.42164
2, 1140.00000, 7284.12, 7235.99, 7269.94, 15.4311, 7.34188, 6.44854
2, 1200.00000, 7284.32, 7235.71, 7268.29, 15.4341, 7.36089, 6.48582
2, 1260.00000, 7284.57, 7235.37, 7266.29, 15.451, 7.38433, 6.53246
2, 1320.00000, 7284.83, 7235.15, 7264.34, 15.4842, 7.41863, 6.58235
2, 1380.00000, 7285.1, 7234.87, 7262.12, 15.5323, 7.45676, 6.63928
2, 1440.00000, 7285.34, 7234.52, 7259.67, 15.5947, 7.4978, 6.70212
2, 1500.00000, 7285.55, 7234.11, 7257.04, 15.6708, 7.54056, 6.76954
2, 1560.00000, 7285.69, 7233.63, 7254.26, 15.7592, 7.58365, 6.84007
2, 1620.00000, 7285.76, 7233.09, 7251.38, 15.8583, 7.62559, 6.91212
2, 1680.00000, 7285.74, 7232.51, 7248.46, 15.9659, 7.66479, 6.98405
2, 1740.00000, 7285.62, 7231.9, 7245.54, 16.0795, 7.6997, 7.05413
2, 1800.00000, 7285.4, 7231.27, 7242.69, 16.1963, 7.72887, 7.12064
2, 1860.00000, 7285.08, 7230.65, 7239.97, 16.3132, 7.75097, 7.18187
2, 1920.00000, 7284.61, 7229.85, 7237.12, 16.4289, 7.75964, 7.24102
2, 1980.00000, 7284.06, 7229.13, 7234.54, 16.5382, 7.75996, 7.29143
2, 2040.00000, 7283.45, 7228.52, 7232.31, 16.6381, 7.75184, 7.33126
2, 2100.00000, 7282.79, 7228.06, 7230.51, 16.7256, 7.73556, 7.35897
2, 2160.00000, 7282.11, 7227.8, 7229.2, 16.7981, 7.71159, 7.37335
2, 2220.00000, 7281.43, 7227.76, 7228.46, 16.8533, 7.68069, 7.37353
2, 2280.00000, 7280.77, 7227.98, 7228.31, 16.8896, 7.64374, 7.35904
2, 2340.00000, 7280.15, 7228.47, 7228.77, 16.9059, 7.60184, 7.32989
2, 2400.00000, 7279.59, 7229.25, 7229.85, 16.9017, 7.55617, 7.28651
2, 2460.00000, 7279.11, 7230.3, 7231.54, 16.8772, 7.50802, 7.22984
2, 2520.00000, 7278.95, 7232.08, 7234.33, 16.8154, 7.45458, 7.14734
2, 2580.00000, 7278.85, 7234.07, 7237.58, 16.737, 7.40156, 7.05584
2, 2640.00000, 7278.82, 7236.19, 7241.17, 16.6456, 7.35078, 6.95876
2, 2700.00000, 7278.82, 7238.35, 7244.98, 16.545, 7.30393, 6.85957
2, 2760.00000, 7278.83, 7240.47, 7248.88, 16.4395, 7.26256, 6.76178
2, 2820.00000, 7278.84, 7242.47, 7252.74, 16.333, 7.22804, 6.66872
2, 2880.00000, 7278.82, 7244.28, 7256.42, 16.2297, 7.20154, 6.58353
2, 2940.00000, 7278.76, 7245.81, 7259.83, 16.1334, 7.18392, 6.50891
2, 3000.00000, 7278.63, 7247, 7262.84, 16.0473, 7.17577, 6.44711
2, 3060.00000, 7278.43, 7247.83, 7265.38, 15.9741, 7.17729, 6.39979
2, 3120.00000, 7277.97, 7247.77, 7266.98, 15.9321, 7.19572, 6.38419
2, 3180.00000, 7277.44, 7247.32, 7268.04, 15.905, 7.22266, 6.38315
2, 3240.00000, 7276.87, 7246.55, 7268.56, 15.8921, 7.25652, 6.39504
2, 3300.00000, 7276.28, 7245.5, 7268.58, 15.8919, 7.29555, 6.41775
2, 3360.00000, 7275.7, 7244.24, 7268.16, 15.9024, 7.33779, 6.44878
2, 3420.00000, 7275.16, 7242.86, 7267.35, 15.9212, 7.38119, 6.48531
2, 3480.00000, 7274.68, 7241.43, 7266.23, 15.9455, 7.4237, 6.52444
2, 3540.00000, 7274.29, 7240.03, 7264.9, 15.9723, 7.46333, 6.5632
3, 0.00000, 7274.02, 7238.73, 7263.45, 15.9987, 7.49829, 6.59882
3, 60.00000, 7273.89, 7237.61, 7261.96, 16.0218, 7.52708, 6.62877
3, 120.00000, 7274.2, 7237.18, 7260.8, 16.0213, 7.53697, 6.6346
3, 180.00000, 7274.65, 7236.99, 7259.76, 16.0142, 7.53957, 6.63248
3, 240.00000, 7275.22, 7237.01, 7258.9, 16.0001, 7.53561, 6.62275
3, 300.00000, 7275.87, 7237.22, 7258.26, 15.9792, 7.52598, 6.60618
3, 360.00000, 7276.58, 7237.58, 7257.87, 15.9519, 7.51184, 6.58396
3, 420.00000, 7277.33, 7238.04, 7257.76, 15.9188, 7.49455, 6.55758
3, 480.00000, 7278.08, 7238.55, 7257.92, 15.8809, 7.4756, 6.52885
3, 540.00000, 7278.81, 7239.05, 7258.35, 15.8394, 7.45648, 6.49972
3, 600.00000, 7279.5, 7239.49, 7259.03, 15.7957, 7.4387, 6.47223
3, 660.00000, 7280.12, 7239.82, 7259.92, 15.7512, 7.42366, 6.44843
3, 720.00000, 7280.45, 7239.9, 7261.11, 15.7129, 7.41711, 6.43572
3, 780.00000, 7280.7, 7239.77, 7262.4, 15.6765, 7.41515, 6.42992
3, 840.00000, 7280.91, 7239.41, 7263.73, 15.6428, 7.41819, 6.43222
3, 900.00000, 7281.09, 7238.78, 7265.01, 15.6127, 7.42639, 6.44349
3, 960.00000, 7281.26, 7237.88, 7266.17, 15.5871, 7.43968, 6.46434
3, 1020.00000, 7281.45, 7236.72, 7267.13, 15.5665, 7.4577, 6.49504
3, 1080.00000, 7281.69, 7235.31, 7267.81, 15.5517, 7.47988, 6.53551
3, 1140.00000, 7281.98, 7233.67, 7268.15, 15.5431, 7.50538, 6.58531
3, 1200.00000, 7282.37, 7231.85, 7268.1, 15.5409, 7.5332, 6.64365
3, 1260.00000, 7282.84, 7229.89, 7267.62, 15.5455, 7.56213, 6.70939
3, 1320.00000, 7283.6, 7227.7, 7266.64, 15.5519, 7.59159, 6.7797
3, 1380.00000, 7284.44, 7225.51, 7265.21, 15.5655, 7.61952, 6.85433
3, 1440.00000, 7285.35, 7223.42, 7263.32, 15.5867, 7.64446, 6.93144
3, 1500.00000, 7286.3, 7221.52, 7261.01, 15.6158, 7.66501, 7.00901
3, 1560.00000, 7287.24, 7219.89, 7258.32, 15.6527, 7.67991, 7.08491
3, 1620.00000, 7288.15, 7218.62, 7255.32, 15.6974, 7.68806, 7.15694
3, 1680.00000, 7288.98, 7217.79, 7252.09, 15.7494, 7.68862, 7.22292
3, 1740.00000, 7289.69, 7217.45, 7248.72, 15.8085, 7.68097, 7.28077
3, 1800.00000, 7290.23, 7217.64, 7245.31, 15.8738, 7.66485, 7.32855
3, 1860.00000, 7290.57, 7218.41, 7241.98, 15.9446, 7.64026, 7.36454
3, 1920.00000, 7290.94, 7220.08, 7238.54, 16.0118, 7.59796, 7.38778
3, 1980.00000, 7291.01, 7222.29, 7235.41, 16.0826, 7.54909, 7.39678
3, 2040.00000, 7290.75, 7224.97, 7232.75, 16.1565, 7.49555, 7.39067
3, 2100.00000, 7290.1, 7228.04, 7230.67, 16.2326, 7.43937, 7.36907
3, 2160.00000, 7289.06, 7231.41, 7229.28, 16.3097, 7.38264, 7.33205
3, 2220.00000, 7287.61, 7234.97, 7228.67, 16.3864, 7.32747, 7.2801
3, 2280.00000, 7285.76, 7238.63, 7228.88, 16.461, 7.27594, 7.21419
3, 2340.00000, 7283.54, 7242.25, 7229.97, 16.5317, 7.22991, 7.13572
3, 2400.00000, 7281.01, 7245.73, 7231.91, 16.5964, 7.19106, 7.04648
3, 2460.00000, 7278.23, 7248.95, 7234.67, 16.6529, 7.16079, 6.94868
3, 2520.00000, 7274.49, 7251.98, 7239.22, 16.7148, 7.14578, 6.83063
3, 2580.00000, 7270.81, 7254.48, 7244.31, 16.7612, 7.1413, 6.71084
3, 2640.00000, 7267.31, 7256.41, 7249.77, 16.7902, 7.14628, 6.59295
3, 2700.00000, 7264.15, 7257.71, 7255.36, 16.7987, 7.16009, 6.48094
3, 2760.00000, 7261.52, 7258.3, 7260.87, 16.7839, 7.18171, 6.3786
3, 2820.00000, 7259.62, 7258.14, 7266.02, 16.7425, 7.20999, 6.29023
3, 2880.00000, 7258.47, 7257.28, 7270.71, 16.6762, 7.2429, 6.21702
3, 2940.00000, 7258.23, 7255.7, 7274.71, 16.5829, 7.27899, 6.16224
3, 3000.00000, 7258.96, 7253.44, 7277.86, 16.463, 7.31639, 6.1276
3, 3060.00000, 7260.72, 7250.57, 7280.03, 16.3179, 7.35324, 6.11405
3, 3120.00000, 7264.79, 7246.48, 7279.93, 16.1167, 7.38675, 6.14539
3, 3180.00000, 7269.7, 7242.08, 7278.8, 15.8999, 7.41572, 6.19586
3, 3240.00000, 7275.25, 7237.52, 7276.79, 15.674, 7.43938, 6.26158
3, 3300.00000, 7281.21, 7233, 7274.04, 15.4464, 7.4566, 6.33861
3, 3360.00000, 7287.35, 7228.71, 7270.73, 15.2247, 7.4665, 6.42271
3, 3420.00000, 7293.42, 7224.82, 7267.04, 15.0166, 7.46855, 6.50944
3, 3480.00000, 7299.18, 7221.51, 7263.18, 14.829, 7.46253, 6.59445
3, 3540.00000, 7304.39, 7218.91, 7259.34, 14.6683, 7.44861, 6.67366
4, 0.00000, 7308.87, 7217.12, 7255.74, 14.5399, 7.4273, 6.74343
4, 60.00000, 7312.42, 7216.21, 7252.53, 14.4482, 7.39947, 6.8008
4, 120.00000, 7313.58, 7217.5, 7251.28, 14.4266, 7.35529, 6.80694
4, 180.00000, 7313.74, 7219.56, 7250.55, 14.443, 7.30827, 6.80067
4, 240.00000, 7312.95, 7222.26, 7250.34, 14.4965, 7.26116, 6.78435
4, 300.00000, 7311.3, 7225.4, 7250.59, 14.5839, 7.21681, 6.76129
4, 360.00000, 7308.92, 7228.77, 7251.19, 14.7009, 7.17808, 6.73522
4, 420.00000, 7305.97, 7232.17, 7252.06, 14.8426, 7.14771, 6.71006
4, 480.00000, 7302.62, 7235.39, 7253.07, 15.0034, 7.12823, 6.68974
4, 540.00000, 7299.04, 7238.22, 7254.1, 15.1771, 7.1218, 6.67792
4, 600.00000, 7295.37, 7240.53, 7255.03, 15.3592, 7.12951, 6.67775
4, 660.00000, 7291.91, 7242.03, 7255.78, 15.5386, 7.15447, 6.69203
4, 720.00000, 7289.86, 7241.41, 7255.27, 15.6886, 7.21058, 6.75887
4, 780.00000, 7288.13, 7239.96, 7254.46, 15.8297, 7.28241, 6.83984
4, 840.00000, 7286.69, 7237.82, 7253.4, 15.9603, 7.36757, 6.9317
4, 900.00000, 7285.54, 7235.09, 7252.12, 16.0789, 7.4635, 7.0306
4, 960.00000, 7284.61, 7231.92, 7250.68, 16.1844, 7.56718, 7.13216
4, 1020.00000, 7283.86, 7228.47, 7249.17, 16.2768, 7.67529, 7.23171
4, 1080.00000, 7283.22, 7224.93, 7247.67, 16.3563, 7.78431, 7.32448
4, 1140.00000, 7282.6, 7221.49, 7246.26, 16.4241, 7.89072, 7.40588
4, 1200.00000, 7281.93, 7218.31, 7245.04, 16.4813, 7.99111, 7.47176
4, 1260.00000, 7281.14, 7215.56, 7244.1, 16.5299, 8.08239, 7.51862
4, 1320.00000, 7279.5, 7214.56, 7244.16, 16.5723, 8.14223, 7.50784
4, 1380.00000, 7277.66, 7214.17, 7244.55, 16.6104, 8.18943, 7.47682
4, 1440.00000, 7275.65, 7214.34, 7245.26, 16.6457, 8.22451, 7.42817
4, 1500.00000, 7273.51, 7215.04, 7246.25, 16.6803, 8.24818, 7.3651
4, 1560.00000, 7271.27, 7216.18, 7247.47, 16.7159, 8.26149, 7.29134
4, 1620.00000, 7268.99, 7217.67, 7248.86, 16.754, 8.2659, 7.21101
4, 1680.00000, 7266.72, 7219.42, 7250.36, 16.7957, 8.26308, 7.12833
4, 1740.00000, 7264.52, 7221.3, 7251.92, 16.8418, 8.2548, 7.04751
4, 1800.00000, 7262.47, 7223.21, 7253.47, 16.8925, 8.24287, 6.97249
4, 1860.00000, 7260.61, 7225.02, 7254.96, 16.9476, 8.22904, 6.90679
4, 1920.00000, 7259.27, 7226.06, 7256.14, 17.0225, 8.22916, 6.8785
4, 1980.00000, 7258.22, 7226.84, 7257.17, 17.0987, 8.22919, 6.86264
4, 2040.00000, 7257.47, 7227.36, 7258.01, 17.1735, 8.22881, 6.85883
4, 2100.00000, 7257.05, 7227.6, 7258.64, 17.2437, 8.22767, 6.86617
4, 2160.00000, 7256.94, 7227.56, 7259.04, 17.3064, 8.22528, 6.88323
4, 2220.00000, 7257.16, 7227.26, 7259.2, 17.3586, 8.22104, 6.90817
4, 2280.00000, 7257.69, 7226.73, 7259.12, 17.3978, 8.21428, 6.93884
4, 2340.00000, 7258.51, 7226.02, 7258.8, 17.4217, 8.2044, 6.97288
4, 2400.00000, 7259.58, 7225.16, 7258.26, 17.4289, 8.19083, 7.00786
4, 2460.00000, 7260.87, 7224.22, 7257.51, 17.4187, 8.17315, 7.0414
4, 2520.00000, 7262.51, 7223.41, 7256.66, 17.3507, 8.13687, 7.05062
4, 2580.00000, 7264.26, 7222.61, 7255.66, 17.2699, 8.09753, 7.05616
4, 2640.00000, 7266.05, 7221.89, 7254.54, 17.1818, 8.05653, 7.05828
4, 2700.00000, 7267.79, 7221.27, 7253.34, 17.0918, 8.01525, 7.05753
4, 2760.00000, 7269.43, 7220.81, 7252.09, 17.0058, 7.97508, 7.05462
4, 2820.00000, 7270.89, 7220.54, 7250.83, 16.9293, 7.93731, 7.05044
4, 2880.00000, 7272.13, 7220.49, 7249.59, 16.8674, 7.90313, 7.04589
4, 2940.00000, 7273.08, 7220.67, 7248.41, 16.8243, 7.87351, 7.04193
4, 3000.00000, 7273.73, 7221.1, 7247.31, 16.8037, 7.84926, 7.03941
4, 3060.00000, 7274.03, 7221.78, 7246.33, 16.808, 7.83093, 7.03906
4, 3120.00000, 7273.68, 7223.05, 7245.65, 16.8828, 7.82827, 7.05279
4, 3180.00000, 7273, 7224.51, 7245.11, 16.9803, 7.83103, 7.0686
4, 3240.00000, 7272.03, 7226.1, 7244.72, 17.0952, 7.83838, 7.08569
4, 3300.00000, 7270.83, 7227.76, 7244.46, 17.2216, 7.84915, 7.1031
4, 3360.00000, 7269.45, 7229.42, 7244.33, 17.3528, 7.86199, 7.11974
4, 3420.00000, 7267.95, 7231.01, 7244.32, 17.4816, 7.8754, 7.13447
4, 3480.00000, 7266.41, 7232.47, 7244.42, 17.6008, 7.88788, 7.14614
4, 3540.00000, 7264.89, 7233.75, 7244.61, 17.7038, 7.8979, 7.15365
5, 0.00000, 7263.46, 7234.8, 7244.87, 17.7843, 7.90411, 7.15603
5, 60.00000, 7262.16, 7235.59, 7245.19, 17.8373, 7.90532, 7.1525
5, 120.00000, 7261.56, 7235.56, 7245.41, 17.8061, 7.89019, 7.13476
5, 180.00000, 7261.14, 7235.28, 7245.67, 17.7462, 7.86986, 7.11104
5, 240.00000, 7260.88, 7234.81, 7245.97, 17.6618, 7.84497, 7.08205
5, 300.00000, 7260.74, 7234.21, 7246.31, 17.5583, 7.81653, 7.04875
5, 360.00000, 7260.68, 7233.55, 7246.7, 17.4417, 7.78577, 7.01229
5, 420.00000, 7260.68, 7232.9, 7247.12, 17.3184, 7.75403, 6.97398
5, 480.00000, 7260.69, 7232.33, 7247.57, 17.1951, 7.72269, 6.93523
5, 540.00000, 7260.67, 7231.89, 7248.05, 17.0782, 7.69313, 6.89753
5, 600.00000, 7260.58, 7231.64, 7248.55, 16.9737, 7.66667, 6.86238
5, 660.00000, 7260.41, 7231.61, 7249.05, 16.8867, 7.64452, 6.83122
