hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps)
5, 720.00000, 7259.64, 7232.69, 7249.91, 16.8604, 7.63011, 6.80189
5, 780.00000, 7258.79, 7233.95, 7250.7, 16.856, 7.62166, 6.77943
5, 840.00000, 7257.91, 7235.31, 7251.39, 16.8723, 7.62012, 6.76529
5, 900.00000, 7257.04, 7236.65, 7251.91, 16.9074, 7.62603, 6.76071
5, 960.00000, 7256.24, 7237.88, 7252.23, 16.9588, 7.63966, 6.76662
5, 1020.00000, 7255.55, 7238.9, 7252.29, 17.0236, 7.66106, 6.78367
5, 1080.00000, 7255.01, 7239.63, 7252.07, 17.0982, 7.68997, 6.81213
5, 1140.00000, 7254.68, 7239.97, 7251.54, 17.1789, 7.72587, 6.8519
5, 1200.00000, 7254.57, 7239.86, 7250.67, 17.2619, 7.76793, 6.90247
5, 1260.00000, 7254.71, 7239.27, 7249.46, 17.3435, 7.81507, 6.96293
5, 1320.00000, 7255.83, 7237.3, 7247.54, 17.3822, 7.86505, 7.04259
5, 1380.00000, 7257.17, 7234.88, 7245.33, 17.416, 7.91765, 7.12836
5, 1440.00000, 7258.63, 7232.14, 7242.91, 17.4462, 7.97119, 7.2173
5, 1500.00000, 7260.13, 7229.2, 7240.36, 17.4741, 8.02416, 7.30638
5, 1560.00000, 7261.59, 7226.2, 7237.75, 17.5013, 8.07506, 7.39256
5, 1620.00000, 7262.92, 7223.26, 7235.17, 17.5297, 8.12246, 7.47288
5, 1680.00000, 7264.06, 7220.52, 7232.7, 17.5608, 8.165, 7.54465
5, 1740.00000, 7264.93, 7218.12, 7230.42, 17.5964, 8.20148, 7.60554
5, 1800.00000, 7265.49, 7216.17, 7228.4, 17.6377, 8.23089, 7.65372
5, 1860.00000, 7265.7, 7214.75, 7226.69, 17.6858, 8.25243, 7.68793
5, 1920.00000, 7264.86, 7214.86, 7225.88, 17.7664, 8.26033, 7.68708
5, 1980.00000, 7263.72, 7215.55, 7225.41, 17.8526, 8.25971, 7.67339
5, 2040.00000, 7262.38, 7216.76, 7225.22, 17.9408, 8.25129, 7.64946
5, 2100.00000, 7260.95, 7218.37, 7225.25, 18.0281, 8.23582, 7.61824
5, 2160.00000, 7259.54, 7220.29, 7225.45, 18.111, 8.2142, 7.58298
5, 2220.00000, 7258.27, 7222.39, 7225.74, 18.1861, 8.18757, 7.5471
5, 2280.00000, 7257.26, 7224.54, 7226.04, 18.25, 8.15718, 7.514
5, 2340.00000, 7256.61, 7226.61, 7226.29, 18.2998, 8.12434, 7.48692
5, 2400.00000, 7256.42, 7228.46, 7226.41, 18.3329, 8.09047, 7.46877
5, 2460.00000, 7256.77, 7229.98, 7226.36, 18.3472, 8.05696, 7.46208
5, 2520.00000, 7258.28, 7230.5, 7225.8, 18.3173, 8.02998, 7.48566
5, 2580.00000, 7260.37, 7230.53, 7225, 18.2687, 8.0058, 7.52253
5, 2640.00000, 7262.98, 7230.07, 7223.97, 18.2044, 7.98503, 7.57185
5, 2700.00000, 7266.03, 7229.12, 7222.71, 18.1274, 7.96839, 7.63226
5, 2760.00000, 7269.5, 7227.66, 7221.24, 18.0394, 7.95698, 7.70224
5, 2820.00000, 7273.15, 7225.81, 7219.63, 17.9484, 7.95055, 7.7787
5, 2880.00000, 7276.91, 7223.58, 7217.92, 17.8566, 7.94995, 7.85929
5, 2940.00000, 7280.65, 7221.04, 7216.18, 17.7686, 7.95564, 7.94103
5, 3000.00000, 7284.22, 7218.26, 7214.46, 17.6883, 7.96801, 8.02089
5, 3060.00000, 7287.42, 7215.38, 7212.88, 17.6216, 7.98663, 8.09538
5, 3120.00000, 7290.31, 7212.7, 7211.45, 17.5761, 8.00026, 8.15123
5, 3180.00000, 7292.64, 7209.99, 7210.28, 17.5478, 8.02251, 8.19768
5, 3240.00000, 7294.29, 7207.27, 7209.45, 17.5385, 8.05468, 8.2335
5, 3300.00000, 7295.15, 7204.6, 7209, 17.549, 8.09781, 8.25777
5, 3360.00000, 7295.16, 7202.01, 7209, 17.5797, 8.15262, 8.26999
5, 3420.00000, 7294.28, 7199.54, 7209.49, 17.6302, 8.21954, 8.27007
5, 3480.00000, 7292.47, 7197.22, 7210.47, 17.6994, 8.29864, 8.25835
5, 3540.00000, 7289.76, 7195.07, 7211.97, 17.7856, 8.38955, 8.23549
6, 0.00000, 7286.11, 7193.12, 7214, 17.8886, 8.49185, 8.20193
6, 60.00000, 7281.74, 7191.38, 7216.44, 18.0019, 8.60343, 8.16017
6, 120.00000, 7276.16, 7189.78, 7219.87, 18.1158, 8.7419, 8.1088
6, 180.00000, 7270.08, 7188.42, 7223.58, 18.2356, 8.8849, 8.05228
6, 240.00000, 7263.72, 7187.3, 7227.45, 18.3579, 9.0281, 7.99273
6, 300.00000, 7257.28, 7186.43, 7231.34, 18.4793, 9.16684, 7.93233
6, 360.00000, 7251, 7185.83, 7235.1, 18.5963, 9.29634, 7.87315
6, 420.00000, 7245.09, 7185.48, 7238.61, 18.7052, 9.41188, 7.81716
6, 480.00000, 7239.77, 7185.4, 7241.74, 18.8025, 9.50905, 7.76614
6, 540.00000, 7235.23, 7185.58, 7244.38, 18.8847, 9.58399, 7.72159
6, 600.00000, 7231.65, 7186, 7246.44, 18.9486, 9.6336, 7.68472
6, 660.00000, 7229.19, 7186.61, 7247.84, 18.9899, 9.65594, 7.6567
6, 720.00000, 7228.69, 7187.66, 7247.85, 19.0142, 9.61971, 7.64404
6, 780.00000, 7229.36, 7188.86, 7247.23, 19.0122, 9.55764, 7.64015
6, 840.00000, 7231.15, 7190.15, 7246.06, 18.9826, 9.47375, 7.64401
6, 900.00000, 7233.95, 7191.46, 7244.46, 18.9243, 9.37271, 7.65447
6, 960.00000, 7237.71, 7192.75, 7242.52, 18.8352, 9.25933, 7.67066
6, 1020.00000, 7242.14, 7193.94, 7240.42, 18.7196, 9.13995, 7.69004
6, 1080.00000, 7247.12, 7195.01, 7238.28, 18.5774, 9.01958, 7.71137
6, 1140.00000, 7252.45, 7195.93, 7236.24, 18.4109, 8.90343, 7.73292
6, 1200.00000, 7257.93, 7196.67, 7234.41, 18.2232, 8.79627, 7.75302
6, 1260.00000, 7263.37, 7197.22, 7232.9, 18.0181, 8.70219, 7.77013
6, 1320.00000, 7268.04, 7197.41, 7232.7, 17.7788, 8.649, 7.77072
6, 1380.00000, 7272.34, 7197.44, 7232.92, 17.5338, 8.61262, 7.76688
6, 1440.00000, 7276.16, 7197.33, 7233.53, 17.2904, 8.5929, 7.75887
6, 1500.00000, 7279.44, 7197.11, 7234.48, 17.0561, 8.58899, 7.74712
6, 1560.00000, 7282.05, 7196.85, 7235.69, 16.8393, 8.59916, 7.73252
6, 1620.00000, 7284.06, 7196.53, 7237.12, 16.6439, 8.62191, 7.71527
6, 1680.00000, 7285.38, 7196.23, 7238.68, 16.4776, 8.65452, 7.69637
6, 1740.00000, 7286.02, 7195.98, 7240.28, 16.3456, 8.69418, 7.67667
6, 1800.00000, 7286, 7195.84, 7241.83, 16.2522, 8.73786, 7.65694
6, 1860.00000, 7285.35, 7195.82, 7243.25, 16.2003, 8.78252, 7.63791
6, 1920.00000, 7284.36, 7196.32, 7243.85, 16.2156, 8.80445, 7.62868
6, 1980.00000, 7282.84, 7196.98, 7244.23, 16.2723, 8.82335, 7.62067
6, 2040.00000, 7280.83, 7197.79, 7244.42, 16.3678, 8.83882, 7.61331
6, 2100.00000, 7278.39, 7198.72, 7244.43, 16.498, 8.8507, 7.60611
6, 2160.00000, 7275.59, 7199.75, 7244.29, 16.6582, 8.85908, 7.59855
6, 2220.00000, 7272.48, 7200.86, 7244.04, 16.8424, 8.86436, 7.59009
6, 2280.00000, 7269.1, 7202.05, 7243.71, 17.0464, 8.86666, 7.5803
6, 2340.00000, 7265.62, 7203.22, 7243.36, 17.2601, 8.86763, 7.56856
6, 2400.00000, 7262.06, 7204.36, 7243.02, 17.4783, 8.8677, 7.55464
6, 2460.00000, 7258.51, 7205.45, 7242.72, 17.6947, 8.86772, 7.53835
6, 2520.00000, 7255.19, 7206.19, 7243.09, 17.8735, 8.87744, 7.51004
6, 2580.00000, 7252, 7206.86, 7243.49, 18.0413, 8.8879, 7.48046
6, 2640.00000, 7249.04, 7207.43, 7243.91, 18.1942, 8.89928, 7.45095
6, 2700.00000, 7246.26, 7207.98, 7244.29, 18.3343, 8.9108, 7.42266
6, 2760.00000, 7243.74, 7208.5, 7244.6, 18.459, 8.92255, 7.39705
6, 2820.00000, 7241.5, 7209, 7244.8, 18.5679, 8.93429, 7.37555
6, 2880.00000, 7239.57, 7209.47, 7244.85, 18.6612, 8.94573, 7.35945
6, 2940.00000, 7237.97, 7209.94, 7244.71, 18.7397, 8.95662, 7.34997
6, 3000.00000, 7236.7, 7210.41, 7244.36, 18.8042, 8.96671, 7.34816
6, 3060.00000, 7235.76, 7210.86, 7243.78, 18.856, 8.97583, 7.35486
6, 3120.00000, 7235.02, 7211.71, 7242.63, 18.9095, 8.97711, 7.37383
6, 3180.00000, 7234.62, 7212.5, 7241.27, 18.9517, 8.97775, 7.40198
6, 3240.00000, 7234.56, 7213.17, 7239.75, 18.9825, 8.97846, 7.43895
6, 3300.00000, 7234.83, 7213.67, 7238.13, 19.0021, 8.9799, 7.48418
6, 3360.00000, 7235.42, 7213.95, 7236.46, 19.0104, 8.98275, 7.53688
6, 3420.00000, 7236.32, 7213.94, 7234.82, 19.0076, 8.98759, 7.596
6, 3480.00000, 7237.52, 7213.6, 7233.25, 18.9936, 8.99499, 7.66028
6, 3540.00000, 7238.98, 7212.9, 7231.83, 18.9685, 9.00542, 7.72828
7, 0.00000, 7240.69, 7211.8, 7230.61, 18.9324, 9.01924, 7.79845
7, 60.00000, 7242.62, 7210.28, 7229.65, 18.8855, 9.03668, 7.86912
7, 120.00000, 7244.88, 7208.1, 7229.28, 18.8224, 9.06069, 7.93859
7, 180.00000, 7247.27, 7205.52, 7229.22, 18.7498, 9.08821, 8.00518
7, 240.00000, 7249.72, 7202.6, 7229.48, 18.6688, 9.11872, 8.06732
7, 300.00000, 7252.19, 7199.38, 7230.04, 18.5808, 9.15171, 8.12351
7, 360.00000, 7254.62, 7195.95, 7230.88, 18.487, 9.18651, 8.17238
7, 420.00000, 7256.95, 7192.37, 7231.96, 18.3889, 9.22246, 8.21283
7, 480.00000, 7259.14, 7188.72, 7233.25, 18.2882, 9.25881, 8.24395
7, 540.00000, 7261.13, 7185.08, 7234.71, 18.1864, 9.29482, 8.26521
7, 600.00000, 7262.89, 7181.55, 7236.27, 18.0853, 9.32981, 8.27635
7, 660.00000, 7264.39, 7178.19, 7237.89, 17.9867, 9.3631, 8.27751
7, 720.00000, 7265.67, 7175.32, 7239.56, 17.8759, 9.38631, 8.25965
7, 780.00000, 7266.64, 7172.76, 7241.17, 17.7724, 9.40734, 8.23388
7, 840.00000, 7267.29, 7170.55, 7242.65, 17.6791, 9.42651, 8.2022
7, 900.00000, 7267.6, 7168.72, 7243.95, 17.5987, 9.44411, 8.16672
7, 960.00000, 7267.58, 7167.3, 7245.01, 17.5334, 9.46043, 8.12967
7, 1020.00000, 7267.25, 7166.29, 7245.8, 17.485, 9.47573, 8.0932
7, 1080.00000, 7266.64, 7165.69, 7246.29, 17.4546, 9.49027, 8.05941
7, 1140.00000, 7265.77, 7165.51, 7246.45, 17.4429, 9.50416, 8.03014
7, 1200.00000, 7264.68, 7165.71, 7246.28, 17.4494, 9.51751, 8.00694
7, 1260.00000, 7263.43, 7166.28, 7245.78, 17.4732, 9.53023, 7.99102
7, 1320.00000, 7261.84, 7167.28, 7244.83, 17.5397, 9.54894, 7.99191
7, 1380.00000, 7260.21, 7168.57, 7243.6, 17.6175, 9.56604, 8.00051
7, 1440.00000, 7258.61, 7170.1, 7242.16, 17.7011, 9.58057, 8.01595
7, 1500.00000, 7257.12, 7171.8, 7240.55, 17.7852, 9.59153, 8.03703
7, 1560.00000, 7255.82, 7173.62, 7238.85, 17.8643, 9.59786, 8.06228
7, 1620.00000, 7254.75, 7175.51, 7237.12, 17.9329, 9.59859, 8.08996
7, 1680.00000, 7253.99, 7177.43, 7235.42, 17.9864, 9.59279, 8.11819
7, 1740.00000, 7253.55, 7179.31, 7233.83, 18.0207, 9.57972, 8.14501
7, 1800.00000, 7253.48, 7181.13, 7232.39, 18.0328, 9.55884, 8.16846
7, 1860.00000, 7253.77, 7182.84, 7231.16, 18.0206, 9.52991, 8.18668
7, 1920.00000, 7254.99, 7184.28, 7230.48, 17.9362, 9.48149, 8.1907
7, 1980.00000, 7256.5, 7185.58, 7230.05, 17.8316, 9.42643, 8.18697
7, 2040.00000, 7258.19, 7186.76, 7229.88, 17.7133, 9.36635, 8.17511
7, 2100.00000, 7259.94, 7187.83, 7229.94, 17.5881, 9.30312, 8.15493
7, 2160.00000, 7261.65, 7188.79, 7230.2, 17.4631, 9.2387, 8.12657
7, 2220.00000, 7263.22, 7189.68, 7230.62, 17.3458, 9.17517, 8.09046
7, 2280.00000, 7264.54, 7190.52, 7231.15, 17.2432, 9.11451, 8.04736
7, 2340.00000, 7265.52, 7191.33, 7231.76, 17.1616, 9.05861, 7.99825
7, 2400.00000, 7266.1, 7192.12, 7232.4, 17.1066, 9.00914, 7.9444
7, 2460.00000, 7266.2, 7192.93, 7233, 17.0827, 8.9675, 7.88722
7, 2520.00000, 7265.21, 7194.05, 7233.48, 17.1321, 8.94192, 7.82487
7, 2580.00000, 7263.75, 7195.19, 7233.83, 17.2142, 8.92517, 7.76273
7, 2640.00000, 7261.89, 7196.32, 7234.04, 17.3252, 8.91711, 7.70279
7, 2700.00000, 7259.71, 7197.4, 7234.07, 17.4606, 8.91719, 7.64697
7, 2760.00000, 7257.29, 7198.42, 7233.9, 17.6147, 8.9246, 7.59706
7, 2820.00000, 7254.76, 7199.32, 7233.51, 17.7807, 8.93825, 7.55464
7, 2880.00000, 7252.21, 7200.09, 7232.92, 17.9514, 8.95694, 7.52106
7, 2940.00000, 7249.78, 7200.69, 7232.13, 18.1189, 8.97928, 7.49731
7, 3000.00000, 7247.56, 7201.09, 7231.15, 18.2756, 9.00386, 7.48409
7, 3060.00000, 7245.68, 7201.26, 7230.01, 18.414, 9.02924, 7.48167
7, 3120.00000, 7244.69, 7201.12, 7228.64, 18.5044, 9.04704, 7.49689
7, 3180.00000, 7244.17, 7200.73, 7227.18, 18.5659, 9.06365, 7.5218
7, 3240.00000, 7244.11, 7200.09, 7225.68, 18.5964, 9.07843, 7.55495
7, 3300.00000, 7244.52, 7199.22, 7224.18, 18.5946, 9.09095, 7.59464
7, 3360.00000, 7245.37, 7198.13, 7222.73, 18.5608, 9.10084, 7.63895
7, 3420.00000, 7246.62, 7196.85, 7221.4, 18.4964, 9.1079, 7.68581
7, 3480.00000, 7248.21, 7195.41, 7220.21, 18.404, 9.11199, 7.73308
7, 3540.00000, 7250.06, 7193.86, 7219.22, 18.2875, 9.1131, 7.77867
8, 0.00000, 7252.09, 7192.24, 7218.45, 18.1518, 9.11132, 7.82056
8, 60.00000, 7254.21, 7190.6, 7217.95, 18.0026, 9.10679, 7.85694
8, 120.00000, 7256.41, 7188.99, 7218.07, 17.8252, 9.09876, 7.87495
8, 180.00000, 7258.5, 7187.47, 7218.45, 17.6489, 9.08853, 7.88556
8, 240.00000, 7260.39, 7186.08, 7219.03, 17.4824, 9.07647, 7.88898
8, 300.00000, 7261.98, 7184.88, 7219.78, 17.3336, 9.06299, 7.88562
8, 360.00000, 7263.21, 7183.91, 7220.65, 17.2102, 9.04844, 7.87612
8, 420.00000, 7264, 7183.22, 7221.56, 17.1187, 9.03315, 7.86135
8, 480.00000, 7264.3, 7182.84, 7222.49, 17.0645, 9.01742, 7.84231
8, 540.00000, 7264.08, 7182.79, 7223.36, 17.0515, 9.00148, 7.82009
8, 600.00000, 7263.33, 7183.1, 7224.13, 17.0822, 8.98545, 7.79584
8, 660.00000, 7262.05, 7183.77, 7224.76, 17.1575, 8.96943, 7.77068
8, 720.00000, 7259.84, 7184.98, 7224.97, 17.3226, 8.95728, 7.75131
8, 780.00000, 7257.19, 7186.53, 7225, 17.5252, 8.94465, 7.73254
8, 840.00000, 7254.15, 7188.42, 7224.86, 17.7587, 8.93051, 7.71462
8, 900.00000, 7250.94, 7190.5, 7224.61, 18.0097, 8.91567, 7.69761
8, 960.00000, 7247.62, 7192.76, 7224.25, 18.2692, 8.89913, 7.68154
8, 1020.00000, 7244.32, 7195.13, 7223.83, 18.5259, 8.88053, 7.66635
8, 1080.00000, 7241.17, 7197.55, 7223.39, 18.7684, 8.85963, 7.65183
8, 1140.00000, 7238.29, 7199.94, 7222.96, 18.9857, 8.83631, 7.63774
8, 1200.00000, 7235.85, 7202.2, 7222.61, 19.1662, 8.81131, 7.62365
8, 1260.00000, 7233.82, 7204.36, 7222.33, 19.3051, 8.78337, 7.60949
8, 1320.00000, 7233.18, 7206.35, 7222.39, 19.3253, 8.7388, 7.5908
8, 1380.00000, 7233.08, 7208.08, 7222.6, 19.2963, 8.69428, 7.57164
8, 1440.00000, 7233.46, 7209.5, 7222.95, 19.2228, 8.65176, 7.55216
8, 1500.00000, 7234.24, 7210.59, 7223.46, 19.1103, 8.61317, 7.53251
8, 1560.00000, 7235.34, 7211.32, 7224.1, 18.9661, 8.58035, 7.51286
8, 1620.00000, 7236.68, 7211.69, 7224.88, 18.7982, 8.55497, 7.49341
8, 1680.00000, 7238.14, 7211.71, 7225.77, 18.6153, 8.53842, 7.47442
8, 1740.00000, 7239.64, 7211.38, 7226.76, 18.4261, 8.53169, 7.45614
8, 1800.00000, 7241.1, 7210.74, 7227.82, 18.2389, 8.53538, 7.43884
8, 1860.00000, 7242.43, 7209.82, 7228.93, 18.0612, 8.5496, 7.42284
8, 1920.00000, 7242.76, 7208.46, 7230.15, 17.9579, 8.59525, 7.40613
8, 1980.00000, 7242.93, 7206.94, 7231.35, 17.8709, 8.64837, 7.39146
8, 2040.00000, 7243, 7205.33, 7232.48, 17.7986, 8.70575, 7.37935
8, 2100.00000, 7243.04, 7203.71, 7233.5, 17.7391, 8.76389, 7.37022
8, 2160.00000, 7243.1, 7202.15, 7234.39, 17.6894, 8.81922, 7.36445
8, 2220.00000, 7243.27, 7200.74, 7235.11, 17.6462, 8.86819, 7.36232
8, 2280.00000, 7243.6, 7199.53, 7235.64, 17.6057, 8.90754, 7.36403
8, 2340.00000, 7244.16, 7198.58, 7235.96, 17.5641, 8.93439, 7.36965
8, 2400.00000, 7245, 7197.94, 7236.06, 17.5178, 8.94647, 7.37917
8, 2460.00000, 7246.17, 7197.63, 7235.95, 17.4637, 8.94223, 7.39241
8, 2520.00000, 7248.62, 7198.3, 7235.45, 17.3415, 8.88693, 7.40961
8, 2580.00000, 7251.36, 7199.25, 7234.78, 17.2122, 8.81756, 7.4299
8, 2640.00000, 7254.26, 7200.39, 7233.98, 17.0805, 8.73815, 7.45263
8, 2700.00000, 7257.21, 7201.62, 7233.12, 16.9511, 8.65311, 7.47712
8, 2760.00000, 7260.1, 7202.86, 7232.23, 16.8288, 8.56711, 7.50259
8, 2820.00000, 7262.81, 7204, 7231.38, 16.7183, 8.48486, 7.52821
8, 2880.00000, 7265.23, 7204.96, 7230.61, 16.6239, 8.41085, 7.55311
8, 2940.00000, 7267.27, 7205.65, 7229.98, 16.5495, 8.34919, 7.57638
8, 3000.00000, 7268.84, 7206.01, 7229.52, 16.4981, 8.30335, 7.59715
8, 3060.00000, 7269.88, 7205.99, 7229.28, 16.4718, 8.276, 7.61457
8, 3120.00000, 7269.44, 7204.87, 7229.66, 16.5221, 8.30381, 7.62653
8, 3180.00000, 7268.46, 7203.39, 7230.26, 16.5947, 8.3498, 7.63374
8, 3240.00000, 7267.04, 7201.61, 7231.04, 16.6835, 8.41068, 7.63592
8, 3300.00000, 7265.3, 7199.62, 7231.97, 16.7822, 8.4826, 7.63282
8, 3360.00000, 7263.33, 7197.51, 7232.99, 16.8843, 8.5611, 7.62433
8, 3420.00000, 7261.27, 7195.39, 7234.06, 16.9826, 8.64141, 7.6105
8, 3480.00000, 7259.23, 7193.37, 7235.12, 17.0706, 8.7186, 7.59156
8, 3540.00000, 7257.34, 7191.55, 7236.13, 17.1419, 8.78791, 7.56788
9, 0.00000, 7255.71, 7190.04, 7237.03, 17.1913, 8.84492, 7.54
9, 60.00000, 7254.42, 7188.91, 7237.78, 17.2146, 8.88584, 7.50857
9, 120.00000, 7254.55, 7188.95, 7238.12, 17.1462, 8.87327, 7.46871
9, 180.00000, 7255.08, 7189.43, 7238.26, 17.0528, 8.84255, 7.42756
9, 240.00000, 7255.91, 7190.34, 7238.24, 16.9411, 8.79577, 7.38641
9, 300.00000, 7256.95, 7191.61, 7238.05, 16.8178, 8.73568, 7.34662
9, 360.00000, 7258.11, 7193.18, 7237.74, 16.6905, 8.6656, 7.30946
9, 420.00000, 7259.29, 7194.98, 7237.33, 16.5667, 8.58933, 7.27607
9, 480.00000, 7260.37, 7196.91, 7236.86, 16.4538, 8.51087, 7.24742
9, 540.00000, 7261.26, 7198.9, 7236.36, 16.3588, 8.43432, 7.22426
9, 600.00000, 7261.88, 7200.85, 7235.88, 16.2874, 8.3636, 7.20711
9, 660.00000, 7262.14, 7202.67, 7235.44, 16.2444, 8.30231, 7.19625
9, 720.00000, 7261.21, 7204, 7235.25, 16.2887, 8.27246, 7.19999
9, 780.00000, 7259.89, 7205.08, 7235.15, 16.3617, 8.25603, 7.20906
9, 840.00000, 7258.25, 7205.9, 7235.16, 16.4585, 8.25334, 7.22236
9, 900.00000, 7256.37, 7206.44, 7235.29, 16.5733, 8.26412, 7.23854
9, 960.00000, 7254.33, 7206.68, 7235.52, 16.6995, 8.28758, 7.25619
9, 1020.00000, 7252.24, 7206.63, 7235.86, 16.83, 8.32237, 7.2738
9, 1080.00000, 7250.19, 7206.32, 7236.29, 16.9572, 8.36669, 7.28997
9, 1140.00000, 7248.29, 7205.75, 7236.78, 17.0736, 8.41834, 7.30338
9, 1200.00000, 7246.64, 7204.96, 7237.33, 17.1725, 8.47483, 7.31291
9, 1260.00000, 7245.33, 7204, 7237.88, 17.2475, 8.53344, 7.31771
9, 1320.00000, 7244.99, 7203.12, 7238.62, 17.2443, 8.58457, 7.30153
9, 1380.00000, 7245.08, 7202.15, 7239.29, 17.2128, 8.63294, 7.28127
9, 1440.00000, 7245.6, 7201.12, 7239.83, 17.1558, 8.67648, 7.25845
9, 1500.00000, 7246.51, 7200.09, 7240.2, 17.0766, 8.71335, 7.23478
9, 1560.00000, 7247.77, 7199.1, 7240.34, 16.9801, 8.7419, 7.21203
9, 1620.00000, 7249.32, 7198.19, 7240.22, 16.8716, 8.76085, 7.19194
9, 1680.00000, 7251.09, 7197.41, 7239.81, 16.7573, 8.76927, 7.17616
9, 1740.00000, 7252.99, 7196.79, 7239.09, 16.6436, 8.76659, 7.16611
9, 1800.00000, 7254.95, 7196.37, 7238.05, 16.537, 8.75276, 7.16293
9, 1860.00000, 7256.86, 7196.2, 7236.69, 16.4436, 8.72807, 7.1674
9, 1920.00000, 7258.72, 7196.16, 7234.83, 16.3843, 8.68583, 7.19425
9, 1980.00000, 7260.37, 7196.41, 7232.72, 16.347, 8.63535, 7.22793
9, 2040.00000, 7261.7, 7196.98, 7230.44, 16.3344, 8.5787, 7.26676
9, 2100.00000, 7262.64, 7197.87, 7228.05, 16.3483, 8.51824, 7.30878
9, 2160.00000, 7263.11, 7199.1, 7225.64, 16.3891, 8.45638, 7.35182
9, 2220.00000, 7263.08, 7200.65, 7223.3, 16.4564, 8.39554, 7.39355
9, 2280.00000, 7262.51, 7202.52, 7221.11, 16.5488, 8.3381, 7.4316
9, 2340.00000, 7261.38, 7204.67, 7219.17, 16.6638, 8.28622, 7.46368
9, 2400.00000, 7259.71, 7207.05, 7217.56, 16.7979, 8.24186, 7.48765
9, 2460.00000, 7257.53, 7209.64, 7216.35, 16.9469, 8.20662, 7.50168
9, 2520.00000, 7254.38, 7212.8, 7215.83, 17.1168, 8.18962, 7.4898
9, 2580.00000, 7250.82, 7216.06, 7215.78, 17.2926, 8.18222, 7.46691
9, 2640.00000, 7247.12, 7219.17, 7216.27, 17.4634, 8.18611, 7.43347
9, 2700.00000, 7243.38, 7222.08, 7217.27, 17.6239, 8.19981, 7.39086
9, 2760.00000, 7239.75, 7224.67, 7218.77, 17.7672, 8.22231, 7.34057
9, 2820.00000, 7236.41, 7226.85, 7220.72, 17.8865, 8.25225, 7.28434
9, 2880.00000, 7233.56, 7228.49, 7223.06, 17.9745, 8.28841, 7.22453
9, 2940.00000, 7231.2, 7229.6, 7225.77, 18.03, 8.3278, 7.16237
9, 3000.00000, 7229.51, 7230.09, 7228.76, 18.0477, 8.36895, 7.10021
9, 3060.00000, 7228.59, 7229.94, 7231.97, 18.0251, 8.40972, 7.03998
9, 3120.00000, 7229.36, 7228.67, 7235.47, 17.9239, 8.43895, 6.98862
9, 3180.00000, 7230.91, 7226.81, 7239, 17.7858, 8.4647, 6.942
9, 3240.00000, 7233.11, 7224.46, 7242.47, 17.6174, 8.48577, 6.90111
9, 3300.00000, 7235.86, 7221.73, 7245.78, 17.4258, 8.50131, 6.86661
9, 3360.00000, 7239.02, 7218.77, 7248.83, 17.2188, 8.51067, 6.83891
9, 3420.00000, 7242.45, 7215.7, 7251.54, 17.0048, 8.51334, 6.81811
9, 3480.00000, 7245.99, 7212.67, 7253.83, 16.7922, 8.50903, 6.80409
9, 3540.00000, 7249.49, 7209.83, 7255.65, 16.5891, 8.49759, 6.79641
10, 0.00000, 7252.82, 7207.31, 7256.95, 16.403, 8.47903, 6.79444
10, 60.00000, 7255.83, 7205.23, 7257.69, 16.2403, 8.4535, 6.79733
10, 120.00000, 7257.7, 7204.12, 7257.64, 16.1379, 8.42501, 6.80331
10, 180.00000, 7259.13, 7203.62, 7257.05, 16.0657, 8.3897, 6.81216
10, 240.00000, 7260.12, 7203.76, 7255.98, 16.0231, 8.34788, 6.82264
10, 300.00000, 7260.7, 7204.55, 7254.5, 16.0089, 8.29992, 6.83354
10, 360.00000, 7260.89, 7205.96, 7252.68, 16.0205, 8.2463, 6.84369
10, 420.00000, 7260.77, 7207.96, 7250.63, 16.0547, 8.18764, 6.85197
10, 480.00000, 7260.39, 7210.49, 7248.42, 16.1072, 8.12473, 6.85737
10, 540.00000, 7259.83, 7213.48, 7246.16, 16.1733, 8.05849, 6.85903
10, 600.00000, 7259.16, 7216.83, 7243.94, 16.2478, 7.98994, 6.85628
10, 660.00000, 7258.48, 7220.43, 7241.85, 16.3254, 7.92025, 6.84868
10, 720.00000, 7258.45, 7224.26, 7240.29, 16.3775, 7.84351, 6.83069
10, 780.00000, 7258.5, 7228.1, 7238.98, 16.4243, 7.76882, 6.80809
10, 840.00000, 7258.64, 7231.83, 7237.96, 16.4635, 7.69815, 6.7817
10, 900.00000, 7258.87, 7235.31, 7237.24, 16.493, 7.63336, 6.75247
10, 960.00000, 7259.18, 7238.42, 7236.83, 16.5109, 7.57621, 6.72155
10, 1020.00000, 7259.57, 7241.07, 7236.73, 16.516, 7.52824, 6.69018
10, 1080.00000, 7260.04, 7243.15, 7236.9, 16.5073, 7.49076, 6.65967
10, 1140.00000, 7260.56, 7244.6, 7237.33, 16.4845, 7.46477, 6.63135
10, 1200.00000, 7261.13, 7245.35, 7237.97, 16.4479, 7.45096, 6.60653
10, 1260.00000, 7261.73, 7245.38, 7238.77, 16.398, 7.44962, 6.58641
10, 1320.00000, 7262.02, 7244.42, 7239.73, 16.3396, 7.4658, 6.57231
10, 1380.00000, 7262.34, 7242.77, 7240.75, 16.2704, 7.4935, 6.56483
10, 1440.00000, 7262.72, 7240.48, 7241.77, 16.1919, 7.53137, 6.56466
