[GENERAL]
DATE=June 04, 2015 at 12:43:37
CYME_VERSION=7.10
CYMDIST_REVISION=05

[SI]

[CUSTOMER CLASS]
FORMAT_CUSTOMERCLASS=ID,DCCustomerType,Description,Color,ConstantPower,ConstantCurrent,ConstantImpedance,UtilizationFactor,PowerFactor,MeteredLoads,NonMeteredLoads,LoadFactor,FrequencySensitivityP,FrequencySensitivityQ,EnableHarmonic,IsExponentialModel,ConstantImpedanceZP,ConstantImpedanceZQ,ConstantCurrentIP,ConstantCurrentIQ,ConstantPowerPP,ConstantPowerPQ,ExponentialModelP,ExponentialModelQ,LoadFlowVoltagePercentOfNominal,LossesPerCustomer,ConnectedCenterTap1N,ConnectedCenterTap2N,AdjustmentSettings,PowerCurveModel,PowerCurveModelId
Commercial,0,,0,100.000000,0.000000,0.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,0.000000,50.000000,50.000000,,,
Industrial,0,,0,100.000000,0.000000,0.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,0.000000,50.000000,50.000000,,,
Residential,0,,0,100.000000,0.000000,0.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,0.000000,50.000000,50.000000,,,


[LOADS]
FORMAT_LOADS=SectionID,DeviceNumber,DeviceStage,LoadType,Connection,Location
261002704,41056072,SPOT,41056072,Residential,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,60.000000,6.000000,,,,,,
259583268,40131686,SPOT,40131686,Residential,0,0,2013,1,0,0,0,A,18.138019,1.202353,75.000000,0.000000,0.000000,,,,,,
259583268,40131686,SPOT,40131686,Residential,0,0,2013,1,0,0,0,B,13.444529,1.325318,75.000000,0.000000,0.000000,,,,,,
259583268,40131686,SPOT,40131686,Residential,0,0,2013,1,0,0,0,C,17.327622,0.657056,75.000000,0.000000,0.000000,,,,,,
469799525,40129626,SPOT,40129626,Commercial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,19.000000,4.000000,,,,,,
260972119,41041104,SPOT,41041104,Residential,0,0,2013,1,0,0,0,C,23.103496,0.876075,100.000000,104.000000,9.000000,,,,,,
261031162,41072677,SPOT,41072677,Residential,0,0,2013,1,0,0,0,A,18.138019,1.202353,75.000000,62.000000,6.000000,,,,,,
260784308,40921241,SPOT,40921241,Commercial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,76.000000,12.000000,,,,,,
460932370,40891262,SPOT,40891262,Residential,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,0.000000,0.000000,,,,,,
460932370,40891262,SPOT,40891262,Residential,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,0.000000,0.000000,,,,,,
460932370,40891262,SPOT,40891262,Residential,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,0.000000,0.000000,,,,,,
259005007,40160719,SPOT,40160719,Commercial,0,0,2013,1,0,0,0,A,3.627604,0.240471,15.000000,27.000000,3.000000,,,,,,
261085131,41116488,SPOT,41116488,Residential,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,140.000000,9.000000,,,,,,
260784303,40921237,SPOT,40921237,Commercial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,75.000000,11.000000,,,,,,
471228080,40129632,SPOT,40129632,Commercial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,0.000000,1.000000,,,,,,
259005102,40160733,SPOT,40160733,Commercial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,18.000000,1.000000,,,,,,
263730564,41056084,SPOT,41056084,Residential,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,87.000000,9.000000,,,,,,
469800070,40891266,SPOT,40891266,Residential,0,1,2013,1,0,0,1,A,0.000000,0.000000,166.700000,0.000000,0.000000,,,,,,
469800070,40891266,SPOT,40891266,Residential,0,1,2013,1,0,0,1,B,0.000000,0.000000,166.700000,0.000000,0.000000,,,,,,
469800070,40891266,SPOT,40891266,Residential,0,1,2013,1,0,0,1,C,0.000000,0.000000,166.700000,0.000000,0.000000,,,,,,
261107769,41116484,SPOT,41116484,Commercial,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,148.000000,10.000000,,,,,,
260745475,40892814,SPOT,40892814,Residential,0,0,2013,1,0,0,0,C,17.327622,0.657056,75.000000,42.000000,5.000000,,,,,,
460932294,40129608,SPOT,40129608,Commercial,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,79.000000,7.000000,,,,,,
260745435,40892790,SPOT,40892790,Residential,0,0,2013,1,0,0,0,B,13.444529,1.325318,75.000000,62.000000,6.000000,,,,,,
263511748,40131742,SPOT,40131742,Commercial,0,0,2013,1,0,0,0,C,2.310350,0.087608,10.000000,1.000000,2.000000,,,,,,
263730582,41056056,SPOT,41056056,Commercial,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,103.000000,9.000000,,,,,,
263701642,41041120,SPOT,41041120,Residential,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,56.000000,5.000000,,,,,,
263511721,40131798,SPOT,40131798,Industrial,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,9.067000,2.000000,,,,,,
263511721,40131798,SPOT,40131798,Industrial,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,9.067000,0.000000,,,,,,
263511721,40131798,SPOT,40131798,Industrial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,9.067000,0.000000,,,,,,
259004983,40254353,SPOT,40254353,Commercial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,3.000000,1.000000,,,,,,
263701624,41041096,SPOT,41041096,Residential,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,57.000000,5.000000,,,,,,
258850663,40131678,SPOT,40131678,Residential,0,0,2013,1,0,0,0,B,1.792604,0.176709,10.000000,0.000000,0.000000,,,,,,
258840465,40131654,SPOT,40131654,Commercial,0,0,2013,1,0,0,0,A,6.046006,0.400784,25.000000,9.267000,1.000000,,,,,,
258840465,40131654,SPOT,40131654,Commercial,0,0,2013,1,0,0,0,B,4.481510,0.441773,25.000000,9.267000,0.000000,,,,,,
258840465,40131654,SPOT,40131654,Commercial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,9.267000,0.000000,,,,,,
258839874,40129546,SPOT,40129546,Residential,0,0,2013,1,0,0,0,B,2.688906,0.265064,15.000000,0.000000,0.000000,,,,,,
259176597,40131666,SPOT,40131666,Residential,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,0.000000,0.000000,,,,,,
263701606,41072697,SPOT,41072697,Residential,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,23.000000,2.000000,,,,,,
263565080,40921193,SPOT,40921193,Commercial,0,0,2013,1,0,0,0,C,17.327622,0.657056,75.000000,93.000000,9.000000,,,,,,
264494249,40129630,SPOT,40129630,Residential,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,0.000000,0.000000,,,,,,
258850643,40131672,SPOT,40131672,Commercial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,0.000000,0.000000,,,,,,
258850768,40131688,SPOT,40131688,Commercial,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,39.830000,3.000000,,,,,,
258850768,40131688,SPOT,40131688,Commercial,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,39.830000,0.000000,,,,,,
258850768,40131688,SPOT,40131688,Commercial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,39.830000,0.000000,,,,,,
260745310,40892714,SPOT,40892714,Commercial,0,1,2013,1,0,0,1,A,90.240000,85.000000,250.000000,90.240000,1.000000,,,,,,
260745310,40892714,SPOT,40892714,Commercial,0,1,2013,1,0,0,1,B,90.240000,85.000000,250.000000,90.240000,0.000000,,,,,,
260745310,40892714,SPOT,40892714,Commercial,0,1,2013,1,0,0,1,C,90.240000,85.000000,250.000000,90.240000,0.000000,,,,,,
258839857,40129544,SPOT,40129544,Commercial,0,0,2013,1,0,0,0,B,4.481510,0.441773,25.000000,5.000000,3.000000,,,,,,
263565089,40921181,SPOT,40921181,Commercial,0,0,2013,1,0,0,0,A,18.138019,1.202353,75.000000,5.760000,1.000000,,,,,,
263565089,40921181,SPOT,40921181,Commercial,0,0,2013,1,0,0,0,B,13.444529,1.325318,75.000000,5.760000,0.000000,,,,,,
263565089,40921181,SPOT,40921181,Commercial,0,0,2013,1,0,0,0,C,17.327622,0.657056,75.000000,5.760000,0.000000,,,,,,
258839852,40129540,SPOT,40129540,Commercial,0,0,2013,1,0,0,0,C,2.310350,0.087608,10.000000,16.350000,0.000000,,,,,,
258839852,40129540,SPOT,40129540,Commercial,0,0,2013,1,0,0,0,A,2.418402,0.160314,10.000000,16.350000,4.000000,,,,,,
258839852,40129540,SPOT,40129540,Commercial,0,0,2013,1,0,0,0,B,1.792604,0.176709,10.000000,16.350000,0.000000,,,,,,
258840260,40129598,SPOT,40129598,Commercial,0,0,2013,1,0,0,0,C,2.310350,0.087608,10.000000,0.000000,1.000000,,,,,,
258850567,40189101,SPOT,40189101,Residential,0,0,2013,1,0,0,0,A,6.046006,0.400784,25.000000,0.000000,0.000000,,,,,,
258839951,40129556,SPOT,40129556,Commercial,0,0,2013,1,0,0,0,C,2.310350,0.087608,10.000000,12.000000,1.000000,,,,,,
258840364,40129606,SPOT,40129606,Commercial,0,0,2013,1,0,0,0,A,6.046006,0.400784,25.000000,0.000000,1.000000,,,,,,
258840364,40129606,SPOT,40129606,Commercial,0,0,2013,1,0,0,0,B,4.481510,0.441773,25.000000,0.000000,0.000000,,,,,,
258840364,40129606,SPOT,40129606,Commercial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,0.000000,0.000000,,,,,,
258851464,40131836,SPOT,40131836,Commercial,0,1,2013,1,0,0,1,A,56.000000,85.000000,100.000000,56.000000,1.000000,,,,,,
258851464,40131836,SPOT,40131836,Commercial,0,1,2013,1,0,0,1,B,56.000000,85.000000,100.000000,56.000000,0.000000,,,,,,
258851464,40131836,SPOT,40131836,Commercial,0,1,2013,1,0,0,1,C,56.000000,85.000000,100.000000,56.000000,0.000000,,,,,,
258840245,40129596,SPOT,40129596,Commercial,0,0,2013,1,0,0,0,A,6.046006,0.400784,25.000000,17.200000,1.000000,,,,,,
258840428,40129620,SPOT,40129620,Commercial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,48.000000,6.000000,,,,,,
264494202,40129568,SPOT,40129568,Industrial,0,0,2013,1,0,0,0,A,6.046006,0.400784,25.000000,5.333000,1.000000,,,,,,
264494202,40129568,SPOT,40129568,Industrial,0,0,2013,1,0,0,0,B,4.481510,0.441773,25.000000,5.333000,0.000000,,,,,,
264494202,40129568,SPOT,40129568,Industrial,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,5.333000,0.000000,,,,,,
258850547,40131660,SPOT,40131660,Residential,0,0,2013,1,0,0,0,A,12.092012,0.801569,50.000000,0.000000,0.000000,,,,,,
258850547,40131660,SPOT,40131660,Residential,0,0,2013,1,0,0,0,B,8.963020,0.883545,50.000000,0.000000,0.000000,,,,,,
258850547,40131660,SPOT,40131660,Residential,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,0.000000,0.000000,,,,,,
258850542,40131658,SPOT,40131658,Commercial,0,0,2013,1,0,0,0,A,2.418402,0.160314,10.000000,0.300000,1.000000,,,,,,
258850542,40131658,SPOT,40131658,Commercial,0,0,2013,1,0,0,0,B,1.792604,0.176709,10.000000,0.300000,0.000000,,,,,,
258850542,40131658,SPOT,40131658,Commercial,0,0,2013,1,0,0,0,C,2.310350,0.087608,10.000000,0.300000,0.000000,,,,,,
258850728,40131684,SPOT,40131684,Residential,0,0,2013,1,0,0,0,B,1.792604,0.176709,10.000000,0.000000,0.000000,,,,,,
258840482,40129624,SPOT,40129624,Residential,0,0,2013,1,0,0,0,C,5.775874,0.219019,25.000000,0.000000,0.000000,,,,,,
258840401,40129616,SPOT,40129616,Commercial,0,0,2013,1,0,0,0,C,11.551748,0.438038,50.000000,95.000000,9.000000,,,,,,
258851440,40131828,SPOT,40131828,Residential,0,0,2013,1,0,0,0,B,4.481510,0.441773,25.000000,25.000000,2.000000,,,,,,
263714480,40213364,SPOT,40213364,Residential,0,0,2013,1,0,0,0,A,3.627604,0.240471,15.000000,0.000000,0.000000,,,,,,
