[GENERAL]
DATE=March 18, 2015 at 10:28:30
CYME_VERSION=5.04
CYMDIST_REVISION=02

[SI]

[NODE]
FORMAT_NODE=NodeID,CoordX,CoordY,TagText,TagProperties,TagDeltaX,TagDeltaY,TagAngle,TagAlignment,TagBorder,TagBackground,TagTextColor,TagBorderColor,TagBackgroundColor,TagLocation,TagFont,TagTextSize,TagOffset,ZoneID,ConnectedEquipType,ExposedCircuitType,BusGap,WorkingDistance,UseUserDefinedFaultCurrent,UserDefinedFaultCurrent,OpeningTimeMode,UserDefinedOpeningTime,OverrideLFVoltageLimit,HighVoltageLimit,LowVoltageLimit,LoadSheddingActive,MaximumLoadShed,ShedLoadCost,UserDefinedBaseVoltage
27145220,2340754.717334,12997731.024402,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
103314247,2340576.315694,12997537.219136,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
26259148,2340578.188342,12997548.025258,G3E_FID: 2891089#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
26424675,2340578.939263,12997545.888049,G3E_FID: 2891086#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
26424529,2341016.759000,12997251.196000,G3E_FID: 2890996#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
26424527,2341036.806670,12997253.040181,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
27145131,2341024.069000,12997222.390000,G3E_FID: 2891002#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
26259150,2340588.450237,12997538.784445,G3E_FID: 2891088#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
27145136,2341024.262000,12997251.148000,G3E_FID: 2890998#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
1823846,2341137.405043,12995994.946960,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
1823847,2341940.542557,12996087.022819,G3E_FID: 2841214#$%# G3E_FNO: 314#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
1823845,2341133.811000,12995998.423000,G3E_FID: 2841234#$%# G3E_FNO: 244#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
T5120B01_10000011,2340960.625692,12997810.509420,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
T5120B01_10000010,2340738.091893,12997853.656967,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
26621406,2341266.807187,12996936.767054,G3E_FID: 2893176#$%# G3E_FNO: 314#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
T5120B01_10000013,2342209.478652,12995733.510680,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
T5120B01_10000012,2341250.034000,12996166.079000,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
1823848,2341937.306078,12996083.211624,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
1823849,2342169.665000,12996165.289000,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
26424531,2341022.231779,12997231.209489,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
103093268,2340735.248486,12997823.247613,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
1992432,2341110.404814,12997553.458205,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
1992431,2341110.092000,12997548.468000,G3E_FID: 2864173#$%# G3E_FNO: 244#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
1992472,2340741.958812,12997730.894193,NULL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000000
26259149,2340589.210761,12997544.521038,G3E_FID: 2891087#$%# G3E_FNO: 297#@@##@@##@@#,0,0.000000,0.000000,0.000000,0,0,0,-1,-1,-1,0,Arial,1.000000,0.330000,,,,,,,,,,,,,,,,0.000000
