NODE_ID,CYME_X,CYME_Y,LAT,LONG
'258281774',269788.49,-239596.83,35.32216377,-81.00650267
'264485694',269801.59,-239520.77,35.32281712,-81.00634831
'258278329',269029.49,-242193.33,35.29986002,-81.01544608
'258282260',270593.25,-238543.11,35.33121515,-80.99702007
'258282010',269570.74,-239374.77,35.32407125,-81.00906845
'258287725',268855.81,-242081.26,35.3008227,-81.01749258
'264010573',270218.97,-239096.48,35.32646174,-81.00143026
'621162010',268817.21,-239205.45,35.3255257,-81.01794741
'260650873',269229.23,-241358.45,35.30703158,-81.01309252
'258278451',269041.54,-241457.23,35.30618307,-81.0153041
'261187909',268945.28,-239337.3,35.32439312,-81.01643834
'384119975',269142.13,-241727.52,35.3038613,-81.01411883
'428164405',269320.16,-241427.25,35.3064406,-81.01202108
'258287700',268998.54,-241658.52,35.304454,-81.01581077
'264244417',268612.65,-240918.14,35.31081381,-81.02035777
'263361359',269719.52,-239686.99,35.3213893,-81.00731536
'258282130',269877.63,-239293.67,35.32476789,-81.00545232
'699048426',270402.17,-239216.41,35.32543155,-80.99927159
'258285764',271005.01,-238311.82,35.33320192,-80.99216824
'258284394',270548.35,-238475.61,35.33179497,-80.99754913
'258281910',269310.09,-238533.99,35.33129349,-81.01213973
'261119894',269328.96,-239715.17,35.32114724,-81.01191738
'258282231',270690.4,-238788.96,35.32910332,-80.99587533
'260858008',268917.31,-239669.03,35.32154358,-81.01676792
'258281445',268993.82,-240724.01,35.31248138,-81.01586639
'258281298',269558.36,-240746.68,35.31228664,-81.00921433
'455203731',270620.94,-239640.58,35.32178796,-80.99669379
'258285744',270699.03,-238468.48,35.33185622,-80.99577365
'258281930',269204.18,-238450.34,35.33201204,-81.01338769
'428164433',269291.5,-241464.46,35.30612096,-81.01235878
'258287575',269200.46,-241130.29,35.30899146,-81.01343152
'261315930',269729.27,-240819.54,35.31166078,-81.00720047
'258287625',269122.37,-240931.86,35.31069596,-81.01435166
'259483801',269873.94,-239290.99,35.32479092,-81.0054958
'258277816',269400.09,-241469.45,35.3060781,-81.01107925
'263361305',269020.38,-240702.22,35.31266855,-81.01555343
'258281184',269491.04,-241186.69,35.30850699,-81.01000757
'258281629',269434.42,-240013.59,35.31858383,-81.01067473
'258281590',269298.67,-240420.4,35.31508937,-81.0122743
'868882835',269927.59,-238700.15,35.32986619,-81.00486364
'258282105',269273.42,-239114.44,35.32630747,-81.01257182
'699048532',270339.77,-239262.94,35.32503186,-81.00000686
'264528619',270376.03,-238143.42,35.33464846,-80.9995796
'258282035',269406.8,-239336.66,35.32439861,-81.01100018
'258278354',269032.57,-242030.85,35.30125572,-81.01540979
'258281423',269080,-240648.58,35.31312932,-81.01485092
'385900552',268190.77,-243007.1,35.2928698,-81.02532885
'263362442',271057.85,-238326.18,35.33307856,-80.99154562
'258282070',269551.28,-239149.11,35.32600965,-81.00929775
'260858023',268824.79,-239674.45,35.32149702,-81.01785809
'260650869',269221.51,-241418.74,35.3065137,-81.01318348
'258282196',270536.77,-238924.95,35.32793517,-80.99768558
'258287540',269531.26,-240903.99,35.31093536,-81.00953365
'258278369',269091.21,-242017.31,35.30137202,-81.01471883
'261119884',269467.68,-239894.19,35.31960947,-81.01028283
'258281613',269320.92,-240179.31,35.31716031,-81.01201212
'258278538',269357.44,-241391.3,35.3067494,-81.0115818
'258282142',270053.21,-239150.43,35.32599832,-81.00338344
'258281393',269213.61,-240501.6,35.31439186,-81.01327657
'258281905',269299.38,-238595.49,35.33076521,-81.01226593
'260651098',269250.23,-241344.07,35.30715511,-81.01284507
'258281388',269216.57,-240592.35,35.31361233,-81.01324169
'260651109',268961.13,-241166.85,35.30867741,-81.01625158
'258281177',269485.45,-241208.7,35.30831792,-81.01007344
'258281226',269740.56,-241025.95,35.30988773,-81.00706744
'258278441',269187.7,-241533.25,35.30553006,-81.01358187
'259418256',270413.01,-239385.12,35.32398235,-80.99914386
'258281618',269362.73,-240092.26,35.31790806,-81.01151947
'258281965',268983.75,-238705.09,35.32982375,-81.01598505
'258281720',269801.23,-239746.49,35.3208782,-81.00635256
'455203872',270584.29,-239975.3,35.31891274,-80.99712564
'264417966',270470.69,-239003.18,35.32726318,-80.99846421
