[GENERAL]
DATE=May 22, 2015 at 10:12:36
CYME_VERSION=5.04
CYMDIST_REVISION=03

[SI]

[CUSTOMER CLASS]
FORMAT_CUSTOMERCLASS=ID,Description,Color,ConstantPower,ConstantCurrent,ConstantImpedance,UtilizationFactor,PowerFactor,MeteredLoads,NonMeteredLoads,LoadFactor,FrequencySensitivityP,FrequencySensitivityQ,EnableHarmonic,IsExponentialModel,ConstantImpedanceZP,ConstantImpedanceZQ,ConstantCurrentIP,ConstantCurrentIQ,ConstantPowerPP,ConstantPowerPQ,ExponentialModelP,ExponentialModelQ,LoadFlowVoltagePercentOfNominal,AdjustmentSettings,PowerCurveModel,PowerCurveModelId
Commercial,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
Industrial,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
Other,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
PrimaryMeter,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
Residential,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,


[LOADS]
FORMAT_LOADS=SectionID,DeviceNumber,LoadType,Connection,Location
U878BH__2632710,U878BH_2632710,SPOT,U878BH_2632710,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U876BH__2632721,U876BH_2632721,SPOT,U876BH_2632721,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,15.000000,0.000000,2.000000,0.000000
U876BH__2632721,U876BH_2632721,SPOT,U876BH_2632721,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U876BH__2632721,U876BH_2632721,SPOT,U876BH_2632721,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133Y84__2674173,133Y84_2674173,SPOT,133Y84_2674173,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133Y84__2674173,133Y84_2674173,SPOT,133Y84_2674173,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
133Y84__2674173,133Y84_2674173,SPOT,133Y84_2674173,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,7.000000,0.000000
D104K__2633491,D104K_2633491,SPOT,D104K_2633491,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D104K__2633491,D104K_2633491,SPOT,D104K_2633491,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,37.500000,0.000000,1.000000,0.000000
D104K__2633491,D104K_2633491,SPOT,D104K_2633491,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX79__2676797,13PX79_2676797,SPOT,13PX79_2676797,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX79__2676797,13PX79_2676797,SPOT,13PX79_2676797,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,4.000000,0.000000
13PX79__2676797,13PX79_2676797,SPOT,13PX79_2676797,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7WL54__2656217,7WL54_2656217,SPOT,7WL54_2656217,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7WL54__2656217,7WL54_2656217,SPOT,7WL54_2656217,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7WL54__2656217,7WL54_2656217,SPOT,7WL54_2656217,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,5.000000,0.000000
U870BH__2632715,U870BH_2632715,SPOT,U870BH_2632715,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U870BH__2632715,U870BH_2632715,SPOT,U870BH_2632715,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U870BH__2632715,U870BH_2632715,SPOT,U870BH_2632715,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000
NV02BH__2634458,NV02BH_2634458,SPOT,NV02BH_2634458,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,0.000000,0.000000
NV02BH__2634458,NV02BH_2634458,SPOT,NV02BH_2634458,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
NV02BH__2634458,NV02BH_2634458,SPOT,NV02BH_2634458,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14Q053__103041283,14Q053_103041283,SPOT,14Q053_103041283,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14Q053__103041283,14Q053_103041283,SPOT,14Q053_103041283,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000
14Q053__103041283,14Q053_103041283,SPOT,14Q053_103041283,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A466K__2633453,A466K_2633453,SPOT,A466K_2633453,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,37.500000,0.000000,5.000000,0.000000
A466K__2633453,A466K_2633453,SPOT,A466K_2633453,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A466K__2633453,A466K_2633453,SPOT,A466K_2633453,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U491BH__2634395,U491BH_2634395,SPOT,U491BH_2634395,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U491BH__2634395,U491BH_2634395,SPOT,U491BH_2634395,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U491BH__2634395,U491BH_2634395,SPOT,U491BH_2634395,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
G254K__2633501,G254K_2633501,SPOT,G254K_2633501,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G254K__2633501,G254K_2633501,SPOT,G254K_2633501,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G254K__2633501,G254K_2633501,SPOT,G254K_2633501,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,5.000000,0.000000
7354K__2635247,7354K_2635247,SPOT,7354K_2635247,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7354K__2635247,7354K_2635247,SPOT,7354K_2635247,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,15.000000,0.000000,1.000000,0.000000
7354K__2635247,7354K_2635247,SPOT,7354K_2635247,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8R721__2657826,8R721_2657826,SPOT,8R721_2657826,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8R721__2657826,8R721_2657826,SPOT,8R721_2657826,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8R721__2657826,8R721_2657826,SPOT,8R721_2657826,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,8.000000,0.000000
18GE31__105436270,18GE31_105436270,SPOT,18GE31_105436270,Other,1,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18GE31__105436270,18GE31_105436270,SPOT,18GE31_105436270,Other,1,0,2015,1,0,0,2,B,0.000000,92.000000,50.000000,0.000000,0.000000,0.000000
18GE31__105436270,18GE31_105436270,SPOT,18GE31_105436270,Other,1,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX86__2676783,13PX86_2676783,SPOT,13PX86_2676783,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX86__2676783,13PX86_2676783,SPOT,13PX86_2676783,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX86__2676783,13PX86_2676783,SPOT,13PX86_2676783,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,4.000000,0.000000
17KH65__104218225,17KH65_104218225,SPOT,17KH65_104218225,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17KH65__104218225,17KH65_104218225,SPOT,17KH65_104218225,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,3.000000,0.000000
17KH65__104218225,17KH65_104218225,SPOT,17KH65_104218225,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132352__2673896,132352_2673896,SPOT,132352_2673896,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
132352__2673896,132352_2673896,SPOT,132352_2673896,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,9.000000,0.000000
132352__2673896,132352_2673896,SPOT,132352_2673896,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5N331__2634475,5N331_2634475,SPOT,5N331_2634475,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,0.333000,0.000000
5N331__2634475,5N331_2634475,SPOT,5N331_2634475,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,0.333000,0.000000
5N331__2634475,5N331_2634475,SPOT,5N331_2634475,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,0.333000,0.000000
G252K__2633497,G252K_2633497,SPOT,G252K_2633497,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G252K__2633497,G252K_2633497,SPOT,G252K_2633497,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G252K__2633497,G252K_2633497,SPOT,G252K_2633497,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,75.000000,0.000000,5.000000,0.000000
NV08__2634460,NV08_2634460,SPOT,NV08_2634460,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
NV08__2634460,NV08_2634460,SPOT,NV08_2634460,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
NV08__2634460,NV08_2634460,SPOT,NV08_2634460,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,75.000000,0.000000,2.000000,0.000000
13PX88__2676766,13PX88_2676766,SPOT,13PX88_2676766,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX88__2676766,13PX88_2676766,SPOT,13PX88_2676766,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX88__2676766,13PX88_2676766,SPOT,13PX88_2676766,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,100.000000,0.000000,6.000000,0.000000
12AK64__2671225,12AK64_2671225,SPOT,12AK64_2671225,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12AK64__2671225,12AK64_2671225,SPOT,12AK64_2671225,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
12AK64__2671225,12AK64_2671225,SPOT,12AK64_2671225,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7233K__2634471,7233K_2634471,SPOT,7233K_2634471,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,2.000000,0.000000
7233K__2634471,7233K_2634471,SPOT,7233K_2634471,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7233K__2634471,7233K_2634471,SPOT,7233K_2634471,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX97__2676775,13PX97_2676775,SPOT,13PX97_2676775,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX97__2676775,13PX97_2676775,SPOT,13PX97_2676775,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX97__2676775,13PX97_2676775,SPOT,13PX97_2676775,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,100.000000,0.000000,7.000000,0.000000
6TE33__2655982,6TE33_2655982,SPOT,6TE33_2655982,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE33__2655982,6TE33_2655982,SPOT,6TE33_2655982,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE33__2655982,6TE33_2655982,SPOT,6TE33_2655982,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,9.000000,0.000000
6TE35__2655984,6TE35_2655984,SPOT,6TE35_2655984,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,7.000000,0.000000
6TE35__2655984,6TE35_2655984,SPOT,6TE35_2655984,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE35__2655984,6TE35_2655984,SPOT,6TE35_2655984,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK63__2659232,8EK63_2659232,SPOT,8EK63_2659232,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,4.000000,0.000000
8EK63__2659232,8EK63_2659232,SPOT,8EK63_2659232,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK63__2659232,8EK63_2659232,SPOT,8EK63_2659232,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B328K__2633437,B328K_2633437,SPOT,B328K_2633437,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B328K__2633437,B328K_2633437,SPOT,B328K_2633437,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B328K__2633437,B328K_2633437,SPOT,B328K_2633437,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,37.500000,0.000000,2.000000,0.000000
13PX92__2676781,13PX92_2676781,SPOT,13PX92_2676781,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX92__2676781,13PX92_2676781,SPOT,13PX92_2676781,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13PX92__2676781,13PX92_2676781,SPOT,13PX92_2676781,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,100.000000,0.000000,3.000000,0.000000
6TE32__2655981,6TE32_2655981,SPOT,6TE32_2655981,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,9.000000,0.000000
6TE32__2655981,6TE32_2655981,SPOT,6TE32_2655981,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE32__2655981,6TE32_2655981,SPOT,6TE32_2655981,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13L572__2676139,13L572_2676139,SPOT,13L572_2676139,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,100.000000,0.000000,6.000000,0.000000
13L572__2676139,13L572_2676139,SPOT,13L572_2676139,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13L572__2676139,13L572_2676139,SPOT,13L572_2676139,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13L576__2676133,13L576_2676133,SPOT,13L576_2676133,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
13L576__2676133,13L576_2676133,SPOT,13L576_2676133,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13L576__2676133,13L576_2676133,SPOT,13L576_2676133,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK62__2659231,8EK62_2659231,SPOT,8EK62_2659231,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
8EK62__2659231,8EK62_2659231,SPOT,8EK62_2659231,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK62__2659231,8EK62_2659231,SPOT,8EK62_2659231,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE37__2655986,6TE37_2655986,SPOT,6TE37_2655986,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,8.000000,0.000000
6TE37__2655986,6TE37_2655986,SPOT,6TE37_2655986,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE37__2655986,6TE37_2655986,SPOT,6TE37_2655986,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE34__2655983,6TE34_2655983,SPOT,6TE34_2655983,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,8.000000,0.000000
6TE34__2655983,6TE34_2655983,SPOT,6TE34_2655983,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE34__2655983,6TE34_2655983,SPOT,6TE34_2655983,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE36__2655985,6TE36_2655985,SPOT,6TE36_2655985,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,9.000000,0.000000
6TE36__2655985,6TE36_2655985,SPOT,6TE36_2655985,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE36__2655985,6TE36_2655985,SPOT,6TE36_2655985,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U561BH__2634416,U561BH_2634416,SPOT,U561BH_2634416,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U561BH__2634416,U561BH_2634416,SPOT,U561BH_2634416,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U561BH__2634416,U561BH_2634416,SPOT,U561BH_2634416,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,2.000000,0.000000
14L465__2680578,14L465_2680578,SPOT,14L465_2680578,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
14L465__2680578,14L465_2680578,SPOT,14L465_2680578,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14L465__2680578,14L465_2680578,SPOT,14L465_2680578,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE39__2655987,6TE39_2655987,SPOT,6TE39_2655987,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
6TE39__2655987,6TE39_2655987,SPOT,6TE39_2655987,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6TE39__2655987,6TE39_2655987,SPOT,6TE39_2655987,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK67__2659236,8EK67_2659236,SPOT,8EK67_2659236,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,100.000000,0.000000,6.000000,0.000000
8EK67__2659236,8EK67_2659236,SPOT,8EK67_2659236,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK67__2659236,8EK67_2659236,SPOT,8EK67_2659236,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7NW93__2654657,7NW93_2654657,SPOT,7NW93_2654657,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7NW93__2654657,7NW93_2654657,SPOT,7NW93_2654657,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,8.000000,0.000000
7NW93__2654657,7NW93_2654657,SPOT,7NW93_2654657,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PBB38__2634447,PBB38_2634447,SPOT,PBB38_2634447,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PBB38__2634447,PBB38_2634447,SPOT,PBB38_2634447,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
PBB38__2634447,PBB38_2634447,SPOT,PBB38_2634447,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,75.000000,0.000000,4.000000,0.000000
106804__2662461,106804_2662461,SPOT,106804_2662461,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106804__2662461,106804_2662461,SPOT,106804_2662461,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,25.000000,0.000000,4.000000,0.000000
106804__2662461,106804_2662461,SPOT,106804_2662461,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U489BH__2634394,U489BH_2634394,SPOT,U489BH_2634394,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U489BH__2634394,U489BH_2634394,SPOT,U489BH_2634394,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U489BH__2634394,U489BH_2634394,SPOT,U489BH_2634394,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,15.000000,0.000000,0.000000,0.000000
8EK64__2659233,8EK64_2659233,SPOT,8EK64_2659233,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,2.000000,0.000000
8EK64__2659233,8EK64_2659233,SPOT,8EK64_2659233,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK64__2659233,8EK64_2659233,SPOT,8EK64_2659233,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK66__2659235,8EK66_2659235,SPOT,8EK66_2659235,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,100.000000,0.000000,8.000000,0.000000
8EK66__2659235,8EK66_2659235,SPOT,8EK66_2659235,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK66__2659235,8EK66_2659235,SPOT,8EK66_2659235,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18KP61__105820220,18KP61_105820220,SPOT,18KP61_105820220,Other,1,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18KP61__105820220,18KP61_105820220,SPOT,18KP61_105820220,Other,1,0,2015,1,0,0,2,B,0.000000,92.000000,75.000000,0.000000,0.000000,0.000000
18KP61__105820220,18KP61_105820220,SPOT,18KP61_105820220,Other,1,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK65__2659234,8EK65_2659234,SPOT,8EK65_2659234,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,100.000000,0.000000,8.000000,0.000000
8EK65__2659234,8EK65_2659234,SPOT,8EK65_2659234,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8EK65__2659234,8EK65_2659234,SPOT,8EK65_2659234,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U761BH__2633424,U761BH_2633424,SPOT,U761BH_2633424,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,2.000000,0.000000
U761BH__2633424,U761BH_2633424,SPOT,U761BH_2633424,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U761BH__2633424,U761BH_2633424,SPOT,U761BH_2633424,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18NP34__106231436,18NP34_106231436,SPOT,18NP34_106231436,Other,1,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18NP34__106231436,18NP34_106231436,SPOT,18NP34_106231436,Other,1,0,2015,1,0,0,2,B,0.000000,92.000000,50.000000,0.000000,0.000000,0.000000
18NP34__106231436,18NP34_106231436,SPOT,18NP34_106231436,Other,1,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D113K__2633461,D113K_2633461,SPOT,D113K_2633461,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D113K__2633461,D113K_2633461,SPOT,D113K_2633461,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D113K__2633461,D113K_2633461,SPOT,D113K_2633461,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,5.000000,0.000000
17MN16__104282524,17MN16_104282524,SPOT,17MN16_104282524,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17MN16__104282524,17MN16_104282524,SPOT,17MN16_104282524,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17MN16__104282524,17MN16_104282524,SPOT,17MN16_104282524,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
U789BH__2633428,U789BH_2633428,SPOT,U789BH_2633428,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U789BH__2633428,U789BH_2633428,SPOT,U789BH_2633428,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U789BH__2633428,U789BH_2633428,SPOT,U789BH_2633428,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,4.000000,0.000000
106800__2662465,106800_2662465,SPOT,106800_2662465,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
