[GENERAL]
DATE=May 22, 2015 at 10:12:36
CYME_VERSION=5.04
CYMDIST_REVISION=03

[SI]

[CUSTOMER CLASS]
FORMAT_CUSTOMERCLASS=ID,Description,Color,ConstantPower,ConstantCurrent,ConstantImpedance,UtilizationFactor,PowerFactor,MeteredLoads,NonMeteredLoads,LoadFactor,FrequencySensitivityP,FrequencySensitivityQ,EnableHarmonic,IsExponentialModel,ConstantImpedanceZP,ConstantImpedanceZQ,ConstantCurrentIP,ConstantCurrentIQ,ConstantPowerPP,ConstantPowerPQ,ExponentialModelP,ExponentialModelQ,LoadFlowVoltagePercentOfNominal,AdjustmentSettings,PowerCurveModel,PowerCurveModelId
Commercial,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
Industrial,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
Other,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
PrimaryMeter,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,
Residential,,0,50.000000,0.000000,50.000000,100.000000,90.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,100.000000,100.000000,0.000000,0.000000,80.000000,,,


[LOADS]
FORMAT_LOADS=SectionID,DeviceNumber,LoadType,Connection,Location
15QR58__103849328,15QR58_103849328,SPOT,15QR58_103849328,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15QR58__103849328,15QR58_103849328,SPOT,15QR58_103849328,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U612BH__2634429,U612BH_2634429,SPOT,U612BH_2634429,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U612BH__2634429,U612BH_2634429,SPOT,U612BH_2634429,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U612BH__2634429,U612BH_2634429,SPOT,U612BH_2634429,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,75.000000,0.000000,9.000000,0.000000
106807__2662460,106807_2662460,SPOT,106807_2662460,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106807__2662460,106807_2662460,SPOT,106807_2662460,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,25.000000,0.000000,4.000000,0.000000
106807__2662460,106807_2662460,SPOT,106807_2662460,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14L467__2680588,14L467_2680588,SPOT,14L467_2680588,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14L467__2680588,14L467_2680588,SPOT,14L467_2680588,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,7.000000,0.000000
14L467__2680588,14L467_2680588,SPOT,14L467_2680588,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U787BH__2633427,U787BH_2633427,SPOT,U787BH_2633427,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U787BH__2633427,U787BH_2633427,SPOT,U787BH_2633427,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U787BH__2633427,U787BH_2633427,SPOT,U787BH_2633427,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,37.500000,0.000000,3.000000,0.000000
A451K__2632718,A451K_2632718,SPOT,A451K_2632718,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A451K__2632718,A451K_2632718,SPOT,A451K_2632718,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A451K__2632718,A451K_2632718,SPOT,A451K_2632718,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,37.500000,0.000000,4.000000,0.000000
8DT90__2657083,8DT90_2657083,SPOT,8DT90_2657083,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,7.000000,0.000000
8DT90__2657083,8DT90_2657083,SPOT,8DT90_2657083,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT90__2657083,8DT90_2657083,SPOT,8DT90_2657083,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DR30__2657054,8DR30_2657054,SPOT,8DR30_2657054,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,100.000000,0.000000,8.000000,0.000000
8DR30__2657054,8DR30_2657054,SPOT,8DR30_2657054,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DR30__2657054,8DR30_2657054,SPOT,8DR30_2657054,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15TN71__103913516,15TN71_103913516,SPOT,15TN71_103913516,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15TN71__103913516,15TN71_103913516,SPOT,15TN71_103913516,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15TN71__103913516,15TN71_103913516,SPOT,15TN71_103913516,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,75.000000,0.000000,8.000000,0.000000
14L472__2680593,14L472_2680593,SPOT,14L472_2680593,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14L472__2680593,14L472_2680593,SPOT,14L472_2680593,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14L472__2680593,14L472_2680593,SPOT,14L472_2680593,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,4.000000,0.000000
18LL90__105931301,18LL90_105931301,SPOT,18LL90_105931301,Other,1,0,2015,1,0,0,2,A,0.000000,92.000000,75.000000,0.000000,0.000000,0.000000
18LL90__105931301,18LL90_105931301,SPOT,18LL90_105931301,Other,1,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
18LL90__105931301,18LL90_105931301,SPOT,18LL90_105931301,Other,1,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT93__2657080,8DT93_2657080,SPOT,8DT93_2657080,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT93__2657080,8DT93_2657080,SPOT,8DT93_2657080,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
8DT93__2657080,8DT93_2657080,SPOT,8DT93_2657080,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106803__2662468,106803_2662468,SPOT,106803_2662468,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
106803__2662468,106803_2662468,SPOT,106803_2662468,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106803__2662468,106803_2662468,SPOT,106803_2662468,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT94__2657081,8DT94_2657081,SPOT,8DT94_2657081,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT94__2657081,8DT94_2657081,SPOT,8DT94_2657081,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,5.000000,0.000000
8DT94__2657081,8DT94_2657081,SPOT,8DT94_2657081,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17KH68__104218231,17KH68_104218231,SPOT,17KH68_104218231,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,75.000000,0.000000,7.000000,0.000000
17KH68__104218231,17KH68_104218231,SPOT,17KH68_104218231,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
17KH68__104218231,17KH68_104218231,SPOT,17KH68_104218231,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U395BH__2634362,U395BH_2634362,SPOT,U395BH_2634362,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U395BH__2634362,U395BH_2634362,SPOT,U395BH_2634362,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U395BH__2634362,U395BH_2634362,SPOT,U395BH_2634362,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,15.000000,0.000000,1.000000,0.000000
7TX19__2656208,7TX19_2656208,SPOT,7TX19_2656208,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7TX19__2656208,7TX19_2656208,SPOT,7TX19_2656208,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7TX19__2656208,7TX19_2656208,SPOT,7TX19_2656208,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,10.000000,0.000000
8DT95__2657082,8DT95_2657082,SPOT,8DT95_2657082,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT95__2657082,8DT95_2657082,SPOT,8DT95_2657082,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8DT95__2657082,8DT95_2657082,SPOT,8DT95_2657082,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,4.000000,0.000000
D736K__2635251,D736K_2635251,SPOT,D736K_2635251,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D736K__2635251,D736K_2635251,SPOT,D736K_2635251,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,37.500000,0.000000,4.000000,0.000000
D736K__2635251,D736K_2635251,SPOT,D736K_2635251,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G260K__2633496,G260K_2633496,SPOT,G260K_2633496,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G260K__2633496,G260K_2633496,SPOT,G260K_2633496,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
G260K__2633496,G260K_2633496,SPOT,G260K_2633496,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,2.000000,0.000000
15TN76__103913509,15TN76_103913509,SPOT,15TN76_103913509,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15TN76__103913509,15TN76_103913509,SPOT,15TN76_103913509,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
15TN76__103913509,15TN76_103913509,SPOT,15TN76_103913509,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
11E483__2667689,11E483_2667689,SPOT,11E483_2667689,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11E483__2667689,11E483_2667689,SPOT,11E483_2667689,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,7.000000,0.000000
11E483__2667689,11E483_2667689,SPOT,11E483_2667689,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7110K__2633510,7110K_2633510,SPOT,7110K_2633510,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,10.000000,0.000000,0.000000,0.000000
7110K__2633510,7110K_2633510,SPOT,7110K_2633510,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7110K__2633510,7110K_2633510,SPOT,7110K_2633510,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14FX06__2680011,14FX06_2680011,SPOT,14FX06_2680011,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
14FX06__2680011,14FX06_2680011,SPOT,14FX06_2680011,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14FX06__2680011,14FX06_2680011,SPOT,14FX06_2680011,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126695__2670645,126695_2670645,SPOT,126695_2670645,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,5.000000,0.000000
126695__2670645,126695_2670645,SPOT,126695_2670645,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
126695__2670645,126695_2670645,SPOT,126695_2670645,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14Q056__103041352,14Q056_103041352,SPOT,14Q056_103041352,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14Q056__103041352,14Q056_103041352,SPOT,14Q056_103041352,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000
14Q056__103041352,14Q056_103041352,SPOT,14Q056_103041352,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LJ00__2680803,14LJ00_2680803,SPOT,14LJ00_2680803,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,1.000000,0.000000
14LJ00__2680803,14LJ00_2680803,SPOT,14LJ00_2680803,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LJ00__2680803,14LJ00_2680803,SPOT,14LJ00_2680803,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2X516__2633431,2X516_2633431,SPOT,2X516_2633431,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,37.500000,0.000000,3.000000,0.000000
2X516__2633431,2X516_2633431,SPOT,2X516_2633431,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2X516__2633431,2X516_2633431,SPOT,2X516_2633431,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7NX10__2654663,7NX10_2654663,SPOT,7NX10_2654663,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7NX10__2654663,7NX10_2654663,SPOT,7NX10_2654663,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7NX10__2654663,7NX10_2654663,SPOT,7NX10_2654663,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,100.000000,0.000000,3.000000,0.000000
A488BH__2634431,A488BH_2634431,SPOT,A488BH_2634431,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A488BH__2634431,A488BH_2634431,SPOT,A488BH_2634431,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,75.000000,0.000000,8.000000,0.000000
A488BH__2634431,A488BH_2634431,SPOT,A488BH_2634431,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14Q055__103041319,14Q055_103041319,SPOT,14Q055_103041319,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14Q055__103041319,14Q055_103041319,SPOT,14Q055_103041319,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000
14Q055__103041319,14Q055_103041319,SPOT,14Q055_103041319,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7138K__2633439,7138K_2633439,SPOT,7138K_2633439,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7138K__2633439,7138K_2633439,SPOT,7138K_2633439,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7138K__2633439,7138K_2633439,SPOT,7138K_2633439,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,15.000000,0.000000,1.000000,0.000000
12133__2633475,12133_2633475,SPOT,12133_2633475,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12133__2633475,12133_2633475,SPOT,12133_2633475,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12133__2633475,12133_2633475,SPOT,12133_2633475,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,5.000000,0.000000
116262__2666735,116262_2666735,SPOT,116262_2666735,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,100.000000,0.000000,9.000000,0.000000
116262__2666735,116262_2666735,SPOT,116262_2666735,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
116262__2666735,116262_2666735,SPOT,116262_2666735,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12132__2633470,12132_2633470,SPOT,12132_2633470,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12132__2633470,12132_2633470,SPOT,12132_2633470,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12132__2633470,12132_2633470,SPOT,12132_2633470,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,6.000000,0.000000
U554BH__2634414,U554BH_2634414,SPOT,U554BH_2634414,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
U554BH__2634414,U554BH_2634414,SPOT,U554BH_2634414,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U554BH__2634414,U554BH_2634414,SPOT,U554BH_2634414,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9AM82__2659680,9AM82_2659680,SPOT,9AM82_2659680,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9AM82__2659680,9AM82_2659680,SPOT,9AM82_2659680,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,167.000000,0.000000,32.000000,0.000000
9AM82__2659680,9AM82_2659680,SPOT,9AM82_2659680,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LH94__2680812,14LH94_2680812,SPOT,14LH94_2680812,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LH94__2680812,14LH94_2680812,SPOT,14LH94_2680812,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LH94__2680812,14LH94_2680812,SPOT,14LH94_2680812,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000
U879BH__2632709,U879BH_2632709,SPOT,U879BH_2632709,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,4.000000,0.000000
U879BH__2632709,U879BH_2632709,SPOT,U879BH_2632709,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U879BH__2632709,U879BH_2632709,SPOT,U879BH_2632709,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D105K__2633469,D105K_2633469,SPOT,D105K_2633469,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,75.000000,0.000000,5.000000,0.000000
D105K__2633469,D105K_2633469,SPOT,D105K_2633469,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D105K__2633469,D105K_2633469,SPOT,D105K_2633469,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U494BH__2634396,U494BH_2634396,SPOT,U494BH_2634396,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U494BH__2634396,U494BH_2634396,SPOT,U494BH_2634396,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
U494BH__2634396,U494BH_2634396,SPOT,U494BH_2634396,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,15.000000,0.000000,1.000000,0.000000
186Q94__104672491,186Q94_104672491,SPOT,186Q94_104672491,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
186Q94__104672491,186Q94_104672491,SPOT,186Q94_104672491,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,100.000000,0.000000,1.000000,0.000000
186Q94__104672491,186Q94_104672491,SPOT,186Q94_104672491,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LH98__2680811,14LH98_2680811,SPOT,14LH98_2680811,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14LH98__2680811,14LH98_2680811,SPOT,14LH98_2680811,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,50.000000,0.000000,0.000000,0.000000
14LH98__2680811,14LH98_2680811,SPOT,14LH98_2680811,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D099K__2633489,D099K_2633489,SPOT,D099K_2633489,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
D099K__2633489,D099K_2633489,SPOT,D099K_2633489,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
D099K__2633489,D099K_2633489,SPOT,D099K_2633489,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ND81BH__2633398,ND81BH_2633398,SPOT,ND81BH_2633398,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
ND81BH__2633398,ND81BH_2633398,SPOT,ND81BH_2633398,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
ND81BH__2633398,ND81BH_2633398,SPOT,ND81BH_2633398,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B327K__2633436,B327K_2633436,SPOT,B327K_2633436,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B327K__2633436,B327K_2633436,SPOT,B327K_2633436,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
B327K__2633436,B327K_2633436,SPOT,B327K_2633436,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,4.000000,0.000000
11PR92__2669628,11PR92_2669628,SPOT,11PR92_2669628,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11PR92__2669628,11PR92_2669628,SPOT,11PR92_2669628,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,1.000000,0.000000
11PR92__2669628,11PR92_2669628,SPOT,11PR92_2669628,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106795__2662471,106795_2662471,SPOT,106795_2662471,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
106795__2662471,106795_2662471,SPOT,106795_2662471,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,25.000000,0.000000,2.000000,0.000000
106795__2662471,106795_2662471,SPOT,106795_2662471,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A547BH__2634448,A547BH_2634448,SPOT,A547BH_2634448,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A547BH__2634448,A547BH_2634448,SPOT,A547BH_2634448,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
A547BH__2634448,A547BH_2634448,SPOT,A547BH_2634448,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,75.000000,0.000000,6.000000,0.000000
12JB23__2672974,12JB23_2672974,SPOT,12JB23_2672974,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
12JB23__2672974,12JB23_2672974,SPOT,12JB23_2672974,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12JB23__2672974,12JB23_2672974,SPOT,12JB23_2672974,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8R717__2657969,8R717_2657969,SPOT,8R717_2657969,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8R717__2657969,8R717_2657969,SPOT,8R717_2657969,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,50.000000,0.000000,9.000000,0.000000
8R717__2657969,8R717_2657969,SPOT,8R717_2657969,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7TX21__2656209,7TX21_2656209,SPOT,7TX21_2656209,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7TX21__2656209,7TX21_2656209,SPOT,7TX21_2656209,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7TX21__2656209,7TX21_2656209,SPOT,7TX21_2656209,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,10.000000,0.000000
8Q064__2659307,8Q064_2659307,SPOT,8Q064_2659307,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8Q064__2659307,8Q064_2659307,SPOT,8Q064_2659307,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8Q064__2659307,8Q064_2659307,SPOT,8Q064_2659307,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,25.000000,0.000000,1.000000,0.000000
7X079__2656225,7X079_2656225,SPOT,7X079_2656225,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7X079__2656225,7X079_2656225,SPOT,7X079_2656225,Other,0,0,2015,1,0,0,2,B,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7X079__2656225,7X079_2656225,SPOT,7X079_2656225,Other,0,0,2015,1,0,0,2,C,0.000000,0.000000,50.000000,0.000000,9.000000,0.000000
U768BH__2633402,U768BH_2633402,SPOT,U768BH_2633402,Other,0,0,2015,1,0,0,2,A,0.000000,0.000000,25.000000,0.000000,3.000000,0.000000
