"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
5400, 10786.5, -2356.03, 23939, 23968.5, 10560.8, 2317.45, 23357.9, 23863.5, 1.25692, 0, 1.28, 0, 225.726, -1083.72, 581.795, 1130.09, 93.3614, -1457.77, 132.365, 374.051, 454.177, 133.015, 66.2724, 159.454, 52.7995, 0.505702, 53.3052, 12.9673, 0, 0, 0, 0, 174.203, 6.9097, 34.9403, 9.67315, 0, 0, 0, 46.7001, 6.9097, 2.98945, 9.67315, 0, 0, 0, 22.0623, 0, 5.02662, 0, 0, 0, 0, 105.441, 0, 26.9243, 0, 0, 0, 0, 0, 6165.81, 0, 4395.02, 0, 0, 0
5401, 9773.84, -2618.53, 23939, 23968.5, 9563.46, 2111.87, 23357.9, 23863.5, 0, 0, 0, 0, 210.36, -1125.24, 581.795, 1130.09, 77.4366, -1500.87, 132.923, 375.631, 454.177, 133.015, 55.2302, 155.13, 44.2044, 0.407467, 44.6118, 10.6184, 0, 0, 0, 0, 163.173, 5.64823, 33.6406, 7.89795, 0, 0, 0, 39.2284, 5.64823, 2.45565, 7.89795, 0, 0, 0, 18.075, 0, 4.13135, 0, 0, 0, 0, 105.87, 0, 27.0536, 0, 0, 0, 0, 0, 5583.71, 0, 3979.75, 0, 0, 0
5402, 9163.58, -2738.86, 23939, 23968.5, 8962.67, 1955.11, 23357.9, 23863.5, 0, 0, 0, 0, 200.905, -1129.96, 581.795, 1130.09, 69.3558, -1501.71, 131.549, 371.749, 454.177, 133.015, 49.6565, 151.249, 39.8968, 0.350542, 40.2474, 9.40908, 0, 0, 0, 0, 156.284, 4.99564, 32.6243, 7.00083, 0, 0, 0, 35.4815, 4.99564, 2.17844, 7.00083, 0, 0, 0, 16.0352, 0, 3.6642, 0, 0, 0, 0, 104.768, 0, 26.7817, 0, 0, 0, 0, 0, 5232.81, 0, 3729.86, 0, 0, 0
5403, 8803.85, -2830.39, 23939, 23968.5, 8607.65, 1881.68, 23357.9, 23863.5, 0, 0, 0, 0, 196.127, -1143.08, 581.795, 1143.08, 64.3832, -1515.38, 131.744, 372.299, 454.177, 133.015, 46.215, 149.912, 37.2392, 0.309599, 37.5488, 8.66618, 0, 0, 0, 0, 152.861, 4.59116, 32.2262, 6.44811, 0, 0, 0, 33.1604, 4.59116, 2.01528, 6.44811, 0, 0, 0, 14.783, 0, 3.38522, 0, 0, 0, 0, 104.918, 0, 26.8257, 0, 0, 0, 0, 0, 5025.42, 0, 3582.23, 0, 0, 0
5404, 8577.8, -2887.76, 23939, 23968.5, 8384.53, 1834.83, 23357.9, 23863.5, 0, 0, 0, 0, 193.229, -1151.05, 581.795, 1151.05, 61.3653, -1523.68, 131.864, 372.639, 454.177, 133.015, 44.1379, 149.091, 35.6361, 0.290299, 35.9264, 8.21152, 0, 0, 0, 0, 150.799, 4.34737, 31.97, 6.11269, 0, 0, 0, 31.769, 4.34737, 1.90881, 6.11269, 0, 0, 0, 14.0198, 0, 3.20755, 0, 0, 0, 0, 105.01, 0, 26.8537, 0, 0, 0, 0, 0, 4895.09, 0, 3489.44, 0, 0, 0
5405, 8607.23, -2879.47, 23939, 23968.5, 8413.65, 1839.89, 23357.9, 23863.5, 0, 0, 0, 0, 193.596, -1149.62, 581.795, 1151.05, 61.7821, -1522.11, 131.814, 372.497, 454.177, 133.015, 44.418, 149.178, 35.8482, 0.291288, 36.1395, 8.27856, 0, 0, 0, 0, 151.048, 4.38147, 32.0093, 6.15722, 0, 0, 0, 31.9509, 4.38147, 1.92844, 6.15722, 0, 0, 0, 14.1259, 0, 3.23815, 0, 0, 0, 0, 104.971, 0, 26.8427, 0, 0, 0, 0, 0, 4912.14, 0, 3501.51, 0, 0, 0
5406, 8912.8, -2801.6, 23939, 23968.5, 8715.48, 1902.44, 23357.9, 23863.5, 0, 0, 0, 0, 197.409, -1138.84, 581.795, 1151.05, 65.7768, -1510.82, 131.633, 371.985, 454.177, 133.015, 47.1736, 150.236, 38.0236, 0.295946, 38.3195, 8.85409, 0, 0, 0, 0, 153.779, 4.68114, 32.332, 6.61762, 0, 0, 0, 33.8062, 4.68114, 2.06864, 6.61762, 0, 0, 0, 15.1389, 0, 3.46429, 0, 0, 0, 0, 104.833, 0, 26.7991, 0, 0, 0, 0, 0, 5087.89, 0, 3627.59, 0, 0, 0
5407, 9634.96, -2618.34, 23939, 23968.5, 9427.96, 2050.55, 23357.9, 23863.5, 0, 0, 0, 0, 207.282, -1112.16, 581.795, 1151.05, 76.013, -1483.12, 131.269, 370.956, 454.177, 133.015, 54.2867, 152.996, 43.5514, 0.376117, 43.9275, 10.3592, 0, 0, 0, 0, 160.893, 5.50287, 33.1217, 7.76507, 0, 0, 0, 38.6297, 5.50287, 2.389, 7.76507, 0, 0, 0, 17.7102, 0, 4.01619, 0, 0, 0, 0, 104.553, 0, 26.7165, 0, 0, 0, 0, 0, 5503.84, 0, 3924.12, 0, 0, 0
5408, 10882.4, -2298.32, 23939, 23968.5, 10655.8, 2303.21, 23357.9, 23863.5, 1.73217, 0, 1.79251, 0, 226.562, -1060.05, 581.795, 1151.05, 95.9934, -1429.03, 130.568, 368.973, 454.177, 133.015, 68.1371, 158.425, 54.2858, 0.518586, 54.8044, 13.3327, 0, 0, 0, 0, 174.712, 7.10596, 34.7721, 9.97194, 0, 0, 0, 47.9956, 7.10596, 3.0636, 9.97194, 0, 0, 0, 22.7039, 0, 5.15243, 0, 0, 0, 0, 104.012, 0, 26.5561, 0, 0, 0, 0, 0, 6221.01, 0, 4434.83, 0, 0, 0
5409, 12317.8, -1926.21, 23939, 23968.5, 12065.9, 2586.39, 23357.9, 23863.5, 6.06544, 0, 8.32823, 0, 251.914, -991.739, 581.795, 1151.05, 122.229, -1358.21, 129.685, 366.474, 454.177, 133.015, 86.4308, 165.483, 68.5426, 0.711392, 69.254, 17.1768, 0, 0, 0, 0, 193.003, 9.18475, 36.8534, 12.8732, 0, 0, 0, 60.4633, 9.18475, 3.90954, 12.8732, 0, 0, 0, 29.2106, 0, 6.58745, 0, 0, 0, 0, 103.329, 0, 26.3564, 0, 0, 0, 0, 0, 7044.1, 0, 5021.81, 0, 0, 0
5410, 13841.7, -1528.01, 23939, 23968.5, 13559.1, 2880.3, 23357.9, 23863.5, 10.3206, 0.312592, 19.3085, 0.304867, 282.777, -909.822, 581.795, 1151.05, 154.044, -1273.6, 128.733, 363.781, 454.177, 133.015, 108.632, 174.145, 85.8974, 0.909453, 86.8069, 21.825, 0, 0, 0, 0, 215.27, 11.6771, 39.4509, 16.3784, 0, 0, 0, 75.6143, 11.6771, 4.96205, 16.3784, 0, 0, 0, 37.0621, 0, 8.34991, 0, 0, 0, 0, 102.594, 0, 26.139, 0, 0, 0, 0, 0, 7915.52, 0, 5643.55, 0, 0, 0
5411, 15004.7, -1222.26, 23939, 23968.5, 14695.8, 3100.69, 23357.9, 23863.5, 13.3937, 3.41118, 29.049, 3.59068, 309.05, -841.114, 581.795, 1151.05, 181.029, -1202.88, 128.021, 361.767, 454.177, 133.015, 127.481, 181.568, 100.683, 1.05066, 101.733, 25.7482, 0, 0, 0, 0, 234.243, 13.7677, 41.6895, 19.3498, 0, 0, 0, 88.4986, 13.7677, 5.86542, 19.3498, 0, 0, 0, 43.6983, 0, 9.84944, 0, 0, 0, 0, 102.046, 0, 25.9747, 0, 0, 0, 0, 0, 8578.74, 0, 6117.04, 0, 0, 0
5412, 15975.6, -966.089, 23939, 23968.5, 15643, 3283, 23357.9, 23863.5, 15.7011, 5.73716, 38.1027, 6.99382, 332.667, -780.201, 581.795, 1151.05, 205.205, -1140.39, 127.462, 360.187, 454.177, 133.015, 144.374, 188.292, 114.015, 1.13102, 115.146, 29.2284, 0, 0, 0, 0, 251.312, 15.6017, 43.7262, 22.0266, 0, 0, 0, 100.058, 15.6017, 6.68826, 22.0266, 0, 0, 0, 49.6351, 0, 11.1954, 0, 0, 0, 0, 101.619, 0, 25.8426, 0, 0, 0, 0, 0, 9131.05, 0, 6511.97, 0, 0, 0
5413, 16992.8, -712.663, 23939, 23968.5, 16634.3, 3521.77, 23357.9, 23863.5, 18.5046, 8.5048, 47.8909, 12.8792, 358.429, -734.081, 581.795, 1151.05, 229.91, -1097.25, 128.519, 363.172, 454.177, 133.015, 161.642, 196.787, 127.496, 1.30383, 128.8, 32.842, 0, 0, 0, 0, 270.048, 17.5483, 46.1017, 24.7311, 0, 0, 0, 111.865, 17.5483, 7.49804, 24.7311, 0, 0, 0, 55.7086, 0, 12.5597, 0, 0, 0, 0, 102.475, 0, 26.0439, 0, 0, 0, 0, 0, 9709.79, 0, 6924.52, 0, 0, 0
5414, 17787.5, -499.188, 23939, 23968.5, 17407.3, 3670.3, 23357.9, 23863.5, 20.7585, 10.7744, 56.9022, 18.4591, 380.296, -678.921, 581.795, 1151.05, 252.188, -1040.93, 128.108, 362.011, 454.177, 133.015, 177.274, 203.022, 139.772, 1.44192, 141.214, 36.0596, 0, 0, 0, 0, 285.918, 19.2741, 47.9312, 27.1727, 0, 0, 0, 122.61, 19.2741, 8.21705, 27.1727, 0, 0, 0, 61.1484, 0, 13.7656, 0, 0, 0, 0, 102.16, 0, 25.9485, 0, 0, 0, 0, 0, 10160.8, 0, 7246.47, 0, 0, 0
5415, 18397.8, -334.205, 23939, 23968.5, 17999.9, 3782.8, 23357.9, 23863.5, 22.4138, 12.4425, 63.8669, 22.821, 397.977, -634.242, 581.795, 1151.05, 270.207, -995.296, 127.77, 361.054, 454.177, 133.015, 189.89, 208.087, 149.652, 1.54968, 151.202, 38.6874, 0, 0, 0, 0, 298.703, 20.677, 49.4634, 29.133, 0, 0, 0, 131.258, 20.677, 8.82192, 29.133, 0, 0, 0, 65.5456, 0, 14.7714, 0, 0, 0, 0, 101.9, 0, 25.8701, 0, 0, 0, 0, 0, 10506.7, 0, 7493.2, 0, 0, 0
5416, 18642.4, -267.956, 23939, 23968.5, 18237.9, 3826.16, 23357.9, 23863.5, 22.982, 13.0155, 67.0633, 24.8254, 405.063, -616.076, 581.795, 1151.05, 277.444, -976.703, 127.619, 360.628, 454.177, 133.015, 194.979, 210.084, 153.718, 1.5632, 155.281, 39.6984, 0, 0, 0, 0, 303.869, 21.2079, 50.0416, 29.9448, 0, 0, 0, 134.772, 21.2079, 9.05501, 29.9448, 0, 0, 0, 67.3123, 0, 15.1521, 0, 0, 0, 0, 101.785, 0, 25.8345, 0, 0, 0, 0, 0, 10645.3, 0, 7592.61, 0, 0, 0
5417, 18151.8, -400.929, 23939, 23968.5, 17761, 3738.01, 23357.9, 23863.5, 21.5032, 11.5252, 60.6167, 20.7728, 390.744, -652.638, 581.795, 1151.05, 262.825, -1014.11, 127.919, 361.475, 454.177, 133.015, 184.674, 206.07, 145.586, 1.46891, 147.055, 37.6197, 0, 0, 0, 0, 293.417, 20.0866, 48.9082, 28.3325, 0, 0, 0, 127.646, 20.0866, 8.60961, 28.3325, 0, 0, 0, 63.7546, 0, 14.3963, 0, 0, 0, 0, 102.016, 0, 25.9023, 0, 0, 0, 0, 0, 10367.2, 0, 7393.8, 0, 0, 0
5418, 17392.2, -605.905, 23939, 23968.5, 17023, 3597.6, 23357.9, 23863.5, 19.7252, 9.73237, 52.65, 15.8152, 369.181, -707.281, 581.795, 1151.05, 240.837, -1069.96, 128.345, 362.679, 454.177, 133.015, 169.339, 199.843, 133.56, 1.37917, 134.939, 34.3993, 0, 0, 0, 0, 277.897, 18.3909, 46.9556, 25.9379, 0, 0, 0, 117.181, 18.3909, 7.82884, 25.9379, 0, 0, 0, 58.3745, 0, 13.1236, 0, 0, 0, 0, 102.342, 0, 26.0031, 0, 0, 0, 0, 0, 9936.47, 0, 7086.51, 0, 0, 0
5419, 17096.2, -685.739, 23939, 23968.5, 16734.4, 3544.76, 23357.9, 23863.5, 19.0322, 9.033, 49.2538, 13.7249, 361.223, -727.941, 581.795, 1151.05, 232.684, -1091.17, 128.539, 363.228, 454.177, 133.015, 163.619, 197.604, 129.012, 1.35967, 130.371, 33.2475, 0, 0, 0, 0, 272.115, 17.7851, 46.2951, 25.0274, 0, 0, 0, 113.245, 17.7851, 7.561, 25.0274, 0, 0, 0, 56.3795, 0, 12.6857, 0, 0, 0, 0, 102.49, 0, 26.0485, 0, 0, 0, 0, 0, 9768.37, 0, 6966.07, 0, 0, 0
5420, 16680.8, -797.324, 23939, 23968.5, 16330.2, 3467.16, 23357.9, 23863.5, 18.1062, 8.09907, 45.535, 11.4409, 349.991, -756.369, 581.795, 1151.05, 221.228, -1120.23, 128.763, 363.862, 454.177, 133.015, 155.664, 194.327, 122.814, 1.31116, 124.125, 31.5395, 0, 0, 0, 0, 264.081, 16.8878, 45.2314, 23.7913, 0, 0, 0, 107.85, 16.8878, 7.13498, 23.7913, 0, 0, 0, 53.5692, 0, 11.9945, 0, 0, 0, 0, 102.661, 0, 26.102, 0, 0, 0, 0, 0, 9532.25, 0, 6797.95, 0, 0, 0
5421, 15527.5, -1107.03, 23939, 23968.5, 15206.7, 3251.08, 23357.9, 23863.5, 14.8369, 4.80021, 33.4526, 5.21649, 320.943, -832.846, 581.795, 1151.05, 191.366, -1199.01, 129.577, 366.164, 454.177, 133.015, 134.704, 186.239, 106.318, 1.13455, 107.453, 27.251, 0, 0, 0, 0, 242.988, 14.5874, 42.8707, 20.4967, 0, 0, 0, 93.4342, 14.5874, 6.18533, 20.4967, 0, 0, 0, 46.262, 0, 10.3999, 0, 0, 0, 0, 103.292, 0, 26.2855, 0, 0, 0, 0, 0, 8876.94, 0, 6329.73, 0, 0, 0
5422, 14099.8, -1487.5, 23939, 23968.5, 13812, 2978.48, 23357.9, 23863.5, 10.619, 0.547693, 20.3854, 0.53743, 288.217, -918.987, 581.795, 1151.05, 157.709, -1287.78, 130.508, 368.797, 454.177, 133.015, 111.111, 177.106, 87.8161, 0.908405, 88.7245, 22.3868, 0, 0, 0, 0, 219.254, 11.9656, 40.211, 16.7864, 0, 0, 0, 77.2406, 11.9656, 5.11871, 16.7864, 0, 0, 0, 38.0012, 0, 8.59683, 0, 0, 0, 0, 104.012, 0, 26.4955, 0, 0, 0, 0, 0, 8063.2, 0, 5748.75, 0, 0, 0
5423, 12339.9, -1950.48, 23939, 23968.5, 12087.7, 2630.79, 23357.9, 23863.5, 5.6377, 0, 7.66945, 0, 252.639, -1011.93, 581.795, 1151.05, 121.154, -1383.49, 131.485, 371.561, 454.177, 133.015, 85.6102, 167.029, 67.8957, 0.675051, 68.5707, 17.0394, 0, 0, 0, 0, 193.583, 9.09531, 37.202, 12.7589, 0, 0, 0, 59.8456, 9.09531, 3.91034, 12.7589, 0, 0, 0, 28.9735, 0, 6.57066, 0, 0, 0, 0, 104.764, 0, 26.721, 0, 0, 0, 0, 0, 7056.86, 0, 5030.88, 0, 0, 0
5424, 11058.9, -2285.04, 23939, 23968.5, 10829.2, 2373.02, 23357.9, 23863.5, 2.39561, 0, 2.53299, 0, 230.207, -1071.79, 581.795, 1151.05, 97.9886, -1445.42, 132.218, 373.635, 454.177, 133.015, 69.5202, 160.687, 55.3003, 0.570486, 55.8707, 13.6494, 0, 0, 0, 0, 177.462, 7.29462, 35.2691, 10.1807, 0, 0, 0, 48.9284, 7.29462, 3.11652, 10.1807, 0, 0, 0, 23.2089, 0, 5.25946, 0, 0, 0, 0, 105.325, 0, 26.8931, 0, 0, 0, 0, 0, 6322.67, 0, 4506.54, 0, 0, 0
5425, 10202.6, -2506.98, 23939, 23968.5, 9986.27, 2197.74, 23357.9, 23863.5, 0, 0, 0, 0, 216.707, -1107.92, 581.795, 1151.05, 84.0296, -1482.85, 132.677, 374.934, 454.177, 133.015, 59.8294, 156.878, 47.7509, 0.48331, 48.2342, 11.5952, 0, 0, 0, 0, 167.759, 6.19096, 34.1304, 8.62647, 0, 0, 0, 42.3604, 6.19096, 2.65152, 8.62647, 0, 0, 0, 19.7213, 0, 4.47893, 0, 0, 0, 0, 105.677, 0, 27, 0, 0, 0, 0, 0, 5830.74, 0, 4155.52, 0, 0, 0
5426, 9642.26, -2651.81, 23939, 23968.5, 9434.02, 2082.14, 23357.9, 23863.5, 0, 0, 0, 0, 208.492, -1130.18, 581.795, 1151.05, 75.5091, -1505.98, 132.983, 375.799, 454.177, 133.015, 53.9106, 154.582, 43.1704, 0.408344, 43.5788, 10.3318, 0, 0, 0, 0, 161.85, 5.50161, 33.4588, 7.68134, 0, 0, 0, 38.3486, 5.50161, 2.37901, 7.68134, 0, 0, 0, 17.5879, 0, 4.0107, 0, 0, 0, 0, 105.914, 0, 27.0691, 0, 0, 0, 0, 0, 5508.25, 0, 3925.78, 0, 0, 0
5427, 9201.27, -2728.99, 23939, 23968.5, 8999.85, 1962.65, 23357.9, 23863.5, 0, 0, 0, 0, 201.421, -1128.39, 581.795, 1151.05, 69.9052, -1500.05, 131.516, 371.654, 454.177, 133.015, 50.0574, 151.364, 40.1972, 0.371773, 40.5689, 9.48846, 0, 0, 0, 0, 156.677, 5.04869, 32.6352, 7.06024, 0, 0, 0, 35.7681, 5.04869, 2.18037, 7.06024, 0, 0, 0, 16.1692, 0, 3.67859, 0, 0, 0, 0, 104.74, 0, 26.7763, 0, 0, 0, 0, 0, 5254.63, 0, 3745.22, 0, 0, 0
5428, 8855.95, -2816.56, 23939, 23968.5, 8659.09, 1891.96, 23357.9, 23863.5, 0, 0, 0, 0, 196.782, -1140.92, 581.795, 1151.05, 65.0945, -1513.06, 131.688, 372.14, 454.177, 133.015, 46.7326, 150.05, 37.6344, 0.332159, 37.9666, 8.76604, 0, 0, 0, 0, 153.359, 4.6566, 32.2385, 6.52765, 0, 0, 0, 33.5295, 4.6566, 2.01884, 6.52765, 0, 0, 0, 14.9579, 0, 3.40397, 0, 0, 0, 0, 104.872, 0, 26.8157, 0, 0, 0, 0, 0, 5055.54, 0, 3603.55, 0, 0, 0
5429, 8764.15, -2839.4, 23939, 23968.5, 8568.57, 1872.33, 23357.9, 23863.5, 0, 0, 0, 0, 195.571, -1144, 581.795, 1151.05, 63.8544, -1516.22, 131.717, 372.223, 454.177, 133.015, 45.86, 149.711, 36.9673, 0.310106, 37.2774, 8.58255, 0, 0, 0, 0, 152.473, 4.54942, 32.1576, 6.39074, 0, 0, 0, 32.9299, 4.54942, 1.9899, 6.39074, 0, 0, 0, 14.648, 0, 3.34632, 0, 0, 0, 0, 104.895, 0, 26.8214, 0, 0, 0, 0, 0, 5002.58, 0, 3565.99, 0, 0, 0
5430, 8930.89, -2797.32, 23939, 23968.5, 8733.29, 1906.68, 23357.9, 23863.5, 0, 0, 0, 0, 197.643, -1138.33, 581.795, 1151.05, 66.008, -1510.32, 131.635, 371.991, 454.177, 133.015, 47.3664, 150.276, 38.1682, 0.318154, 38.4863, 8.88009, 0, 0, 0, 0, 153.987, 4.70972, 32.3024, 6.64421, 0, 0, 0, 33.962, 4.70972, 2.05055, 6.64421, 0, 0, 0, 15.1917, 0, 3.44985, 0, 0, 0, 0, 104.833, 0, 26.802, 0, 0, 0, 0, 0, 5098.38, 0, 3634.9, 0, 0, 0
5431, 9574.07, -2634.06, 23939, 23968.5, 9367.85, 2038.28, 23357.9, 23863.5, 0, 0, 0, 0, 206.459, -1114.58, 581.795, 1151.05, 75.1447, -1485.66, 131.314, 371.084, 454.177, 133.015, 53.6414, 152.817, 43.047, 0.347769, 43.3948, 10.2466, 0, 0, 0, 0, 160.248, 5.4255, 33.1212, 7.66411, 0, 0, 0, 38.1586, 5.4255, 2.39317, 7.66411, 0, 0, 0, 17.4989, 0, 4.00433, 0, 0, 0, 0, 104.59, 0, 26.7237, 0, 0, 0, 0, 0, 5468.73, 0, 3899.12, 0, 0, 0
5432, 10561.1, -2381.73, 23939, 23968.5, 10339.8, 2239.53, 23357.9, 23863.5, 0.711014, 0, 0.710807, 0, 221.357, -1074.53, 581.795, 1151.05, 90.567, -1444.13, 130.79, 369.6, 454.177, 133.015, 64.3622, 156.994, 51.3601, 0.473435, 51.8336, 12.5286, 0, 0, 0, 0, 170.969, 6.66891, 34.3444, 9.37395, 0, 0, 0, 45.4318, 6.66891, 2.88746, 9.37395, 0, 0, 0, 21.3531, 0, 4.85177, 0, 0, 0, 0, 104.184, 0, 26.6051, 0, 0, 0, 0, 0, 6036.41, 0, 4303.39, 0, 0, 0
5433, 11469.6, -2147.67, 23939, 23968.5, 11233.3, 2421.22, 23357.9, 23863.5, 3.10687, 0, 3.36194, 0, 236.404, -1034.11, 581.795, 1151.05, 106.131, -1402.24, 130.272, 368.136, 454.177, 133.015, 75.1726, 161.231, 59.8181, 0.549683, 60.3678, 14.8048, 0, 0, 0, 0, 181.787, 7.88138, 35.6249, 11.1099, 0, 0, 0, 52.7668, 7.88138, 3.41452, 11.1099, 0, 0, 0, 25.2327, 0, 5.72601, 0, 0, 0, 0, 103.788, 0, 26.4844, 0, 0, 0, 0, 0, 6557.66, 0, 4675.6, 0, 0, 0
5434, 12250.8, -1944.66, 23939, 23968.5, 12000.3, 2574.74, 23357.9, 23863.5, 6.00174, 0, 8.21685, 0, 250.552, -995.976, 581.795, 1151.05, 120.771, -1362.72, 129.781, 366.745, 454.177, 133.015, 85.4525, 165.099, 67.8113, 0.707577, 68.5189, 16.9336, 0, 0, 0, 0, 192.08, 9.06143, 36.6843, 12.7257, 0, 0, 0, 59.8305, 9.06143, 3.83487, 12.7257, 0, 0, 0, 28.8466, 0, 6.4717, 0, 0, 0, 0, 103.403, 0, 26.3777, 0, 0, 0, 0, 0, 7005.54, 0, 4994.74, 0, 0, 0
5435, 13299.3, -1671.2, 23939, 23968.5, 13028.1, 2778.23, 23357.9, 23863.5, 8.35173, 0, 14.5806, 0, 271.333, -940.973, 581.795, 1151.05, 142.186, -1305.93, 129.147, 364.954, 454.177, 133.015, 100.282, 171.051, 79.3802, 0.788658, 80.1689, 20.1133, 0, 0, 0, 0, 206.928, 10.7321, 38.5996, 15.0732, 0, 0, 0, 69.8552, 10.7321, 4.62162, 15.0732, 0, 0, 0, 34.1541, 0, 7.74966, 0, 0, 0, 0, 102.919, 0, 26.2284, 0, 0, 0, 0, 0, 7605.55, 0, 5422.5, 0, 0, 0
5436, 14443.3, -1371.24, 23939, 23968.5, 14147.3, 2997, 23357.9, 23863.5, 11.7786, 1.78018, 23.9663, 1.80139, 296.063, -876.039, 581.795, 1151.05, 167.613, -1239.02, 128.45, 362.982, 454.177, 133.015, 118.082, 177.981, 93.3078, 0.966916, 94.2748, 23.8073, 0, 0, 0, 0, 224.837, 12.7255, 40.6275, 17.8724, 0, 0, 0, 82.0507, 12.7255, 5.43345, 17.8724, 0, 0, 0, 40.407, 0, 9.12358, 0, 0, 0, 0, 102.38, 0, 26.0705, 0, 0, 0, 0, 0, 8258.76, 0, 5888.58, 0, 0, 0
5437, 15008.7, -1222.35, 23939, 23968.5, 14699.4, 3104.15, 23357.9, 23863.5, 13.2312, 3.24489, 28.4767, 3.40211, 309.28, -841.869, 581.795, 1151.05, 181.158, -1203.92, 128.122, 362.055, 454.177, 133.015, 127.51, 181.77, 100.651, 1.04526, 101.697, 25.813, 0, 0, 0, 0, 234.33, 13.7915, 41.815, 19.3442, 0, 0, 0, 88.4637, 13.7915, 5.91039, 19.3442, 0, 0, 0, 43.7378, 0, 9.9103, 0, 0, 0, 0, 102.128, 0, 25.9944, 0, 0, 0, 0, 0, 8581.15, 0, 6118.27, 0, 0, 0
5438, 15033.3, -1215.32, 23939, 23968.5, 14724.2, 3108.22, 23357.9, 23863.5, 13.2571, 3.27174, 29.469, 3.43255, 309.489, -840.48, 581.795, 1151.05, 181.433, -1202.35, 128.056, 361.868, 454.177, 133.015, 127.771, 181.718, 100.998, 1.01056, 102.009, 25.7627, 0, 0, 0, 0, 234.591, 13.7603, 41.7157, 19.4225, 0, 0, 0, 88.71, 13.7603, 5.87853, 19.4225, 0, 0, 0, 43.804, 0, 9.85773, 0, 0, 0, 0, 102.077, 0, 25.9794, 0, 0, 0, 0, 0, 8594.83, 0, 6129.35, 0, 0, 0
5439, 14892.9, -1252.94, 23939, 23968.5, 14586.4, 3081.98, 23357.9, 23863.5, 13.1244, 3.13628, 28.6513, 3.27962, 306.134, -849.342, 581.795, 1151.05, 177.979, -1211.49, 128.155, 362.146, 454.177, 133.015, 125.406, 180.727, 99.1466, 1.01913, 100.166, 25.2404, 0, 0, 0, 0, 232.232, 13.4985, 41.3557, 19.0477, 0, 0, 0, 87.1327, 13.4985, 5.72719, 19.0477, 0, 0, 0, 42.9476, 0, 9.62494, 0, 0, 0, 0, 102.151, 0, 26.0036, 0, 0, 0, 0, 0, 8514.39, 0, 6072.01, 0, 0, 0
5440, 15243.1, -1160.28, 23939, 23968.5, 14928.4, 3147.7, 23357.9, 23863.5, 13.7428, 3.76155, 30.8078, 3.9923, 314.697, -827.365, 581.795, 1151.05, 186.745, -1188.94, 127.953, 361.576, 454.177, 133.015, 131.431, 183.266, 103.799, 1.04565, 104.844, 26.5867, 0, 0, 0, 0, 238.274, 14.1951, 42.2473, 19.9806, 0, 0, 0, 91.1649, 14.1951, 6.09043, 19.9806, 0, 0, 0, 45.1114, 0, 10.2021, 0, 0, 0, 0, 101.998, 0, 25.9548, 0, 0, 0, 0, 0, 8714.4, 0, 6214.03, 0, 0, 0
5441, 15725.9, -1033.01, 23939, 23968.5, 15399.3, 3239.1, 23357.9, 23863.5, 15.2945, 5.32375, 35.4268, 5.85762, 326.627, -797.082, 581.795, 1151.05, 198.921, -1157.96, 127.705, 360.875, 454.177, 133.015, 139.967, 186.659, 110.44, 1.15421, 111.594, 28.3734, 0, 0, 0, 0, 246.918, 15.1669, 43.2397, 21.3021, 0, 0, 0, 97.0212, 15.1669, 6.47716, 21.3021, 0, 0, 0, 48.0902, 0, 10.8637, 0, 0, 0, 0, 101.807, 0, 25.8988, 0, 0, 0, 0, 0, 8989.45, 0, 6409.89, 0, 0, 0
5442, 15935, -979.317, 23939, 23968.5, 15602.9, 3281.02, 23357.9, 23863.5, 15.7534, 5.78246, 37.2803, 6.50232, 331.812, -785.134, 581.795, 1151.05, 204.113, -1145.99, 127.7, 360.859, 454.177, 133.015, 143.583, 188.23, 113.283, 1.17009, 114.453, 29.1295, 0, 0, 0, 0, 250.657, 15.5635, 43.718, 21.8735, 0, 0, 0, 99.4841, 15.5635, 6.66147, 21.8735, 0, 0, 0, 49.3671, 0, 11.1629, 0, 0, 0, 0, 101.806, 0, 25.8936, 0, 0, 0, 0, 0, 9108.2, 0, 6494.72, 0, 0, 0
