"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", ""
5357, 11717.4, -2112.54, 23939, 23968.5, 11476.3, 2503.37, 23357.9, 23863.5, 3.98883, 0, 4.43521, 0, 241.356, -1041.24, 581.795, 1130.09, 109.57, -1413.65, 131.786, 372.414, 454.177, 133.015, 77.5537, 163.802, 61.5955, 0.61449, 62.21, 15.3437, 0, 0, 0, 0, 185.46, 8.19075, 36.2316, 11.4733, 0, 0, 0, 54.3709, 8.19075, 3.51875, 11.4733, 0, 0, 0, 26.0959, 0, 5.92003, 0, 0, 0, 0, 104.993, 0, 26.7928, 0, 0, 0, 0, 0, 6700.1, 0, 4776.2, 0, 0, 0
5358, 12815.9, -1825.63, 23939, 23968.5, 12554.2, 2725.2, 23357.9, 23863.5, 7.33575, 0, 11.2869, 0, 261.69, -987.839, 581.795, 1130.09, 130.492, -1358.59, 131.198, 370.75, 454.177, 133.015, 92.1739, 169.516, 73.0205, 0.767264, 73.7878, 18.3862, 0, 0, 0, 0, 200.179, 9.83856, 37.8786, 13.794, 0, 0, 0, 64.3633, 9.83856, 4.17805, 13.794, 0, 0, 0, 31.2753, 0, 7.0425, 0, 0, 0, 0, 104.54, 0, 26.6581, 0, 0, 0, 0, 0, 7329.1, 0, 5225.12, 0, 0, 0
5359, 13474, -1652.02, 23939, 23968.5, 13199.2, 2854.41, 23357.9, 23863.5, 8.85111, 0, 15.7108, 0, 274.864, -952.92, 581.795, 1130.09, 144.068, -1322.53, 130.795, 369.611, 454.177, 133.015, 101.605, 173.259, 80.4178, 0.813743, 81.2316, 20.3732, 0, 0, 0, 0, 209.635, 10.8845, 39.0478, 15.2964, 0, 0, 0, 70.7653, 10.8845, 4.65851, 15.2964, 0, 0, 0, 34.6376, 0, 7.82603, 0, 0, 0, 0, 104.232, 0, 26.5632, 0, 0, 0, 0, 0, 7705.37, 0, 5493.82, 0, 0, 0
5360, 14150.9, -1472.75, 23939, 23968.5, 13861.4, 2986.03, 23357.9, 23863.5, 11.3384, 1.27408, 21.3281, 1.27316, 289.47, -914.689, 581.795, 1130.09, 159.082, -1283.14, 130.387, 368.455, 454.177, 133.015, 112.137, 177.332, 88.5473, 0.995409, 89.5427, 22.5944, 0, 0, 0, 0, 220.226, 12.1139, 40.2102, 16.9197, 0, 0, 0, 77.992, 12.1139, 5.11157, 16.9197, 0, 0, 0, 38.3211, 0, 8.62396, 0, 0, 0, 0, 103.913, 0, 26.4747, 0, 0, 0, 0, 0, 8092.43, 0, 5768.99, 0, 0, 0
5361, 15558.4, -1098.12, 23939, 23968.5, 15236.5, 3255.53, 23357.9, 23863.5, 15.3757, 5.34373, 33.7521, 5.87927, 322.048, -829.785, 581.795, 1130.09, 192.522, -1195.8, 129.526, 366.019, 454.177, 133.015, 135.529, 186.52, 106.819, 1.23112, 108.051, 27.478, 0, 0, 0, 0, 243.782, 14.7419, 42.9446, 20.5803, 0, 0, 0, 94.0027, 14.7419, 6.2036, 20.5803, 0, 0, 0, 46.5314, 0, 10.4623, 0, 0, 0, 0, 103.248, 0, 26.2787, 0, 0, 0, 0, 0, 8895.01, 0, 6341.46, 0, 0, 0
5362, 17253.1, -642.586, 23939, 23968.5, 16887.5, 3569.31, 23357.9, 23863.5, 20.0851, 10.0952, 51.5618, 15.1835, 365.782, -715.567, 581.795, 1130.09, 237.406, -1078.33, 128.376, 362.765, 454.177, 133.015, 167.006, 198.776, 131.549, 1.49967, 133.049, 33.9568, 0, 0, 0, 0, 275.493, 18.2145, 46.5618, 25.5128, 0, 0, 0, 115.625, 18.2145, 7.65289, 25.5128, 0, 0, 0, 57.5096, 0, 12.891, 0, 0, 0, 0, 102.358, 0, 26.0179, 0, 0, 0, 0, 0, 9858.17, 0, 7029.38, 0, 0, 0
5363, 19397.7, -62.0659, 23939, 23968.5, 18969.4, 3961.23, 23357.9, 23863.5, 26.0995, 16.1571, 78.3459, 31.6974, 428.599, -556.107, 581.795, 1130.09, 301.475, -915.333, 127.124, 359.226, 454.177, 133.015, 211.997, 216.602, 166.881, 1.90722, 168.789, 43.2088, 0, 0, 0, 0, 321.099, 23.1784, 51.8049, 32.5167, 0, 0, 0, 146.584, 23.1784, 9.71806, 32.5167, 0, 0, 0, 73.1211, 0, 16.356, 0, 0, 0, 0, 101.394, 0, 25.7308, 0, 0, 0, 0, 0, 11072.8, 0, 7896.59, 0, 0, 0
5364, 20925, 347.791, 23939, 23968.5, 20448.7, 4294.77, 23357.9, 23863.5, 30.0203, 20.0536, 110.353, 44.1466, 476.069, -455.723, 581.795, 1130.09, 348.231, -816.961, 127.837, 361.239, 454.177, 133.015, 244.747, 231.322, 192.578, 2.17228, 194.75, 49.9969, 0, 0, 0, 0, 355.572, 26.8028, 56.0695, 37.6247, 0, 0, 0, 169.046, 26.8028, 11.2737, 37.6247, 0, 0, 0, 84.5402, 0, 18.9441, 0, 0, 0, 0, 101.985, 0, 25.8518, 0, 0, 0, 0, 0, 11936, 0, 8512.65, 0, 0, 0
5365, 21988.4, 643.042, 23939, 23968.5, 21476, 4482.05, 23357.9, 23863.5, 32.8451, 22.9016, 138.81, 54.9024, 512.57, -363.76, 581.795, 1130.09, 385.374, -723.183, 127.195, 359.423, 454.177, 133.015, 270.911, 241.659, 213.295, 2.34815, 215.643, 55.2679, 0, 0, 0, 0, 382.177, 29.6122, 59.0629, 41.7172, 0, 0, 0, 187.129, 29.6122, 12.4526, 41.7172, 0, 0, 0, 93.5569, 0, 20.9069, 0, 0, 0, 0, 101.492, 0, 25.7035, 0, 0, 0, 0, 0, 12534.9, 0, 8941.05, 0, 0, 0
5366, 22154.6, 689.322, 23939, 23968.5, 21636.6, 4511.09, 23357.9, 23863.5, 33.089, 23.1475, 142.735, 56.2953, 518.449, -349.215, 581.795, 1130.09, 391.335, -708.409, 127.114, 359.193, 454.177, 133.015, 275.055, 243.394, 216.585, 2.33922, 218.924, 56.1312, 0, 0, 0, 0, 386.394, 30.0519, 59.631, 42.372, 0, 0, 0, 189.949, 30.0519, 12.6821, 42.372, 0, 0, 0, 95.0136, 0, 21.2663, 0, 0, 0, 0, 101.431, 0, 25.6826, 0, 0, 0, 0, 0, 12628.6, 0, 9008.05, 0, 0, 0
5367, 22259.9, 718.689, 23939, 23968.5, 21738.4, 4527.89, 23357.9, 23863.5, 33.4066, 23.4688, 146.43, 57.7856, 522.11, -339.447, 581.795, 1130.09, 395.099, -698.348, 127.011, 358.901, 454.177, 133.015, 277.754, 244.356, 218.781, 2.35205, 221.133, 56.6203, 0, 0, 0, 0, 389.13, 30.3153, 59.8574, 42.8068, 0, 0, 0, 191.858, 30.3153, 12.7735, 42.8068, 0, 0, 0, 95.9218, 0, 21.424, 0, 0, 0, 0, 101.351, 0, 25.6599, 0, 0, 0, 0, 0, 12687.7, 0, 9050.69, 0, 0, 0
5368, 22384.7, 753.824, 23939, 23968.5, 21858.3, 4548.89, 23357.9, 23863.5, 33.1684, 23.2316, 147.094, 57.6396, 526.964, -327.357, 581.795, 1130.09, 400.036, -686.026, 126.928, 358.669, 454.177, 133.015, 281.014, 245.95, 221.281, 2.29039, 223.572, 57.442, 0, 0, 0, 0, 392.369, 30.6942, 60.592, 43.3088, 0, 0, 0, 193.927, 30.6942, 13.0839, 43.3088, 0, 0, 0, 97.151, 0, 21.8713, 0, 0, 0, 0, 101.291, 0, 25.6368, 0, 0, 0, 0, 0, 12757.9, 0, 9100.37, 0, 0, 0
5369, 21366.2, 470.152, 23939, 23968.5, 20875, 4372.42, 23357.9, 23863.5, 30.5508, 20.5909, 119.593, 47.3388, 491.082, -417.942, 581.795, 1130.09, 363.509, -778.437, 127.574, 360.494, 454.177, 133.015, 255.324, 235.758, 200.954, 2.13518, 203.089, 52.2346, 0, 0, 0, 0, 366.275, 27.9318, 57.5802, 39.2953, 0, 0, 0, 176.205, 27.9318, 11.8921, 39.2953, 0, 0, 0, 88.2825, 0, 19.9023, 0, 0, 0, 0, 101.788, 0, 25.7858, 0, 0, 0, 0, 0, 12184.6, 0, 8690.39, 0, 0, 0
5370, 19732.1, 18.24, 23939, 23968.5, 19295.3, 4080.1, 23357.9, 23863.5, 25.7574, 15.7583, 81.1126, 32.569, 436.928, -554.47, 581.795, 1130.09, 308.365, -917.763, 128.563, 363.293, 454.177, 133.015, 216.57, 220.358, 170.587, 1.74663, 172.333, 44.2362, 0, 0, 0, 0, 326.961, 23.6294, 53.027, 33.311, 0, 0, 0, 149.518, 23.6294, 10.1115, 33.311, 0, 0, 0, 74.8899, 0, 16.9056, 0, 0, 0, 0, 102.553, 0, 26.0098, 0, 0, 0, 0, 0, 11262.6, 0, 8032.67, 0, 0, 0
5371, 18138.9, -418.542, 23939, 23968.5, 17750.3, 3789.26, 23357.9, 23863.5, 21.4996, 11.4637, 59.8899, 20.2243, 388.955, -676.891, 581.795, 1130.09, 259.386, -1043.03, 129.569, 366.138, 454.177, 133.015, 182.246, 206.709, 143.636, 1.47867, 145.114, 37.1321, 0, 0, 0, 0, 292.236, 19.845, 48.9067, 27.967, 0, 0, 0, 125.959, 19.845, 8.47499, 27.967, 0, 0, 0, 62.9483, 0, 14.1912, 0, 0, 0, 0, 103.329, 0, 26.2405, 0, 0, 0, 0, 0, 10361.1, 0, 7389.21, 0, 0, 0
5372, 17404.3, -618.662, 23939, 23968.5, 17036.2, 3652.2, 23357.9, 23863.5, 19.7923, 9.74119, 52.1608, 15.4212, 368.381, -729.499, 581.795, 1130.09, 238.366, -1096.9, 130.015, 367.398, 454.177, 133.015, 167.584, 200.797, 132.125, 1.39787, 133.523, 34.0611, 0, 0, 0, 0, 277.424, 18.2286, 47.0565, 25.672, 0, 0, 0, 115.952, 18.2286, 7.73165, 25.672, 0, 0, 0, 57.8023, 0, 12.9798, 0, 0, 0, 0, 103.67, 0, 26.3451, 0, 0, 0, 0, 0, 9944.38, 0, 7091.79, 0, 0, 0
5373, 16458.1, -876.326, 23939, 23968.5, 16115.1, 3477.37, 23357.9, 23863.5, 17.2374, 7.16119, 41.5121, 8.8907, 343.564, -795.222, 581.795, 1130.09, 212.829, -1164.66, 130.735, 369.436, 454.177, 133.015, 149.65, 193.914, 117.953, 1.27707, 119.23, 30.4203, 0, 0, 0, 0, 259.391, 16.2866, 45.0454, 22.8411, 0, 0, 0, 103.606, 16.2866, 6.91653, 22.8411, 0, 0, 0, 51.5573, 0, 11.6213, 0, 0, 0, 0, 104.228, 0, 26.5076, 0, 0, 0, 0, 0, 9407.4, 0, 6707.69, 0, 0, 0
5374, 14756.4, -1335.46, 23939, 23968.5, 14454.8, 3151.24, 23357.9, 23863.5, 13.0162, 2.90223, 25.9743, 3.01687, 302.687, -902.229, 581.795, 1130.09, 170.843, -1274.8, 131.844, 372.571, 454.177, 133.015, 120.338, 182.349, 94.9232, 1.09474, 96.018, 24.3204, 0, 0, 0, 0, 229.902, 13.0535, 41.5141, 18.2172, 0, 0, 0, 83.582, 13.0535, 5.48558, 18.2172, 0, 0, 0, 41.2399, 0, 9.26452, 0, 0, 0, 0, 105.08, 0, 26.764, 0, 0, 0, 0, 0, 8438.88, 0, 6015.96, 0, 0, 0
5375, 12847.4, -1844.4, 23939, 23968.5, 12586.1, 2771.82, 23357.9, 23863.5, 7.33954, 0, 10.7988, 0, 262.687, -1006.69, 581.795, 1130.09, 129.752, -1382.34, 132.935, 375.657, 454.177, 133.015, 91.6051, 171.082, 72.4919, 0.787349, 73.2792, 18.3259, 0, 0, 0, 0, 200.962, 9.81338, 38.2161, 13.6952, 0, 0, 0, 63.9268, 9.81338, 4.16977, 13.6952, 0, 0, 0, 31.1135, 0, 7.03327, 0, 0, 0, 0, 105.922, 0, 27.013, 0, 0, 0, 0, 0, 7348.21, 0, 5237.87, 0, 0, 0
5376, 11462, -2180.14, 23939, 23968.5, 11225, 2454.35, 23357.9, 23863.5, 3.67333, 0, 4.04426, 0, 236.994, -1053.52, 581.795, 1130.09, 105.013, -1426.48, 131.981, 372.964, 454.177, 133.015, 74.4212, 162.573, 59.1139, 0.629184, 59.7431, 14.6781, 0, 0, 0, 0, 182.366, 7.85478, 35.8137, 10.9592, 0, 0, 0, 52.2705, 7.85478, 3.3367, 10.9592, 0, 0, 0, 24.9541, 0, 5.6373, 0, 0, 0, 0, 105.142, 0, 26.8397, 0, 0, 0, 0, 0, 6553.68, 0, 4671.29, 0, 0, 0
5377, 10592.2, -2406.18, 23939, 23968.5, 10369.7, 2277.57, 23357.9, 23863.5, 1.11301, 0, 1.12797, 0, 222.584, -1091.9, 581.795, 1130.09, 90.1296, -1466.21, 132.454, 374.303, 454.177, 133.015, 64.0839, 158.5, 51.1004, 0.514631, 51.615, 12.4689, 0, 0, 0, 0, 172.015, 6.66135, 34.5881, 9.31955, 0, 0, 0, 45.2623, 6.66135, 2.84073, 9.31955, 0, 0, 0, 21.2466, 0, 4.79903, 0, 0, 0, 0, 105.506, 0, 26.9484, 0, 0, 0, 0, 0, 6054.19, 0, 4315.49, 0, 0, 0
5378, 10122.1, -2528.47, 23939, 23968.5, 9906.62, 2182.69, 23357.9, 23863.5, 0, 0, 0, 0, 215.433, -1111.49, 581.795, 1130.09, 82.6974, -1486.59, 132.736, 375.099, 454.177, 133.015, 58.9184, 156.515, 47.0681, 0.468127, 47.5362, 11.3822, 0, 0, 0, 0, 166.867, 6.07604, 34.0033, 8.48709, 0, 0, 0, 41.7562, 6.07604, 2.59907, 8.48709, 0, 0, 0, 19.3876, 0, 4.39138, 0, 0, 0, 0, 105.723, 0, 27.0128, 0, 0, 0, 0, 0, 5784.03, 0, 4122.58, 0, 0, 0
5379, 9834.69, -2602.54, 23939, 23968.5, 9623.48, 2122.69, 23357.9, 23863.5, 0, 0, 0, 0, 211.187, -1122.87, 581.795, 1130.09, 78.3036, -1498.39, 132.883, 375.517, 454.177, 133.015, 55.868, 155.319, 44.7072, 0.430802, 45.138, 10.73, 0, 0, 0, 0, 163.814, 5.72105, 33.6515, 8.00006, 0, 0, 0, 39.69, 5.72105, 2.45687, 8.00006, 0, 0, 0, 18.2875, 0, 4.14809, 0, 0, 0, 0, 105.837, 0, 27.0466, 0, 0, 0, 0, 0, 5618.68, 0, 4004.8, 0, 0, 0
5380, 9744.63, -2625.83, 23939, 23968.5, 9534.81, 2103.75, 23357.9, 23863.5, 0, 0, 0, 0, 209.827, -1126.56, 581.795, 1130.09, 76.8925, -1502.23, 132.935, 375.663, 454.177, 133.015, 54.8619, 154.965, 43.9599, 0.386998, 44.3469, 10.515, 0, 0, 0, 0, 162.81, 5.58726, 33.5785, 7.85166, 0, 0, 0, 38.9895, 5.58726, 2.43352, 7.85166, 0, 0, 0, 17.9407, 0, 4.08988, 0, 0, 0, 0, 105.879, 0, 27.0551, 0, 0, 0, 0, 0, 5566.59, 0, 3968.22, 0, 0, 0
5381, 10135.9, -2524.48, 23939, 23968.5, 9920.45, 2183.2, 23357.9, 23863.5, 0, 0, 0, 0, 215.524, -1111.01, 581.795, 1130.09, 82.8106, -1486.04, 132.713, 375.036, 454.177, 133.015, 58.959, 156.565, 47.1535, 0.41856, 47.5721, 11.387, 0, 0, 0, 0, 166.893, 6.05322, 34.0633, 8.51435, 0, 0, 0, 41.7567, 6.05322, 2.63474, 8.51435, 0, 0, 0, 19.4266, 0, 4.42499, 0, 0, 0, 0, 105.71, 0, 27.0036, 0, 0, 0, 0, 0, 5791.62, 0, 4128.83, 0, 0, 0
5382, 10961.4, -2309.48, 23939, 23968.5, 10732.9, 2351.93, 23357.9, 23863.5, 2.04268, 0, 2.13509, 0, 228.413, -1075.6, 581.795, 1130.09, 96.2132, -1449.18, 132.199, 373.582, 454.177, 133.015, 68.3086, 160.104, 54.4178, 0.538488, 54.9563, 13.3523, 0, 0, 0, 0, 176.205, 7.13037, 35.0727, 10.0043, 0, 0, 0, 48.1284, 7.13037, 3.0455, 10.0043, 0, 0, 0, 22.7671, 0, 5.13752, 0, 0, 0, 0, 105.31, 0, 26.8897, 0, 0, 0, 0, 0, 6265.99, 0, 4466.95, 0, 0, 0
5383, 11797.3, -2090.75, 23939, 23968.5, 11554.7, 2519.75, 23357.9, 23863.5, 4.28229, 0, 4.80404, 0, 242.667, -1036.93, 581.795, 1130.09, 110.989, -1409.03, 131.678, 372.107, 454.177, 133.015, 78.5666, 164.101, 62.4147, 0.622024, 63.0367, 15.53, 0, 0, 0, 0, 186.436, 8.29378, 36.2959, 11.6411, 0, 0, 0, 55.082, 8.29378, 3.54972, 11.6411, 0, 0, 0, 26.4463, 0, 5.97648, 0, 0, 0, 0, 104.908, 0, 26.7697, 0, 0, 0, 0, 0, 6745.63, 0, 4809.05, 0, 0, 0
5384, 12626.3, -1873.17, 23939, 23968.5, 12368.2, 2684.39, 23357.9, 23863.5, 6.65538, 0, 9.7615, 0, 258.056, -995.802, 581.795, 1130.09, 126.884, -1366.48, 131.172, 370.675, 454.177, 133.015, 89.6289, 168.427, 71.0221, 0.731669, 71.7538, 17.8752, 0, 0, 0, 0, 197.506, 9.55484, 37.6059, 13.3892, 0, 0, 0, 62.6033, 9.55484, 4.08167, 13.3892, 0, 0, 0, 30.3856, 0, 6.86983, 0, 0, 0, 0, 104.517, 0, 26.6544, 0, 0, 0, 0, 0, 7220.64, 0, 5147.59, 0, 0, 0
5385, 13446.3, -1656.89, 23939, 23968.5, 13172.1, 2845.06, 23357.9, 23863.5, 9.00044, 0, 15.9, 0, 274.243, -952.509, 581.795, 1130.09, 143.597, -1321.7, 130.646, 369.188, 454.177, 133.015, 101.319, 172.924, 80.2045, 0.830069, 81.0346, 20.2844, 0, 0, 0, 0, 209.231, 10.8496, 38.9127, 15.2495, 0, 0, 0, 70.6068, 10.8496, 4.61314, 15.2495, 0, 0, 0, 34.5128, 0, 7.76477, 0, 0, 0, 0, 104.111, 0, 26.5347, 0, 0, 0, 0, 0, 7689.51, 0, 5482.64, 0, 0, 0
5386, 14611.3, -1347.42, 23939, 23968.5, 14312.1, 3068.28, 23357.9, 23863.5, 12.161, 2.11293, 25.5292, 2.15545, 299.308, -885.47, 581.795, 1130.09, 169.466, -1252.38, 129.842, 366.913, 454.177, 133.015, 119.41, 179.899, 94.4246, 0.965744, 95.3903, 24.0192, 0, 0, 0, 0, 227.364, 12.8444, 40.9826, 18.117, 0, 0, 0, 82.9904, 12.8444, 5.4577, 18.117, 0, 0, 0, 40.8838, 0, 9.17308, 0, 0, 0, 0, 103.49, 0, 26.3518, 0, 0, 0, 0, 0, 8354.43, 0, 5957.7, 0, 0, 0
5387, 16064, -961.065, 23939, 23968.5, 15730, 3345.52, 23357.9, 23863.5, 16.5462, 6.53049, 39.5923, 7.82639, 334.099, -795.687, 581.795, 1130.09, 205.095, -1160.23, 129.004, 364.543, 454.177, 133.015, 144.403, 189.696, 113.994, 1.22925, 115.223, 29.1793, 0, 0, 0, 0, 252.615, 15.6339, 43.821, 22.0287, 0, 0, 0, 100.16, 15.6339, 6.58036, 22.0287, 0, 0, 0, 49.6131, 0, 11.0791, 0, 0, 0, 0, 102.842, 0, 26.1615, 0, 0, 0, 0, 0, 9181.92, 0, 6548.1, 0, 0, 0
5388, 17262.9, -639.75, 23939, 23968.5, 16897.5, 3569.82, 23357.9, 23863.5, 19.761, 9.77074, 52.299, 15.6101, 365.56, -715.001, 581.795, 1130.09, 237.259, -1077.56, 128.301, 362.554, 454.177, 133.015, 166.94, 198.62, 131.712, 1.40376, 133.116, 33.8245, 0, 0, 0, 0, 275.412, 18.1134, 46.4716, 25.5634, 0, 0, 0, 115.628, 18.1134, 7.63593, 25.5634, 0, 0, 0, 57.4822, 0, 12.8367, 0, 0, 0, 0, 102.302, 0, 25.9989, 0, 0, 0, 0, 0, 9863.03, 0, 7034.46, 0, 0, 0
5389, 17547.8, -562.159, 23939, 23968.5, 17174.1, 3620.03, 23357.9, 23863.5, 20.0426, 10.0596, 54.1906, 16.7798, 373.681, -693.513, 581.795, 1130.09, 245.619, -1055.39, 128.061, 361.878, 454.177, 133.015, 172.665, 201.016, 136.169, 1.39106, 137.56, 35.1046, 0, 0, 0, 0, 281.105, 18.7572, 47.3622, 26.4558, 0, 0, 0, 119.443, 18.7572, 8.00868, 26.4558, 0, 0, 0, 59.5431, 0, 13.4115, 0, 0, 0, 0, 102.119, 0, 25.942, 0, 0, 0, 0, 0, 10024.7, 0, 7149.45, 0, 0, 0
5390, 17392.9, -603.227, 23939, 23968.5, 17023.6, 3590.25, 23357.9, 23863.5, 19.6851, 9.70079, 52.7805, 15.9071, 369.337, -703.877, 581.795, 1130.09, 241.24, -1065.85, 128.096, 361.977, 454.177, 133.015, 169.625, 199.711, 133.81, 1.36851, 135.178, 34.4474, 0, 0, 0, 0, 277.997, 18.4107, 46.9425, 25.9863, 0, 0, 0, 117.383, 18.4107, 7.84526, 25.9863, 0, 0, 0, 58.4697, 0, 13.1453, 0, 0, 0, 0, 102.144, 0, 25.9519, 0, 0, 0, 0, 0, 9936.7, 0, 7086.85, 0, 0, 0
5391, 17555.4, -559.5, 23939, 23968.5, 17182, 3619.94, 23357.9, 23863.5, 20.1827, 10.2021, 54.7607, 17.1364, 373.826, -692.406, 581.795, 1130.09, 245.826, -1054.11, 128.001, 361.706, 454.177, 133.015, 172.855, 200.971, 136.352, 1.40079, 137.753, 35.1022, 0, 0, 0, 0, 281.272, 18.7649, 47.2982, 26.4913, 0, 0, 0, 119.614, 18.7649, 7.98486, 26.4913, 0, 0, 0, 59.5872, 0, 13.3831, 0, 0, 0, 0, 102.07, 0, 25.9303, 0, 0, 0, 0, 0, 10029.1, 0, 7152.88, 0, 0, 0
5392, 17246.5, -643.62, 23939, 23968.5, 16881.5, 3565.55, 23357.9, 23863.5, 19.0497, 9.0578, 51.4169, 15.0424, 364.983, -715.683, 581.795, 1130.09, 236.73, -1078.1, 128.253, 362.42, 454.177, 133.015, 166.476, 198.507, 131.447, 1.29224, 132.739, 33.7369, 0, 0, 0, 0, 274.885, 18.0121, 46.5574, 25.5279, 0, 0, 0, 115.241, 18.0121, 7.69517, 25.5279, 0, 0, 0, 57.3755, 0, 12.8783, 0, 0, 0, 0, 102.269, 0, 25.9839, 0, 0, 0, 0, 0, 9853.28, 0, 7028.21, 0, 0, 0
5393, 16832.5, -755.078, 23939, 23968.5, 16478.2, 3490.1, 23357.9, 23863.5, 18.0227, 8.02121, 45.8717, 11.6443, 354.283, -744.207, 581.795, 1130.09, 225.716, -1107.52, 128.567, 363.31, 454.177, 133.015, 158.674, 195.609, 125.129, 1.28232, 126.412, 32.2623, 0, 0, 0, 0, 266.997, 17.2352, 45.7929, 24.2576, 0, 0, 0, 109.802, 17.2352, 7.37959, 24.2576, 0, 0, 0, 54.6843, 0, 12.3572, 0, 0, 0, 0, 102.511, 0, 26.0561, 0, 0, 0, 0, 0, 9618.86, 0, 6859.32, 0, 0, 0
5394, 16462, -855.274, 23939, 23968.5, 16117.6, 3422.9, 23357.9, 23863.5, 17.2678, 7.25671, 42.7862, 9.75591, 344.339, -770.364, 581.795, 1130.09, 215.491, -1134.47, 128.848, 364.102, 454.177, 133.015, 151.595, 192.745, 119.621, 1.24634, 120.867, 30.7277, 0, 0, 0, 0, 259.917, 16.4352, 44.8285, 23.1582, 0, 0, 0, 105.017, 16.4352, 6.98463, 23.1582, 0, 0, 0, 52.1737, 0, 11.723, 0, 0, 0, 0, 102.727, 0, 26.1209, 0, 0, 0, 0, 0, 9408.25, 0, 6709.4, 0, 0, 0
5395, 15896.6, -1006.83, 23939, 23968.5, 15566.5, 3317.25, 23357.9, 23863.5, 15.6287, 5.60402, 36.6733, 6.20192, 330.08, -807.571, 581.795, 1130.09, 200.862, -1172.72, 129.219, 365.151, 454.177, 133.015, 141.31, 188.771, 111.508, 1.16013, 112.669, 28.641, 0, 0, 0, 0, 249.537, 15.3136, 43.6917, 21.5376, 0, 0, 0, 97.9281, 15.3136, 6.5302, 21.5376, 0, 0, 0, 48.5954, 0, 10.9566, 0, 0, 0, 0, 103.014, 0, 26.2048, 0, 0, 0, 0, 0, 9086.87, 0, 6479.62, 0, 0, 0
5396, 15501.9, -1111.73, 23939, 23968.5, 15181.3, 3241.41, 23357.9, 23863.5, 14.6457, 4.61423, 32.7074, 4.99333, 320.556, -831.955, 581.795, 1130.09, 191.128, -1197.7, 129.427, 365.741, 454.177, 133.015, 134.485, 186.071, 106.093, 1.12964, 107.223, 27.2619, 0, 0, 0, 0, 242.616, 14.5836, 42.9079, 20.4485, 0, 0, 0, 93.2369, 14.5836, 6.21563, 20.4485, 0, 0, 0, 46.2061, 0, 10.4377, 0, 0, 0, 0, 103.173, 0, 26.2546, 0, 0, 0, 0, 0, 8862.41, 0, 6318.86, 0, 0, 0
5397, 14633.8, -1343.58, 23939, 23968.5, 14333.5, 3077.33, 23357.9, 23863.5, 11.9649, 1.9109, 24.5276, 1.93969, 300.174, -885.728, 581.795, 1130.09, 170.157, -1253.14, 130.017, 367.409, 454.177, 133.015, 119.773, 180.4, 94.5791, 0.971864, 95.551, 24.2223, 0, 0, 0, 0, 227.829, 12.9381, 41.2608, 18.1458, 0, 0, 0, 83.1322, 12.9381, 5.55722, 18.1458, 0, 0, 0, 41.0661, 0, 9.31746, 0, 0, 0, 0, 103.631, 0, 26.3861, 0, 0, 0, 0, 0, 8367.68, 0, 5965.86, 0, 0, 0
5398, 13252.5, -1710.85, 23939, 23968.5, 12981.9, 2811.62, 23357.9, 23863.5, 7.84821, 0, 13.3749, 0, 270.483, -964.96, 581.795, 1130.09, 139.522, -1335.04, 130.962, 370.082, 454.177, 133.015, 98.3506, 172.132, 77.8356, 0.759671, 78.5953, 19.7553, 0, 0, 0, 0, 206.366, 10.5306, 38.8087, 14.7777, 0, 0, 0, 68.4762, 10.5306, 4.56613, 14.7777, 0, 0, 0, 33.5262, 0, 7.64465, 0, 0, 0, 0, 104.364, 0, 26.5979, 0, 0, 0, 0, 0, 7578.8, 0, 5403.13, 0, 0, 0
5399, 11986.1, -2043.34, 23939, 23968.5, 11739.8, 2560.02, 23357.9, 23863.5, 4.74934, 0, 5.40354, 0, 246.304, -1028.92, 581.795, 1130.09, 114.609, -1401.07, 131.695, 372.155, 454.177, 133.015, 81.0362, 165.268, 64.2638, 0.65852, 64.9223, 16.1138, 0, 0, 0, 0, 188.988, 8.60474, 36.6967, 12.0143, 0, 0, 0, 56.7158, 8.60474, 3.7013, 12.0143, 0, 0, 0, 27.3478, 0, 6.22489, 0, 0, 0, 0, 104.925, 0, 26.7705, 0, 0, 0, 0, 0, 6854.23, 0, 4885.58, 0, 0, 0
