[GENERAL]
DATE=March 18, 2015 at 10:28:30
CYME_VERSION=5.04
CYMDIST_REVISION=02

[SI]

[CONCENTRIC NEUTRAL CABLE]
FORMAT_CONCENTRICNEUTRALCABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,NumberOfPhases,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,PhaseCondID,NeutralCondID,NeutralWires,InsulationType,InsulationDielectricConst,InsulationDiameter,Dab,Dbc,Dac,RatedLevel,ContinuousTemperatureRating,SCCurrentTemperatureRating,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Comments
PEF1_1/0_AL_PILCPJ_N_V_R,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,140.000000,140.000000,140.000000,140.000000,140.000000,140.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_SEMI_JKT_D_B,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,175.000000,175.000000,175.000000,175.000000,175.000000,175.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_2_3_D_B,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,123.000000,123.000000,123.000000,123.000000,123.000000,123.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_6_D_B,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,117.000000,117.000000,117.000000,117.000000,117.000000,117.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_CIC,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_D_B,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_D_B_W_S,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,210.000000,210.000000,210.000000,210.000000,210.000000,210.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_I_A,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_I_C,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_N_V_R,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPE_U_W,0.596516,1.870327,0.093206,1.472649,69.941518,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_2_3_D_B,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,123.000000,123.000000,123.000000,123.000000,123.000000,123.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_6_D_B,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,117.000000,117.000000,117.000000,117.000000,117.000000,117.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_CIC,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_D_B,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_D_B_W_S,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,210.000000,210.000000,210.000000,210.000000,210.000000,210.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_I_A,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_I_C,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,142.000000,142.000000,142.000000,142.000000,142.000000,142.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1/0_AL_XLPECN_N_V_R,0.596516,1.870327,0.093206,1.472649,69.941520,0.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_2_3_D_B,0.062137,1.180605,0.093206,0.764286,176.668207,0.000000,449.000000,449.000000,449.000000,449.000000,449.000000,449.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_6_D_B,0.062137,1.180605,0.093206,0.764286,176.668207,0.000000,361.000000,361.000000,361.000000,361.000000,361.000000,361.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_CIC,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_I_A,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_I_C,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_CIC_N_V_R,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_2_3_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,449.000000,449.000000,449.000000,449.000000,449.000000,449.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_6_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,361.000000,361.000000,361.000000,361.000000,361.000000,361.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_CIC,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_I_C,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_N_V_R,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_SUB_U_W,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPE_U_W,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_2_3_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,449.000000,449.000000,449.000000,449.000000,449.000000,449.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_6_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,361.000000,361.000000,361.000000,361.000000,361.000000,361.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_CIC,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_I_C,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_N_V_R,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AAC_XLPECN_U_W,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_2_3_D_B,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,449.000000,449.000000,449.000000,449.000000,449.000000,449.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_6_D_B,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,361.000000,361.000000,361.000000,361.000000,361.000000,361.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_CIC,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_D_B,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_I_A,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_I_C,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,600.000000,600.000000,600.000000,600.000000,600.000000,600.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_CIC_N_V_R,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_SUBMARINE_U_W,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_2_3_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,449.000000,449.000000,449.000000,449.000000,449.000000,449.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_6_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,361.000000,361.000000,361.000000,361.000000,361.000000,361.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_CIC,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_I_C,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_N_V_R,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_SUB_U_W,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPE_U_W,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,3,,,,,,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_2_3_D_B,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,449.000000,449.000000,449.000000,449.000000,449.000000,449.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_6_D_B,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,361.000000,361.000000,361.000000,361.000000,361.000000,361.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_CIC,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_D_B,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_I_C,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_N_V_R,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000_AL_XLPECN_U_W,0.062137,1.180605,0.093206,0.764286,176.668200,0.000000,485.000000,485.000000,485.000000,485.000000,485.000000,485.000000,1,,,,,,DEFAULT,,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000KCMIL_AL_XLPE_LC_SHIELD,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000KCMIL_AL_XLPECN_D_B,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000KCMIL_AL_XLPECN_D_B_W_S,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,572.000000,572.000000,572.000000,572.000000,572.000000,572.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_1000KCMIL_AL_XLPECN_I_C,0.062137,1.180605,0.093206,0.764286,176.668210,0.000000,555.000000,555.000000,555.000000,555.000000,555.000000,555.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILC_2_3_D_B,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,279.000000,279.000000,279.000000,279.000000,279.000000,279.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILC_6_D_B,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,231.000000,231.000000,231.000000,231.000000,231.000000,231.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILC_D_B,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,331.000000,331.000000,331.000000,331.000000,331.000000,331.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILC_I_C,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,331.000000,331.000000,331.000000,331.000000,331.000000,331.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILC_N_V_R,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,394.000000,394.000000,394.000000,394.000000,394.000000,394.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILCPJ_2_3_D_B,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,279.000000,279.000000,279.000000,279.000000,279.000000,279.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
PEF1_350_AAC_PILCPJ_6_D_B,0.167770,0.149129,0.466028,0.136702,71.041348,0.000000,231.000000,231.000000,231.000000,231.000000,231.000000,231.000000,1,0.000000,0.000000,0.000000,0.000000,0.000000,DEFAULT,DEFAULT,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,7.200000,75.000000,200.000000,0.000000,0.000000,0,
