[GENERAL]
DATE=March 18, 2015 at 10:28:30
CYME_VERSION=5.04
CYMDIST_REVISION=02

[SI]

[CONCENTRIC NEUTRAL CABLE]
FORMAT_CONCENTRICNEUTRALCABLE=ID,R1,R0,X1,X0,B1,B0,Amps,Amps_1,Amps_2,Amps_3,Amps_4,WithstandRating,NumberOfPhases,FailRate,TmpFailRate,MajorRepairTime,MinorRepairTime,MajorFailureProportion,PhaseCondID,NeutralCondID,NeutralWires,InsulationType,InsulationDielectricConst,InsulationDiameter,Dab,Dbc,Dac,RatedLevel,ContinuousTemperatureRating,SCCurrentTemperatureRating,PositiveSequenceShuntConductance,ZeroSequenceShuntConductance,LockImpedance,Comments
T2825B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2825B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2826B03,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2827B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2827B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2827B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2827B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2827B05,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2830B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2830B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2830B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2830B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2830B05,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2835B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2835B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2835B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2835B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B21,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B22,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B24,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B25,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B26,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B27,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2840B33,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2890B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2890B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2930B02,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2930B03,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2930B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2936B01,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2936B02,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2950B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2950B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T2950B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3005B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3005B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3005B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3010B10,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3010B11,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3010B12,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3010B13,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3030B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3030B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3030B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3035B01,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3035B02,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3040B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3040B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3060B01,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3060B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3320B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3320B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3320B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3330B01,600.000000,600.000000,600.000000,600.000000,600.000000,12.470000,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3330B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3330B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3350B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3350B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3350B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3360B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3360B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3380B01,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3391B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3391B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3391B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3444B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3444B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3445B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3445B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3445B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3445B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3445B05,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3450B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3450B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3450B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3450B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3460B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3460B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3550B01,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3550B03,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3665B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3665B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3665B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3665B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3675B98,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3675B99,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3680B10,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3680B11,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3680B12,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3680B13,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3680B14,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3680B15,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3691B01,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3750B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3750B02,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3750B03,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3760B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3760B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3800B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3800B02,600.000000,600.000000,600.000000,600.000000,600.000000,22.860001,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3890B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3890B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3890B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3910B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3910B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3918B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3918B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3965B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3965B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3966B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3966B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3966B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3968B01,600.000000,600.000000,600.000000,600.000000,600.000000,12.470000,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3970B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3970B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3970B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3980B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3980B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3980B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3980B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3980B05,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3985B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3985B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3985B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3985B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T3985B05,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B20,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B21,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B22,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B23,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B24,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B25,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4000B26,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4035B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4035B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4035B03,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4035B04,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,12.470000,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4050B01,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4050B02,1200.000000,1200.000000,1200.000000,1200.000000,1200.000000,22.860001,1,1200.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4070B03,600.000000,600.000000,600.000000,600.000000,600.000000,12.470000,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4070B04,600.000000,600.000000,600.000000,600.000000,600.000000,12.470000,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
T4070B05,600.000000,600.000000,600.000000,600.000000,600.000000,12.470000,1,600.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0,0,0,0,0,0,
